By Day,Subregion,Cost,Impressions,Currency
5/28/24,Kentucky,12.28,554,USD
5/28/24,Pennsylvania,45.97,2137,USD
5/28/24,New Mexico,8.79,404,USD
5/28/24,Minnesota,15.06,783,USD
5/28/24,Washington,34.96,1624,USD
5/28/24,Nevada,18.08,794,USD
5/28/24,Louisiana,24.73,1143,USD
5/28/24,New Hampshire,6.2,247,USD
5/28/24,Arizona,29.7,1438,USD
5/28/24,North Carolina,59.69,2551,USD
5/28/24,Arkansas,8.64,542,USD
5/28/24,Maryland,46.35,1801,USD
5/28/24,Florida,136.81,6112,USD
5/28/24,West Virginia,6.43,275,USD
5/28/24,Iowa,5.7,327,USD
5/28/24,Oregon,11.7,642,USD
5/28/24,Idaho,3.96,218,USD
5/28/24,Indiana,18.22,1025,USD
5/28/24,Delaware,5.13,233,USD
5/28/24,Rhode Island,3.44,199,USD
5/28/24,New Jersey,59.09,2418,USD
5/28/24,Kansas,5.85,350,USD
5/28/24,North Dakota,1.13,96,USD
5/28/24,District of Columbia,8.2,422,USD
5/28/24,Illinois,56.02,2641,USD
5/28/24,Montana,1.32,97,USD
5/28/24,Nebraska,4.32,247,USD
5/28/24,South Carolina,24.08,1233,USD
5/28/24,Oklahoma,13.45,639,USD
5/28/24,Ohio,36.44,1683,USD
5/28/24,Alaska,1.4,96,USD
5/28/24,Wyoming,1.04,59,USD
5/28/24,Hawaii,7.26,264,USD
5/28/24,Missouri,20,1090,USD
5/28/24,New York,98.31,5168,USD
5/28/24,Colorado,22.87,1082,USD
5/28/24,Utah,11.75,566,USD
5/27/24,Hawaii,4.54,89,USD
5/27/24,Nevada,10.58,245,USD
5/27/24,Idaho,2.06,73,USD
5/27/24,Alabama,10.52,201,USD
5/27/24,North Carolina,28.43,731,USD
5/27/24,Wyoming,3.13,25,USD
5/27/24,Delaware,4.4,74,USD
5/27/24,Indiana,13,265,USD
5/27/24,Iowa,2.66,85,USD
5/27/24,Vermont,1.53,38,USD
5/27/24,South Carolina,15.77,360,USD
5/27/24,Rhode Island,3.18,80,USD
5/27/24,Alaska,1.16,24,USD
5/27/24,Kentucky,5.53,127,USD
5/27/24,Georgia,38.2,889,USD
5/27/24,Unknown,123.18,2641,USD
5/27/24,Illinois,39.96,1024,USD
5/27/24,Nebraska,1.37,60,USD
5/27/24,New York,106.96,2766,USD
5/27/24,Maryland,33.98,709,USD
5/27/24,Kansas,3.37,109,USD
5/27/24,Montana,1.37,33,USD
5/27/24,Texas,98.34,2128,USD
5/27/24,Maine,2.36,62,USD
5/27/24,Michigan,25.59,599,USD
5/27/24,Florida,100.73,2517,USD
5/27/24,District of Columbia,8.55,186,USD
5/27/24,Wisconsin,8.59,240,USD
5/27/24,South Dakota,0.88,30,USD
5/27/24,North Dakota,0.75,20,USD
5/27/24,Ohio,23.7,557,USD
5/27/24,Mississippi,2.59,83,USD
5/27/24,Oklahoma,7.26,151,USD
5/27/24,New Hampshire,3.65,95,USD
5/27/24,California,164.61,4003,USD
5/27/24,Virginia,36.64,766,USD
5/27/24,New Mexico,4.78,99,USD
5/27/24,Beirut,0.01,1,USD
5/27/24,Arizona,23.17,509,USD
5/27/24,Missouri,12.94,293,USD
5/27/24,Washington,20.12,623,USD
5/27/24,Connecticut,18.47,412,USD
5/27/24,Tennessee,12.96,355,USD
5/27/24,New Jersey,54.95,1293,USD
5/27/24,Minnesota,11.79,362,USD
5/27/24,Oregon,7.56,209,USD
5/27/24,West Virginia,2.09,40,USD
5/27/24,Pennsylvania,36.68,789,USD
5/27/24,Utah,7.75,180,USD
5/27/24,Massachusetts,25.4,608,USD
5/27/24,Colorado,18.58,441,USD
5/27/24,Arkansas,5.27,99,USD
5/27/24,Louisiana,8.65,240,USD
5/18/24,Unknown,0,0,USD
5/17/24,Unknown,0,0,USD
5/14/24,Unknown,0,0,USD
5/13/24,Unknown,0,0,USD
5/12/24,Illinois,0,0,USD
5/12/24,Texas,0,0,USD
5/12/24,Florida,0,0,USD
5/11/24,Florida,0,0,USD
5/11/24,Pennsylvania,0,0,USD
5/11/24,Texas,0,0,USD
5/11/24,New Mexico,0,0,USD
5/11/24,Ohio,0,0,USD
5/11/24,New York,0,0,USD
5/11/24,Unknown,0,0,USD
5/10/24,Illinois,0,0,USD
5/10/24,Florida,0,0,USD
5/10/24,New York,0,0,USD
5/10/24,Unknown,0,0,USD
5/10/24,Michigan,0,0,USD
5/10/24,Virginia,0,0,USD
5/10/24,California,0,0,USD
5/10/24,Ohio,0,0,USD
5/9/24,Ohio,0,0,USD
5/9/24,Connecticut,0,0,USD
5/9/24,New Jersey,0,0,USD
5/9/24,Unknown,0,0,USD
5/9/24,Florida,0,0,USD
5/9/24,Alabama,0,0,USD
5/9/24,South Carolina,0,0,USD
5/9/24,Arkansas,0,0,USD
5/9/24,New York,0,0,USD
5/9/24,California,0,0,USD
5/8/24,North Carolina,0,0,USD
5/8/24,Washington,0,0,USD
5/8/24,New York,0,0,USD
5/8/24,Unknown,0,0,USD
5/8/24,Georgia,0,0,USD
5/8/24,Maryland,0,0,USD
5/8/24,Illinois,0,0,USD
5/8/24,New Hampshire,0,0,USD
5/8/24,Arizona,0,0,USD
5/8/24,California,0,0,USD
5/8/24,Delaware,0,0,USD
5/8/24,Texas,0,0,USD
5/8/24,Florida,0,0,USD
5/8/24,Utah,0,0,USD
5/8/24,Rhode Island,0,0,USD
5/8/24,District of Columbia,0,0,USD
5/8/24,Iowa,0,0,USD
5/8/24,Connecticut,0,0,USD
5/8/24,New Jersey,0,0,USD
5/8/24,Alabama,0,0,USD
5/8/24,Arkansas,0,0,USD
5/8/24,Wisconsin,0,0,USD
5/7/24,New Jersey,16.84,425,USD
5/7/24,California,52.25,1687,USD
5/7/24,Iowa,0.8,31,USD
5/7/24,Pennsylvania,6.47,265,USD
5/7/24,New York,30.86,1107,USD
5/7/24,Texas,29.19,766,USD
5/7/24,Michigan,9.76,226,USD
5/7/24,Wyoming,0.55,12,USD
5/7/24,Delaware,1.69,34,USD
5/7/24,Alabama,2.23,67,USD
5/7/24,South Carolina,3.43,121,USD
5/7/24,North Carolina,10.43,297,USD
5/7/24,Tennessee,4.64,147,USD
5/7/24,Mississippi,1.2,30,USD
5/7/24,Connecticut,3.55,118,USD
5/7/24,Vermont,0.17,11,USD
5/7/24,Kentucky,1.42,55,USD
5/7/24,Kansas,0.65,51,USD
5/7/24,Illinois,13.9,475,USD
5/7/24,Massachusetts,6,241,USD
5/7/24,Utah,2.63,88,USD
5/7/24,Nevada,4.2,110,USD
5/7/24,Hawaii,2.75,61,USD
5/7/24,Arizona,6.64,220,USD
5/7/24,Minnesota,3.11,118,USD
5/7/24,Florida,38.86,805,USD
5/7/24,Missouri,3.14,98,USD
5/7/24,Rhode Island,0.56,35,USD
5/7/24,North Dakota,0.27,15,USD
5/7/24,New Mexico,1.13,29,USD
5/7/24,District of Columbia,2.31,114,USD
5/7/24,Wisconsin,3.02,87,USD
5/7/24,Ar Riyad,0.03,1,USD
5/7/24,Maine,0.6,13,USD
5/7/24,New Hampshire,1.71,35,USD
5/7/24,Unknown,49.05,1204,USD
5/7/24,Arkansas,1.35,40,USD
5/7/24,Selangor,0.02,1,USD
5/7/24,Georgia,9.5,317,USD
5/7/24,Virginia,5.74,235,USD
5/7/24,Nebraska,0.79,21,USD
5/7/24,Louisiana,3.89,110,USD
5/7/24,Ohio,5.34,203,USD
5/7/24,Colorado,6.49,235,USD
5/7/24,South Dakota,0.33,9,USD
5/7/24,Washington,11.4,291,USD
5/7/24,Oregon,3.82,136,USD
5/7/24,Maryland,7.25,242,USD
5/7/24,Oklahoma,2.34,60,USD
5/7/24,Montana,0.21,10,USD
5/7/24,Indiana,4.38,86,USD
5/7/24,Idaho,0.89,32,USD
5/7/24,Alaska,0.55,16,USD
5/7/24,West Virginia,0.31,19,USD
5/6/24,Idaho,1.73,34,USD
5/6/24,Washington,11.3,293,USD
5/6/24,Utah,3.61,112,USD
5/6/24,New Jersey,25.43,504,USD
5/6/24,Georgia,18,413,USD
5/6/24,Unknown,76.51,1664,USD
5/6/24,Nebraska,1.94,45,USD
5/6/24,Missouri,5.86,169,USD
5/6/24,Arkansas,3.75,85,USD
5/6/24,Montana,0.34,18,USD
5/6/24,Maryland,10.84,264,USD
5/6/24,Ohio,8.7,268,USD
5/6/24,California,61.3,1499,USD
5/6/24,Iowa,0.95,43,USD
5/6/24,North Dakota,0.33,19,USD
5/6/24,Alabama,3.92,105,USD
5/6/24,Kansas,0.96,53,USD
5/6/24,Hawaii,0.94,37,USD
5/6/24,District of Columbia,1.79,78,USD
5/6/24,Oklahoma,3.6,61,USD
5/6/24,Rhode Island,1.26,45,USD
5/6/24,Arizona,10.08,231,USD
5/6/24,Kentucky,2.48,94,USD
5/6/24,Illinois,17.84,484,USD
5/6/24,West Virginia,1.16,17,USD
5/6/24,Maine,1.19,22,USD
5/6/24,Vermont,0.43,14,USD
5/6/24,North Carolina,13.61,350,USD
5/6/24,New Mexico,1.28,37,USD
5/6/24,Wisconsin,3.92,100,USD
5/6/24,Oregon,5.35,118,USD
5/6/24,Wyoming,0.14,7,USD
5/6/24,Nevada,3.67,114,USD
5/6/24,Massachusetts,9.36,264,USD
5/6/24,South Carolina,6.72,156,USD
5/6/24,Connecticut,5.47,163,USD
5/6/24,New Hampshire,1.82,37,USD
5/6/24,New York,37.07,1062,USD
5/6/24,Texas,36.13,877,USD
5/6/24,South Dakota,0.26,12,USD
5/6/24,Louisiana,4.22,123,USD
5/6/24,Minnesota,5.91,158,USD
5/6/24,Alaska,0.58,17,USD
5/6/24,Tennessee,6.77,158,USD
5/6/24,Florida,38.78,930,USD
5/6/24,Colorado,4.98,198,USD
5/6/24,Michigan,10.36,200,USD
5/6/24,Pennsylvania,10.66,336,USD
5/6/24,Virginia,8.93,277,USD
5/6/24,Mississippi,1.36,44,USD
5/6/24,Indiana,4.63,130,USD
5/6/24,Delaware,1.78,55,USD
5/5/24,Washington,14.65,337,USD
5/5/24,Indiana,6.59,120,USD
5/5/24,Texas,42.7,948,USD
5/5/24,Tennessee,6.49,143,USD
5/5/24,Colorado,8.03,216,USD
5/5/24,New Mexico,2.39,41,USD
5/5/24,Nevada,8.69,139,USD
5/5/24,Arizona,11.06,231,USD
5/5/24,Wisconsin,3.44,98,USD
5/5/24,West Virginia,0.43,16,USD
5/5/24,Massachusetts,13.69,265,USD
5/5/24,Delaware,0.87,32,USD
5/5/24,California,88.75,1779,USD
5/5/24,Alabama,2.14,84,USD
5/5/24,North Carolina,13.51,289,USD
5/5/24,Illinois,19.44,415,USD
5/5/24,New Hampshire,1.16,31,USD
5/5/24,Unknown,85.97,1506,USD
5/5/24,Virginia,16.36,261,USD
5/5/24,Minnesota,3.59,135,USD
5/5/24,Idaho,1.5,40,USD
5/5/24,New York,52.42,1103,USD
5/5/24,Mississippi,3.03,49,USD
5/5/24,Michigan,12.77,223,USD
5/5/24,Louisiana,4.47,97,USD
5/5/24,Kansas,2.1,46,USD
5/5/24,Georgia,20.55,382,USD
5/5/24,Maryland,12.24,251,USD
5/5/24,Kentucky,2.69,75,USD
5/5/24,Pennsylvania,14.22,318,USD
5/5/24,Nebraska,1.41,36,USD
5/5/24,Alaska,0.47,16,USD
5/5/24,New Jersey,20.96,486,USD
5/5/24,Arkansas,1.23,47,USD
5/5/24,Montana,0.14,7,USD
5/5/24,Missouri,6.13,126,USD
5/5/24,Utah,4.55,84,USD
5/5/24,Oklahoma,3.87,64,USD
5/5/24,Florida,41.98,930,USD
5/5/24,District of Columbia,4.74,72,USD
5/5/24,Rhode Island,1.11,37,USD
5/5/24,Ohio,10.97,228,USD
5/5/24,Iowa,1.22,25,USD
5/5/24,Ar Riyad,0.05,2,USD
5/5/24,Hawaii,2.99,55,USD
5/5/24,Maine,1.18,9,USD
5/5/24,Connecticut,7.4,129,USD
5/5/24,Vermont,0.88,18,USD
5/5/24,South Dakota,0.04,5,USD
5/5/24,Wyoming,0.87,11,USD
5/5/24,North Dakota,1.18,13,USD
5/5/24,Oregon,3.9,128,USD
5/5/24,South Carolina,4.82,111,USD
5/4/24,Minnesota,4.67,140,USD
5/4/24,Illinois,16.08,400,USD
5/4/24,Idaho,1.72,32,USD
5/4/24,Rhode Island,1.24,41,USD
5/4/24,North Dakota,0.03,6,USD
5/4/24,Maine,1.23,23,USD
5/4/24,Vermont,0.55,9,USD
5/4/24,Alaska,0.27,13,USD
5/4/24,Colorado,6.83,178,USD
5/4/24,North Carolina,14.7,269,USD
5/4/24,Virginia,18.2,242,USD
5/4/24,Oklahoma,3.39,59,USD
5/4/24,Wisconsin,3.39,105,USD
5/4/24,Alabama,2.71,70,USD
5/4/24,Missouri,5.42,134,USD
5/4/24,Massachusetts,8.63,260,USD
5/4/24,Florida,50.32,940,USD
5/4/24,Montana,0.07,5,USD
5/4/24,Texas,44.13,801,USD
5/4/24,Wyoming,0.17,9,USD
5/4/24,New Jersey,21.68,409,USD
5/4/24,Indiana,6.98,105,USD
5/4/24,New Mexico,0.93,28,USD
5/4/24,South Carolina,11.7,164,USD
5/4/24,Louisiana,5,98,USD
5/4/24,Arizona,10.54,210,USD
5/4/24,Iowa,3.15,41,USD
5/4/24,Ohio,11.71,227,USD
5/4/24,South Dakota,0.58,7,USD
5/4/24,California,91.22,1542,USD
5/4/24,Nevada,7.11,137,USD
5/4/24,Arkansas,2.12,44,USD
5/4/24,District of Columbia,4.77,90,USD
5/4/24,Pennsylvania,11.5,258,USD
5/4/24,Hawaii,4.44,53,USD
5/4/24,Utah,2.81,82,USD
5/4/24,Connecticut,5.14,137,USD
5/4/24,Georgia,18.52,387,USD
5/4/24,Unknown,85.18,1650,USD
5/4/24,Tennessee,7.61,135,USD
5/4/24,Mississippi,2.05,44,USD
5/4/24,Oregon,3.12,97,USD
5/4/24,Kansas,2.05,38,USD
5/4/24,Kentucky,3.05,62,USD
5/4/24,New Hampshire,1.62,36,USD
5/4/24,West Virginia,1.21,28,USD
5/4/24,Michigan,13.44,225,USD
5/4/24,Delaware,2.62,41,USD
5/4/24,Nebraska,1.24,31,USD
5/4/24,Maryland,15.55,257,USD
5/4/24,Washington,12.75,243,USD
5/4/24,New York,41.7,995,USD
5/3/24,Oklahoma,3.19,68,USD
5/3/24,Rhode Island,1.82,48,USD
5/3/24,Connecticut,6.7,176,USD
5/3/24,Minnesota,7.76,162,USD
5/3/24,Colorado,6.4,192,USD
5/3/24,Montana,0.92,13,USD
5/3/24,Mississippi,2.69,42,USD
5/3/24,Alabama,2.73,77,USD
5/3/24,Maryland,15.93,302,USD
5/3/24,Nevada,8.38,142,USD
5/3/24,Indiana,6.88,128,USD
5/3/24,Michigan,6.31,201,USD
5/3/24,Massachusetts,13.63,362,USD
5/3/24,Pennsylvania,16.45,303,USD
5/3/24,Tennessee,7.66,168,USD
5/3/24,Ohio,10.77,228,USD
5/3/24,New York,54.62,1345,USD
5/3/24,Washington,12.96,370,USD
5/3/24,Arizona,11.48,281,USD
5/3/24,Georgia,21.21,426,USD
5/3/24,Unknown,61.46,1436,USD
5/3/24,Utah,3.33,102,USD
5/3/24,Texas,43.78,1072,USD
5/3/24,Florida,59.19,1238,USD
5/3/24,Nebraska,1.84,29,USD
5/3/24,District of Columbia,2.74,108,USD
5/3/24,Idaho,1.3,31,USD
5/3/24,New Hampshire,1.46,45,USD
5/3/24,Oregon,5.43,130,USD
5/3/24,Missouri,6.59,141,USD
5/3/24,South Carolina,4.17,126,USD
5/3/24,South Dakota,0.6,12,USD
5/3/24,California,95.14,2206,USD
5/3/24,North Dakota,0.34,9,USD
5/3/24,Kansas,1.32,41,USD
5/3/24,Maine,0.68,21,USD
5/3/24,Illinois,15.39,473,USD
5/3/24,North Carolina,12.32,313,USD
5/3/24,Arkansas,2.32,46,USD
5/3/24,Iowa,1.27,34,USD
5/3/24,Louisiana,3.87,114,USD
5/3/24,Alaska,0.26,17,USD
5/3/24,New Mexico,2.58,26,USD
5/3/24,Wisconsin,5.57,88,USD
5/3/24,Hawaii,3.6,84,USD
5/3/24,Kentucky,3.77,88,USD
5/3/24,Virginia,14.15,356,USD
5/3/24,Wyoming,0.02,2,USD
5/3/24,New Jersey,24.21,541,USD
5/3/24,West Virginia,0.97,24,USD
5/3/24,Vermont,0.36,15,USD
5/3/24,Delaware,1.45,32,USD
5/3/24,Ontario,0.03,1,USD
5/2/24,Michigan,13.1,266,USD
5/2/24,Hawaii,3.92,92,USD
5/2/24,Wisconsin,4.38,140,USD
5/2/24,District of Columbia,3.84,137,USD
5/2/24,Massachusetts,13.07,380,USD
5/2/24,Virginia,15.63,395,USD
5/2/24,Illinois,23.46,575,USD
5/2/24,Arkansas,4.86,66,USD
5/2/24,Maine,1.07,37,USD
5/2/24,Kentucky,2.22,68,USD
5/2/24,New York,56.75,1522,USD
5/2/24,Mississippi,1.94,39,USD
5/2/24,Connecticut,8.65,174,USD
5/2/24,Utah,4.15,121,USD
5/2/24,Tennessee,6.97,185,USD
5/2/24,Maryland,18.79,375,USD
5/2/24,Washington,17.44,398,USD
5/2/24,New Jersey,25.11,606,USD
5/2/24,Ohio,14.08,292,USD
5/2/24,South Dakota,0.02,2,USD
5/2/24,Delaware,1.51,40,USD
5/2/24,California,113.09,2591,USD
5/2/24,Colorado,12.45,261,USD
5/2/24,Missouri,5.6,147,USD
5/2/24,North Carolina,17.58,439,USD
5/2/24,Wyoming,1.09,8,USD
5/2/24,Texas,56.2,1280,USD
5/2/24,Idaho,2.14,51,USD
5/2/24,Alabama,3.69,102,USD
5/2/24,Minnesota,6.91,181,USD
5/2/24,Georgia,26.06,543,USD
5/2/24,Unknown,80.67,1498,USD
5/2/24,Arizona,12.11,301,USD
5/2/24,Rhode Island,1.33,53,USD
5/2/24,South Carolina,6.4,162,USD
5/2/24,New Mexico,2.61,51,USD
5/2/24,Florida,59.83,1396,USD
5/2/24,West Virginia,0.64,23,USD
5/2/24,Pennsylvania,21.4,406,USD
5/2/24,Vermont,0.39,18,USD
5/2/24,Louisiana,6.04,120,USD
5/2/24,Nebraska,2.27,55,USD
5/2/24,Oregon,5.88,150,USD
5/2/24,Indiana,8.03,150,USD
5/2/24,New Hampshire,1.64,50,USD
5/2/24,Oklahoma,3.32,79,USD
5/2/24,Montana,1.46,17,USD
5/2/24,Alaska,0.28,15,USD
5/2/24,North Dakota,0.55,27,USD
5/2/24,Quebec,0.01,1,USD
5/2/24,Nevada,6.26,157,USD
5/2/24,Iowa,1.22,46,USD
5/2/24,Kansas,1.89,57,USD
5/1/24,Indiana,8.32,284,USD
5/1/24,Maryland,17.62,583,USD
5/1/24,Vermont,0.6,30,USD
5/1/24,West Virginia,0.81,36,USD
5/1/24,Alabama,6.58,162,USD
5/1/24,Nebraska,2.61,80,USD
5/1/24,Missouri,9.31,273,USD
5/1/24,Unknown,88.9,1997,USD
5/1/24,Oklahoma,2.75,124,USD
5/1/24,Pennsylvania,14.63,662,USD
5/1/24,Illinois,24.39,995,USD
5/1/24,Delaware,3.29,78,USD
5/1/24,South Dakota,2.66,34,USD
5/1/24,New York,59.54,2296,USD
5/1/24,Michigan,19.83,503,USD
5/1/24,Texas,60.85,2075,USD
5/1/24,Colorado,12.18,467,USD
5/1/24,Wisconsin,8.22,249,USD
5/1/24,Rhode Island,3.39,96,USD
5/1/24,New Mexico,2.75,84,USD
5/1/24,Alaska,1.51,28,USD
5/1/24,Louisiana,7.42,195,USD
5/1/24,North Dakota,0.47,32,USD
5/1/24,Georgia,30.82,920,USD
5/1/24,Florida,70.47,2124,USD
5/1/24,Tennessee,7.76,328,USD
5/1/24,Iowa,2.18,103,USD
5/1/24,Kentucky,3.08,125,USD
5/1/24,New Jersey,26.99,931,USD
5/1/24,Arkansas,3.23,117,USD
5/1/24,Oregon,7.54,276,USD
5/1/24,District of Columbia,4.14,193,USD
5/1/24,Ontario,0.02,1,USD
5/1/24,Mississippi,2.78,59,USD
5/1/24,Nevada,9.26,265,USD
5/1/24,Arizona,13.15,453,USD
5/1/24,Minnesota,6.92,373,USD
5/1/24,Kansas,3.69,131,USD
5/1/24,Utah,6.61,239,USD
5/1/24,Montana,0.97,22,USD
5/1/24,Connecticut,11.29,314,USD
5/1/24,Hawaii,2.38,110,USD
5/1/24,Ohio,14.41,495,USD
5/1/24,South Carolina,7.1,259,USD
5/1/24,California,112.68,4018,USD
5/1/24,Wyoming,0.87,20,USD
5/1/24,Massachusetts,12.6,599,USD
5/1/24,Virginia,19.98,645,USD
5/1/24,Washington,22,678,USD
5/1/24,North Carolina,25.08,743,USD
5/1/24,Maine,3.82,66,USD
5/1/24,Idaho,2.93,72,USD
5/1/24,New Hampshire,2.5,94,USD
4/30/24,Montana,0.51,26,USD
4/30/24,Nebraska,2.3,80,USD
4/30/24,Alabama,4.11,181,USD
4/30/24,New York,63.79,2483,USD
4/30/24,Pennsylvania,17.39,694,USD
4/30/24,Illinois,26.94,1068,USD
4/30/24,Tennessee,9.01,333,USD
4/30/24,West Virginia,1.08,31,USD
4/30/24,Kansas,2.87,91,USD
4/30/24,Texas,61.14,1945,USD
4/30/24,New Hampshire,2.5,75,USD
4/30/24,Alaska,0.7,22,USD
4/30/24,South Dakota,1.03,24,USD
4/30/24,Colorado,13.89,473,USD
4/30/24,Minnesota,7.72,359,USD
4/30/24,Ohio,15.38,514,USD
4/30/24,Rhode Island,2.82,103,USD
4/30/24,Delaware,2.47,90,USD
4/30/24,Utah,5.66,225,USD
4/30/24,South Carolina,7.93,272,USD
4/30/24,Oklahoma,3.44,116,USD
4/30/24,Mississippi,2.1,68,USD
4/30/24,Iowa,2.5,96,USD
4/30/24,North Carolina,23.4,733,USD
4/30/24,Vermont,0.37,22,USD
4/30/24,Florida,70.76,2089,USD
4/30/24,Arizona,16.02,514,USD
4/30/24,Maine,1.04,53,USD
4/30/24,Louisiana,7.45,182,USD
4/30/24,Oregon,7.21,256,USD
4/30/24,Idaho,2.01,70,USD
4/30/24,Michigan,14.75,512,USD
4/30/24,New Mexico,2.25,85,USD
4/30/24,Hawaii,4.45,125,USD
4/30/24,Georgia,32.72,942,USD
4/30/24,Unknown,87.92,2243,USD
4/30/24,District of Columbia,4.81,196,USD
4/30/24,California,118.12,3938,USD
4/30/24,Connecticut,10.42,334,USD
4/30/24,Arkansas,2.38,101,USD
4/30/24,New Jersey,30.56,1019,USD
4/30/24,Maryland,18.07,621,USD
4/30/24,Virginia,17.85,660,USD
4/30/24,Kentucky,3,135,USD
4/30/24,Wyoming,0.51,16,USD
4/30/24,Nevada,8.22,272,USD
4/30/24,Washington,17.5,644,USD
4/30/24,Missouri,9,271,USD
4/30/24,North Dakota,1.02,30,USD
4/30/24,Wisconsin,5.41,226,USD
4/30/24,Massachusetts,13.61,589,USD
4/30/24,Indiana,11.88,238,USD
4/30/24,Kuala Lumpur,0.01,1,USD
4/29/24,Pennsylvania,4.61,168,USD
4/29/24,New Mexico,1.39,30,USD
4/29/24,Nevada,3.88,89,USD
4/29/24,California,42.22,1024,USD
4/29/24,Florida,26.34,657,USD
4/29/24,Arizona,4.08,133,USD
4/29/24,Ohio,6.54,141,USD
4/29/24,Alabama,1.45,51,USD
4/29/24,South Dakota,0.33,9,USD
4/29/24,North Carolina,10.12,231,USD
4/29/24,Indiana,2.55,62,USD
4/29/24,Wisconsin,2,69,USD
4/29/24,New Jersey,12.84,280,USD
4/29/24,Georgia,12.3,260,USD
4/29/24,Unknown,30.4,683,USD
4/29/24,Missouri,5.73,90,USD
4/29/24,Washington,4.92,192,USD
4/29/24,Nebraska,0.44,20,USD
4/29/24,Connecticut,2.91,83,USD
4/29/24,Hawaii,1.01,30,USD
4/29/24,Kansas,1.22,34,USD
4/29/24,North Dakota,0.43,13,USD
4/29/24,New Hampshire,0.66,26,USD
4/29/24,Virginia,7.82,201,USD
4/29/24,Mississippi,1.75,23,USD
4/29/24,Oklahoma,2.93,42,USD
4/29/24,Maryland,6.79,165,USD
4/29/24,Louisiana,3.04,49,USD
4/29/24,Iowa,0.86,34,USD
4/29/24,New York,23.55,716,USD
4/29/24,Illinois,11.62,290,USD
4/29/24,Texas,22.76,588,USD
4/29/24,Montana,1.58,8,USD
4/29/24,Minnesota,3.37,114,USD
4/29/24,Kentucky,1.28,38,USD
4/29/24,Colorado,3.27,131,USD
4/29/24,Vermont,0.04,2,USD
4/29/24,Delaware,1.16,32,USD
4/29/24,Maine,0.38,9,USD
4/29/24,West Virginia,1.96,13,USD
4/29/24,South Carolina,2.51,86,USD
4/29/24,Rhode Island,0.65,23,USD
4/29/24,Idaho,0.49,14,USD
4/29/24,Alaska,0.27,10,USD
4/29/24,Massachusetts,3.98,155,USD
4/29/24,Arkansas,1.57,27,USD
4/29/24,Oregon,3.22,70,USD
4/29/24,Tennessee,3.17,86,USD
4/29/24,District of Columbia,0.94,45,USD
4/29/24,Michigan,5,145,USD
4/29/24,Utah,1.78,54,USD
4/29/24,Wyoming,0.1,6,USD
4/28/24,Wisconsin,4.13,94,USD
4/28/24,Virginia,14.5,281,USD
4/28/24,Florida,53.19,945,USD
4/28/24,California,93.73,1853,USD
4/28/24,Hawaii,3.3,69,USD
4/28/24,Oklahoma,3.68,67,USD
4/28/24,Missouri,7.82,140,USD
4/28/24,South Carolina,6.92,126,USD
4/28/24,Massachusetts,10.37,229,USD
4/28/24,Tennessee,5.4,116,USD
4/28/24,New Jersey,21.2,390,USD
4/28/24,Montana,0.52,18,USD
4/28/24,Illinois,23.33,408,USD
4/28/24,Indiana,7.54,112,USD
4/28/24,Kansas,1.17,49,USD
4/28/24,Connecticut,5.29,119,USD
4/28/24,Georgia,23.95,381,USD
4/28/24,Unknown,65.39,966,USD
4/28/24,Michigan,12.58,244,USD
4/28/24,North Carolina,21.64,345,USD
4/28/24,Nevada,5.09,122,USD
4/28/24,Alabama,4.88,81,USD
4/28/24,Kentucky,1.68,61,USD
4/28/24,Minnesota,4.9,125,USD
4/28/24,Texas,49.16,854,USD
4/28/24,Idaho,0.92,47,USD
4/28/24,Louisiana,6.18,101,USD
4/28/24,Delaware,1.02,27,USD
4/28/24,Arizona,9.73,247,USD
4/28/24,Colorado,10.68,209,USD
4/28/24,Ohio,13.06,220,USD
4/28/24,Maryland,10.98,220,USD
4/28/24,New York,51.76,979,USD
4/28/24,New Mexico,3.09,40,USD
4/28/24,Arkansas,1.67,49,USD
4/28/24,Mississippi,0.91,28,USD
4/28/24,Utah,7.21,125,USD
4/28/24,Vermont,0.17,11,USD
4/28/24,Nebraska,1.49,39,USD
4/28/24,New Hampshire,1.16,29,USD
4/28/24,Pennsylvania,17.7,270,USD
4/28/24,Washington,15.72,297,USD
4/28/24,Rhode Island,1.38,22,USD
4/28/24,Oregon,5.5,124,USD
4/28/24,District of Columbia,3.02,73,USD
4/28/24,North Dakota,4.94,19,USD
4/28/24,Maine,1.41,26,USD
4/28/24,Wyoming,0.97,2,USD
4/28/24,South Dakota,0.14,12,USD
4/28/24,Alaska,1.12,14,USD
4/28/24,West Virginia,0.81,22,USD
4/28/24,Iowa,0.96,41,USD
4/27/24,Washington,20.73,797,USD
4/27/24,Maryland,18.14,599,USD
4/27/24,Missouri,6.95,295,USD
4/27/24,South Carolina,6.95,294,USD
4/27/24,Pennsylvania,18.67,728,USD
4/27/24,Illinois,25.02,990,USD
4/27/24,Montana,1.42,33,USD
4/27/24,Massachusetts,16.23,666,USD
4/27/24,New Jersey,31.2,1059,USD
4/27/24,District of Columbia,4.37,225,USD
4/27/24,Delaware,2.76,82,USD
4/27/24,West Virginia,0.92,33,USD
4/27/24,Indiana,8.5,250,USD
4/27/24,North Carolina,21.96,768,USD
4/27/24,Tennessee,8.32,359,USD
4/27/24,Virginia,19.28,713,USD
4/27/24,Georgia,28.4,890,USD
4/27/24,New Hampshire,1.89,92,USD
