By Day,Subregion,Cost,Impressions,Currency
3/20/25,Virginia,53.06,2204,USD
3/20/25,Montana,6.75,231,USD
3/20/25,Michigan,42.87,1696,USD
3/20/25,Illinois,77.01,2976,USD
3/20/25,Unknown,386.32,13627,USD
3/20/25,Colorado,43.43,1861,USD
3/20/25,District of Columbia,5.35,254,USD
3/20/25,South Dakota,3.6,140,USD
3/20/25,Maine,5.14,245,USD
3/20/25,Maryland,45.21,1477,USD
3/20/25,Connecticut,25.53,1020,USD
3/20/25,Utah,29.38,1122,USD
3/20/25,Alaska,4.99,179,USD
3/20/25,New Mexico,10.88,358,USD
3/20/25,Delaware,8.31,225,USD
3/20/25,Georgia,77.9,2661,USD
3/20/25,Oklahoma,14.1,538,USD
3/20/25,Iowa,9.31,382,USD
3/20/25,Washington,63.88,2349,USD
3/20/25,Nevada,28.74,1059,USD
3/20/25,Wisconsin,24.46,941,USD
3/20/25,Ohio,56.19,2041,USD
3/20/25,Florida,193.93,6907,USD
3/20/25,New Jersey,73.52,2588,USD
3/20/25,Idaho,11.55,444,USD
3/20/25,West Virginia,6.82,191,USD
3/20/25,South Carolina,27.97,1049,USD
3/20/25,Pennsylvania,56.2,2192,USD
3/20/25,New Hampshire,10.57,372,USD
3/20/25,North Carolina,52.29,2120,USD
3/20/25,Vermont,3.17,107,USD
3/20/25,Oregon,29.49,1044,USD
3/20/25,Louisiana,15.85,666,USD
3/20/25,Minnesota,28.02,1239,USD
3/20/25,Rhode Island,7.93,282,USD
3/20/25,California,343.13,12626,USD
3/20/25,Indiana,24.92,969,USD
3/20/25,Kansas,9.4,432,USD
3/20/25,Texas,202.93,7250,USD
3/20/25,North Dakota,4.54,182,USD
3/20/25,Arkansas,11.71,357,USD
3/20/25,Nebraska,10.86,322,USD
3/20/25,Wyoming,2.7,130,USD
3/20/25,Hawaii,9.2,395,USD
3/20/25,New York,126.44,4987,USD
3/20/25,Arizona,64.78,2081,USD
3/20/25,Missouri,25.95,845,USD
3/20/25,Tennessee,29.45,1187,USD
3/20/25,Massachusetts,49.43,1941,USD
3/20/25,Alabama,16.42,610,USD
3/20/25,Mississippi,6.5,279,USD
3/20/25,Kentucky,12.19,579,USD
3/19/25,New Mexico,9.81,742,USD
3/19/25,Washington,60.41,4490,USD
3/19/25,Wyoming,2.61,235,USD
3/19/25,Hawaii,11.3,741,USD
3/19/25,Ohio,54.9,4653,USD
3/19/25,California,381.06,24709,USD
3/19/25,Pennsylvania,60.84,5091,USD
3/19/25,Texas,241.91,17933,USD
3/19/25,Florida,241.29,16024,USD
3/19/25,Michigan,50.28,3979,USD
3/19/25,Tennessee,34.13,3096,USD
3/19/25,Idaho,9.81,815,USD
3/19/25,Indiana,34.56,2529,USD
3/19/25,Wisconsin,26.22,2199,USD
3/19/25,Vermont,2.67,271,USD
3/19/25,Kentucky,16.03,1476,USD
3/19/25,North Dakota,4.55,340,USD
3/19/25,Alabama,17.09,1483,USD
3/19/25,Connecticut,24.02,2178,USD
3/19/25,Nebraska,11.84,972,USD
3/19/25,South Carolina,31.66,2688,USD
3/19/25,Oklahoma,17.09,1330,USD
3/19/25,Illinois,94.13,7161,USD
3/19/25,New Jersey,81.25,5675,USD
3/19/25,New Hampshire,9.29,759,USD
3/19/25,Mississippi,10.35,762,USD
3/19/25,Unknown,381.79,21145,USD
3/19/25,Rhode Island,6.91,606,USD
3/19/25,Minnesota,32.04,2919,USD
3/19/25,Iowa,12.66,1197,USD
3/19/25,Kansas,10.82,1169,USD
3/19/25,Maryland,46.07,3011,USD
3/19/25,New York,158.55,12689,USD
3/19/25,North Carolina,61.53,5349,USD
3/19/25,Georgia,82.57,5983,USD
3/19/25,West Virginia,5.9,408,USD
3/19/25,Maine,7.13,537,USD
3/19/25,Missouri,30.19,2233,USD
3/19/25,Virginia,60.91,4878,USD
3/19/25,Arkansas,10.25,883,USD
3/19/25,Arizona,62.69,4168,USD
3/19/25,South Dakota,2.18,332,USD
3/19/25,Colorado,59.69,4361,USD
3/19/25,Oregon,26.32,1899,USD
3/19/25,Montana,8.05,494,USD
3/19/25,Utah,33.87,2526,USD
3/19/25,Alaska,4.54,293,USD
3/19/25,Delaware,6.88,411,USD
3/19/25,Nevada,34.47,2015,USD
3/19/25,District of Columbia,10.28,936,USD
3/19/25,Massachusetts,51.79,4495,USD
3/19/25,Louisiana,19.86,1643,USD
3/18/25,Wyoming,2.15,63,USD
3/18/25,Wisconsin,19.1,655,USD
3/18/25,Massachusetts,40.55,1292,USD
3/18/25,Louisiana,13.39,542,USD
3/18/25,Mississippi,5.88,243,USD
3/18/25,Maryland,38.5,1047,USD
3/18/25,Unknown,394.26,12256,USD
3/18/25,Tennessee,24.17,867,USD
3/18/25,Ohio,32.44,1306,USD
3/18/25,North Carolina,43.98,1560,USD
3/18/25,New Jersey,66.6,1941,USD
3/18/25,Texas,194.9,6407,USD
3/18/25,Minnesota,22.73,969,USD
3/18/25,New York,113.7,3599,USD
3/18/25,Virginia,47.22,1545,USD
3/18/25,Florida,192.73,5787,USD
3/18/25,Nevada,27.53,876,USD
3/18/25,Arizona,51.96,1763,USD
3/18/25,Kansas,7.98,348,USD
3/18/25,Missouri,28.18,765,USD
3/18/25,Oklahoma,8.99,375,USD
3/18/25,Washington,47.21,1595,USD
3/18/25,California,299.76,9759,USD
3/18/25,Kentucky,12.67,408,USD
3/18/25,South Dakota,1.54,100,USD
3/18/25,Illinois,68.17,2343,USD
3/18/25,Pennsylvania,40.35,1431,USD
3/18/25,Delaware,6.83,157,USD
3/18/25,Indiana,23.14,659,USD
3/18/25,Iowa,6.71,257,USD
3/18/25,Rhode Island,5.42,203,USD
3/18/25,Arkansas,7.19,318,USD
3/18/25,Georgia,72.73,2029,USD
3/18/25,Idaho,5.96,275,USD
3/18/25,North Dakota,2.81,98,USD
3/18/25,Utah,24.51,903,USD
3/18/25,Colorado,40.55,1552,USD
3/18/25,Alabama,17.08,481,USD
3/18/25,New Mexico,9.44,353,USD
3/18/25,Michigan,37.62,1246,USD
3/18/25,District of Columbia,6.3,305,USD
3/18/25,Alaska,1.93,98,USD
3/18/25,West Virginia,3.15,105,USD
3/18/25,Montana,3.97,149,USD
3/18/25,Hawaii,10.47,307,USD
3/18/25,Nebraska,7.62,268,USD
3/18/25,Maine,3.56,165,USD
3/18/25,South Carolina,23.55,814,USD
3/18/25,Connecticut,20.11,693,USD
3/18/25,New Hampshire,6.3,229,USD
3/18/25,Oregon,19.29,786,USD
3/18/25,Vermont,2.05,66,USD
3/17/25,Pennsylvania,31.54,1101,USD
3/17/25,North Carolina,30.71,1128,USD
3/17/25,Hawaii,7.06,216,USD
3/17/25,Virginia,27.33,1113,USD
3/17/25,Maine,2.68,107,USD
3/17/25,Michigan,24.76,953,USD
3/17/25,Montana,2.02,117,USD
3/17/25,Connecticut,12.46,517,USD
3/17/25,Georgia,42.16,1263,USD
3/17/25,Washington,34.43,1372,USD
3/17/25,Florida,116.94,3526,USD
3/17/25,Idaho,5.43,227,USD
3/17/25,Delaware,3.85,115,USD
3/17/25,Maryland,31.28,863,USD
3/17/25,Nebraska,6.34,214,USD
3/17/25,Arkansas,5.05,234,USD
3/17/25,Louisiana,8.31,342,USD
3/17/25,Minnesota,13.62,719,USD
3/17/25,Missouri,15.2,525,USD
3/17/25,Indiana,16.46,471,USD
3/17/25,Rhode Island,2.38,125,USD
3/17/25,Colorado,28.87,1223,USD
3/17/25,Kentucky,6.66,302,USD
3/17/25,Utah,18.4,647,USD
3/17/25,California,193.3,6797,USD
3/17/25,New York,78.8,2523,USD
3/17/25,Iowa,3.2,206,USD
3/17/25,Unknown,273.28,9816,USD
3/17/25,North Dakota,1.38,79,USD
3/17/25,Tennessee,15.39,623,USD
3/17/25,Nevada,15.34,596,USD
3/17/25,New Hampshire,6.45,189,USD
3/17/25,South Carolina,14.76,532,USD
3/17/25,Vermont,2.7,44,USD
3/17/25,District of Columbia,5.42,194,USD
3/17/25,Oklahoma,5.65,260,USD
3/17/25,Mississippi,4.33,160,USD
3/17/25,West Virginia,2.8,105,USD
3/17/25,Illinois,47.57,1652,USD
3/17/25,Texas,122.41,4100,USD
3/17/25,Ohio,25.38,994,USD
3/17/25,Arizona,29.29,1149,USD
3/17/25,New Jersey,45.55,1302,USD
3/17/25,Oregon,14.13,646,USD
3/17/25,Alabama,7.6,293,USD
3/17/25,Wyoming,1.22,46,USD
3/17/25,Kansas,6.81,278,USD
3/17/25,Wisconsin,15.15,574,USD
3/17/25,South Dakota,1.36,73,USD
3/17/25,Massachusetts,22.99,967,USD
3/17/25,New Mexico,10.33,259,USD
3/17/25,Alaska,2.65,76,USD
3/16/25,New Hampshire,6.62,153,USD
3/16/25,North Dakota,1.02,51,USD
3/16/25,Wyoming,2.78,64,USD
3/16/25,Texas,143.94,4087,USD
3/16/25,Maine,3.35,86,USD
3/16/25,New York,99.03,3117,USD
3/16/25,Minnesota,20.7,726,USD
3/16/25,Tennessee,20.02,645,USD
3/16/25,Nebraska,9.47,195,USD
3/16/25,Nevada,16.53,583,USD
3/16/25,Louisiana,11.76,395,USD
3/16/25,Arizona,38.72,1095,USD
3/16/25,Virginia,40.82,1269,USD
3/16/25,Wisconsin,16.21,545,USD
3/16/25,Unknown,301.54,9356,USD
3/16/25,New Jersey,63.75,1671,USD
3/16/25,Delaware,4.23,117,USD
3/16/25,Alaska,1.84,81,USD
3/16/25,California,243.34,7541,USD
3/16/25,Montana,3.28,107,USD
3/16/25,North Carolina,38.82,1211,USD
3/16/25,Missouri,17.91,477,USD
3/16/25,Florida,157.87,4346,USD
3/16/25,Connecticut,13.09,497,USD
3/16/25,Washington,39.63,1322,USD
3/16/25,New Mexico,10.23,256,USD
3/16/25,Kansas,7.03,262,USD
3/16/25,South Carolina,22.67,708,USD
3/16/25,District of Columbia,5.91,175,USD
3/16/25,Georgia,51.35,1469,USD
3/16/25,Iowa,6,167,USD
3/16/25,Oregon,15.8,553,USD
3/16/25,Maryland,35.34,1005,USD
3/16/25,Illinois,60.32,1766,USD
3/16/25,Arkansas,6.79,195,USD
3/16/25,Hawaii,9.26,240,USD
3/16/25,Indiana,12.85,461,USD
3/16/25,Ohio,36.21,1029,USD
3/16/25,West Virginia,2.98,99,USD
3/16/25,Colorado,34.82,1082,USD
3/16/25,Idaho,3.76,190,USD
3/16/25,Mississippi,6.25,203,USD
3/16/25,Pennsylvania,40.43,1216,USD
3/16/25,Oklahoma,10.03,287,USD
3/16/25,Vermont,1.59,29,USD
3/16/25,Kentucky,7.92,308,USD
3/16/25,South Dakota,1.75,72,USD
3/16/25,Massachusetts,28.24,961,USD
3/16/25,Utah,16.56,544,USD
3/16/25,Alabama,13.68,318,USD
3/16/25,Michigan,33.02,999,USD
3/16/25,Rhode Island,2.73,139,USD
3/15/25,Nevada,23.26,762,USD
3/15/25,Michigan,35.04,1229,USD
3/15/25,South Carolina,18.49,626,USD
3/15/25,Massachusetts,30.03,1179,USD
3/15/25,Utah,16.92,690,USD
3/15/25,Maryland,40.37,1168,USD
3/15/25,Unknown,276.95,10986,USD
3/15/25,New York,104.87,3716,USD
3/15/25,Oklahoma,7.93,379,USD
3/15/25,Kansas,6.95,312,USD
3/15/25,Connecticut,18,683,USD
3/15/25,Virginia,41.3,1583,USD
3/15/25,Delaware,7.81,168,USD
3/15/25,Wyoming,1.59,71,USD
3/15/25,Illinois,61.15,2104,USD
3/15/25,Indiana,20.84,646,USD
3/15/25,Georgia,57.28,2008,USD
3/15/25,Missouri,20.45,632,USD
3/15/25,Maine,2.3,140,USD
3/15/25,Kentucky,9.02,413,USD
3/15/25,Tennessee,23.77,938,USD
3/15/25,Hawaii,8.72,304,USD
3/15/25,New Jersey,55.11,1869,USD
3/15/25,Idaho,7.01,280,USD
3/15/25,Minnesota,23.89,954,USD
3/15/25,Mississippi,4.58,230,USD
3/15/25,North Carolina,41.88,1434,USD
3/15/25,Louisiana,11.37,537,USD
3/15/25,Alabama,10.36,481,USD
3/15/25,Ohio,32.09,1354,USD
3/15/25,California,262.91,9373,USD
3/15/25,New Hampshire,5.11,189,USD
3/15/25,North Dakota,1.35,80,USD
3/15/25,Iowa,4.48,270,USD
3/15/25,Arkansas,5.81,270,USD
3/15/25,New Mexico,7.59,276,USD
3/15/25,Washington,44.29,1672,USD
3/15/25,Arizona,40.74,1354,USD
3/15/25,Nebraska,9.33,280,USD
3/15/25,Oregon,19.79,709,USD
3/15/25,Wisconsin,15.91,634,USD
3/15/25,Florida,160.66,5335,USD
3/15/25,Pennsylvania,44.45,1477,USD
3/15/25,Montana,4.03,122,USD
3/15/25,Texas,150.62,5387,USD
3/15/25,Colorado,37.35,1371,USD
3/15/25,Alaska,2.21,101,USD
3/15/25,South Dakota,1.22,83,USD
3/15/25,District of Columbia,6.62,245,USD
3/15/25,Vermont,1.21,65,USD
3/15/25,Rhode Island,2.65,172,USD
3/15/25,West Virginia,3.7,102,USD
3/14/25,Nebraska,6.31,415,USD
3/14/25,Illinois,58.31,3610,USD
3/14/25,Maine,4.72,263,USD
3/14/25,Arizona,36.56,1996,USD
3/14/25,Maryland,39.63,1944,USD
3/14/25,Minnesota,21.19,1509,USD
3/14/25,New York,113.21,7315,USD
3/14/25,Alabama,9.18,647,USD
3/14/25,Kentucky,9.06,651,USD
3/14/25,Nevada,22.59,1201,USD
3/14/25,Louisiana,15.34,885,USD
3/14/25,California,285.92,16961,USD
3/14/25,Tennessee,21.13,1398,USD
3/14/25,Rhode Island,4.19,316,USD
3/14/25,Arkansas,7.49,455,USD
3/14/25,Hawaii,8.44,541,USD
3/14/25,South Carolina,21.46,1114,USD
3/14/25,Iowa,4,396,USD
3/14/25,Michigan,35.92,2021,USD
3/14/25,North Carolina,35.93,2373,USD
3/14/25,Idaho,8.67,384,USD
3/14/25,Ohio,41.85,2142,USD
3/14/25,Indiana,20.12,1009,USD
3/14/25,Virginia,41.65,2648,USD
3/14/25,Utah,20.04,1229,USD
3/14/25,Oklahoma,7.89,562,USD
3/14/25,Georgia,59.24,3046,USD
3/14/25,West Virginia,3.25,143,USD
3/14/25,District of Columbia,8.55,490,USD
3/14/25,Florida,164.58,9219,USD
3/14/25,Mississippi,6.46,368,USD
3/14/25,Colorado,38.71,2229,USD
3/14/25,Texas,154.23,9131,USD
3/14/25,Montana,2.55,204,USD
3/14/25,Pennsylvania,36.84,2398,USD
3/14/25,Delaware,4.05,211,USD
3/14/25,Alaska,2.46,150,USD
3/14/25,New Mexico,7.04,379,USD
3/14/25,Oregon,19.44,1072,USD
3/14/25,Unknown,265.47,16184,USD
3/14/25,New Jersey,60.95,3319,USD
3/14/25,New Hampshire,5.54,332,USD
3/14/25,North Dakota,1.54,139,USD
3/14/25,Massachusetts,31.89,2104,USD
3/14/25,Washington,44.64,2681,USD
3/14/25,Wyoming,0.95,103,USD
3/14/25,Missouri,19.37,1058,USD
3/14/25,Vermont,1.16,75,USD
3/14/25,Kansas,9.12,575,USD
3/14/25,South Dakota,1.44,139,USD
3/14/25,Connecticut,16.92,1163,USD
3/14/25,Wisconsin,18.3,1063,USD
3/13/25,South Dakota,1.35,123,USD
3/13/25,Colorado,39.1,2354,USD
3/13/25,Alabama,12.85,780,USD
3/13/25,New Jersey,58.24,3497,USD
3/13/25,Arizona,34.15,2094,USD
3/13/25,Vermont,2.1,97,USD
3/13/25,South Carolina,17.68,1280,USD
3/13/25,North Dakota,1.76,148,USD
3/13/25,Arkansas,8.37,479,USD
3/13/25,Washington,47.28,2783,USD
3/13/25,District of Columbia,7.15,517,USD
3/13/25,Montana,3.87,184,USD
3/13/25,Virginia,42.94,2866,USD
3/13/25,Hawaii,8.62,563,USD
3/13/25,California,273.88,17342,USD
3/13/25,New York,125.98,8059,USD
3/13/25,Iowa,3.76,372,USD
3/13/25,Unknown,304.53,18755,USD
3/13/25,Nevada,19.13,1193,USD
3/13/25,Louisiana,13.98,957,USD
3/13/25,Tennessee,23.43,1555,USD
3/13/25,Georgia,67.35,3885,USD
3/13/25,Texas,154.22,9921,USD
3/13/25,Indiana,18.75,1046,USD
3/13/25,Rhode Island,3.78,318,USD
3/13/25,Nebraska,6.12,326,USD
3/13/25,Wisconsin,12.24,1032,USD
3/13/25,Connecticut,18.78,1242,USD
3/13/25,Florida,169.25,10643,USD
3/13/25,Idaho,6.78,360,USD
3/13/25,Michigan,34.11,2068,USD
3/13/25,Massachusetts,32.06,2261,USD
3/13/25,New Hampshire,6.82,321,USD
3/13/25,Delaware,7.54,245,USD
3/13/25,Alaska,2.29,164,USD
3/13/25,Illinois,59.48,3730,USD
3/13/25,Utah,17.73,1168,USD
3/13/25,West Virginia,4.39,149,USD
3/13/25,Oklahoma,8.14,553,USD
3/13/25,Maryland,41.61,2095,USD
3/13/25,Maine,2.92,251,USD
3/13/25,Mississippi,6.53,405,USD
3/13/25,Ohio,41.84,2168,USD
3/13/25,Pennsylvania,36.1,2425,USD
3/13/25,Minnesota,20.92,1494,USD
3/13/25,Missouri,18.34,1046,USD
3/13/25,Kansas,7.09,554,USD
3/13/25,New Mexico,6.47,364,USD
3/13/25,North Carolina,40.15,2637,USD
3/13/25,Oregon,15.37,1002,USD
3/13/25,Kentucky,10.23,674,USD
3/13/25,Wyoming,1.72,122,USD
3/12/25,Arizona,26.88,1702,USD
3/12/25,North Carolina,35.28,2380,USD
3/12/25,Illinois,50.61,3464,USD
3/12/25,New Mexico,5.33,296,USD
3/12/25,Arkansas,6.27,415,USD
3/12/25,Texas,137.91,8911,USD
3/12/25,Iowa,4.07,339,USD
3/12/25,Florida,154.84,10324,USD
3/12/25,Minnesota,20.43,1354,USD
3/12/25,Tennessee,17.76,1482,USD
3/12/25,Wisconsin,10.56,778,USD
3/12/25,Indiana,16.05,907,USD
3/12/25,Pennsylvania,35.54,2229,USD
3/12/25,Hawaii,5.49,459,USD
3/12/25,West Virginia,6.2,181,USD
3/12/25,Oklahoma,7.04,524,USD
3/12/25,California,215.32,14103,USD
3/12/25,South Dakota,2.89,112,USD
3/12/25,Maryland,34.67,1784,USD
3/12/25,South Carolina,17.13,1224,USD
3/12/25,Nevada,17.58,1049,USD
3/12/25,Delaware,5.62,227,USD
3/12/25,Alaska,0.98,89,USD
3/12/25,Oregon,14.16,853,USD
3/12/25,Rhode Island,5.15,309,USD
3/12/25,Colorado,30.27,2125,USD
3/12/25,District of Columbia,6.42,430,USD
3/12/25,Alabama,11.59,745,USD
3/12/25,Connecticut,14.27,1165,USD
3/12/25,Massachusetts,27.42,2093,USD
3/12/25,Ohio,31.44,1974,USD
3/12/25,Mississippi,7.51,435,USD
3/12/25,Louisiana,11.95,850,USD
3/12/25,Utah,15.93,1011,USD
3/12/25,North Dakota,1.25,105,USD
3/12/25,Georgia,59.67,3495,USD
3/12/25,New York,107.62,8235,USD
3/12/25,Montana,2.52,176,USD
3/12/25,New Jersey,53.13,3310,USD
3/12/25,Virginia,36.61,2532,USD
3/12/25,Wyoming,0.8,87,USD
3/12/25,Kansas,6.14,493,USD
3/12/25,Washington,32.97,2129,USD
3/12/25,Idaho,6.19,320,USD
3/12/25,Michigan,27.58,1769,USD
3/12/25,Nebraska,5.49,335,USD
3/12/25,Unknown,287.66,17320,USD
3/12/25,Missouri,12.7,866,USD
3/12/25,Kentucky,9.31,639,USD
3/12/25,Maine,2.48,254,USD
3/12/25,Vermont,1.5,72,USD
3/12/25,New Hampshire,4.52,275,USD
3/11/25,West Virginia,4.6,61,USD
3/11/25,Maryland,38.29,796,USD
3/11/25,Hawaii,6.33,191,USD
3/11/25,New York,113.25,2535,USD
3/11/25,Oklahoma,7.35,231,USD
3/11/25,Massachusetts,30.3,768,USD
3/11/25,Pennsylvania,33.65,853,USD
3/11/25,New Mexico,5.58,146,USD
3/11/25,Louisiana,13.94,346,USD
3/11/25,Georgia,67.68,1464,USD
3/11/25,Rhode Island,4.94,144,USD
3/11/25,Washington,33.97,930,USD
3/11/25,Delaware,7.22,115,USD
3/11/25,Minnesota,16.55,490,USD
3/11/25,Colorado,26.85,787,USD
3/11/25,Idaho,5.22,121,USD
3/11/25,Texas,150.32,3692,USD
3/11/25,Arizona,41.61,786,USD
3/11/25,Indiana,15.44,398,USD
3/11/25,Utah,13.11,383,USD
3/11/25,South Carolina,19.14,466,USD
3/11/25,Iowa,3.56,126,USD
3/11/25,New Jersey,50.6,1163,USD
3/11/25,California,239.54,5884,USD
3/11/25,Michigan,29.16,747,USD
3/11/25,Illinois,48.66,1315,USD
3/11/25,Connecticut,15.81,360,USD
3/11/25,Wyoming,1.22,40,USD
3/11/25,New Hampshire,6.7,125,USD
3/11/25,Nebraska,7.21,149,USD
3/11/25,Unknown,378.57,8986,USD
3/11/25,North Dakota,1.53,55,USD
3/11/25,Maine,4.28,94,USD
3/11/25,Missouri,17.22,385,USD
3/11/25,Kansas,9.22,183,USD
3/11/25,Virginia,39.83,1006,USD
3/11/25,Florida,162.94,3488,USD
3/11/25,Tennessee,19.84,482,USD
3/11/25,Arkansas,8.39,179,USD
3/11/25,Oregon,12.78,377,USD
3/11/25,Nevada,16.82,427,USD
3/11/25,District of Columbia,6.59,134,USD
3/11/25,Wisconsin,12.18,346,USD
3/11/25,Alaska,0.59,39,USD
3/11/25,North Carolina,46.24,924,USD
3/11/25,South Dakota,1.22,39,USD
3/11/25,Alabama,16.12,288,USD
3/11/25,Mississippi,7.92,172,USD
3/11/25,Vermont,1.19,26,USD
3/11/25,Kentucky,10.14,269,USD
3/11/25,Ohio,29.35,733,USD
3/11/25,Montana,2.4,68,USD
3/10/25,Michigan,20.13,769,USD
3/10/25,Idaho,4.12,123,USD
3/10/25,Tennessee,12.74,538,USD
3/10/25,New York,71.6,3009,USD
3/10/25,Nebraska,5.32,139,USD
3/10/25,Utah,13.82,423,USD
3/10/25,Iowa,3.52,147,USD
3/10/25,Rhode Island,3.06,126,USD
3/10/25,Kansas,5.09,230,USD
3/10/25,Georgia,35.04,1480,USD
3/10/25,Unknown,225.11,11125,USD
3/10/25,Minnesota,11.62,556,USD
3/10/25,Wisconsin,6.81,350,USD
3/10/25,Missouri,11.47,365,USD
3/10/25,Illinois,31.23,1419,USD
3/10/25,Florida,95.04,4010,USD
3/10/25,Alaska,0.76,52,USD
3/10/25,Oregon,10.39,365,USD
3/10/25,Virginia,31.34,1106,USD
3/10/25,Wyoming,1.77,35,USD
3/10/25,Oklahoma,6.63,233,USD
3/10/25,Maryland,24.3,846,USD
3/10/25,California,145.59,6058,USD
3/10/25,Alabama,6.56,301,USD
3/10/25,Louisiana,7.16,343,USD
3/10/25,Washington,28.18,1037,USD
3/10/25,Texas,94.01,3733,USD
3/10/25,Maine,1.74,104,USD
3/10/25,Colorado,17.84,879,USD
3/10/25,Arkansas,5.51,170,USD
3/10/25,Mississippi,3.25,159,USD
3/10/25,Indiana,14.76,416,USD
3/10/25,Massachusetts,17.72,889,USD
3/10/25,New Jersey,38.19,1283,USD
3/10/25,North Dakota,0.43,59,USD
3/10/25,Pennsylvania,22.87,869,USD
3/10/25,Kentucky,7.42,285,USD
3/10/25,Arizona,18.14,765,USD
3/10/25,Hawaii,7.24,187,USD
3/10/25,Nevada,8.8,425,USD
3/10/25,Vermont,0.72,37,USD
3/10/25,South Carolina,12.14,555,USD
3/10/25,North Carolina,23.78,1032,USD
3/10/25,New Hampshire,2.78,127,USD
3/10/25,Delaware,5.64,117,USD
3/10/25,Connecticut,10.53,420,USD
3/10/25,New Mexico,4.77,150,USD
3/10/25,Montana,0.88,55,USD
3/10/25,Ohio,19.54,802,USD
3/10/25,West Virginia,0.97,61,USD
3/10/25,District of Columbia,3.02,165,USD
3/10/25,South Dakota,0.69,48,USD
3/9/25,New York,96.88,5026,USD
3/9/25,Connecticut,17.04,843,USD
3/9/25,North Carolina,43.39,1573,USD
3/9/25,Washington,36.37,1611,USD
3/9/25,Ohio,28.19,1223,USD
3/9/25,Vermont,1.26,60,USD
3/9/25,Indiana,12.63,626,USD
3/9/25,Georgia,53.59,2252,USD
3/9/25,Mississippi,7.98,239,USD
3/9/25,Montana,1.6,96,USD
3/9/25,New Mexico,4.45,258,USD
3/9/25,Kentucky,8.61,477,USD
3/9/25,Illinois,51.24,2362,USD
3/9/25,Texas,146.53,6413,USD
3/9/25,Oklahoma,7.68,369,USD
3/9/25,New Hampshire,6.37,242,USD
3/9/25,District of Columbia,3.59,225,USD
3/9/25,Louisiana,15.22,514,USD
3/9/25,Nevada,20.9,859,USD
3/9/25,Colorado,26.9,1490,USD
3/9/25,Alabama,13.24,505,USD
3/9/25,Maine,3.67,161,USD
3/9/25,Michigan,29.63,1301,USD
3/9/25,Massachusetts,27.81,1361,USD
3/9/25,Tennessee,17.11,791,USD
3/9/25,Oregon,12.28,592,USD
3/9/25,Unknown,332.74,15751,USD
3/9/25,Pennsylvania,35.24,1523,USD
3/9/25,Missouri,14.75,638,USD
3/9/25,North Dakota,1.05,96,USD
3/9/25,Rhode Island,4.03,197,USD
3/9/25,Maryland,38.21,1456,USD
3/9/25,Iowa,3.92,255,USD
3/9/25,Utah,14.21,683,USD
3/9/25,Minnesota,16.84,900,USD
3/9/25,Virginia,44.89,1837,USD
3/9/25,New Jersey,48.27,2471,USD
3/9/25,Florida,157.44,6885,USD
3/9/25,South Carolina,18.52,841,USD
3/9/25,Wisconsin,12.32,631,USD
3/9/25,California,209.45,10656,USD
3/9/25,Hawaii,8.76,302,USD
3/9/25,Arkansas,5.82,260,USD
3/9/25,Wyoming,1.07,65,USD
3/9/25,Kansas,8.86,348,USD
3/9/25,South Dakota,0.93,73,USD
3/9/25,Arizona,33.52,1274,USD
3/9/25,Idaho,4.24,236,USD
3/9/25,West Virginia,1.68,123,USD
3/9/25,Alaska,1.47,84,USD
3/9/25,Delaware,4.7,175,USD
3/9/25,Nebraska,4.47,195,USD
3/8/25,Alaska,2.68,134,USD
3/8/25,Pennsylvania,37.35,2450,USD
3/8/25,North Carolina,32.6,2189,USD
3/8/25,Nebraska,9.22,381,USD
3/8/25,Arizona,28.31,1706,USD
3/8/25,Tennessee,17.77,1312,USD
3/8/25,Wisconsin,14.7,971,USD
3/8/25,Massachusetts,27.41,2016,USD
3/8/25,Montana,2.17,188,USD
3/8/25,Ohio,32.04,1959,USD
3/8/25,Unknown,252.87,20968,USD
3/8/25,Louisiana,15.02,776,USD
3/8/25,New Jersey,60.22,3464,USD
3/8/25,Iowa,4.22,392,USD
3/8/25,New Hampshire,4.22,319,USD
3/8/25,Maryland,34.03,1997,USD
3/8/25,Idaho,4.01,320,USD
3/8/25,South Dakota,2.69,127,USD
3/8/25,Oklahoma,6.91,498,USD
3/8/25,Hawaii,9.81,535,USD
3/8/25,Maine,3.5,226,USD
3/8/25,New York,102.66,7554,USD
3/8/25,Colorado,28.07,2294,USD
3/8/25,Georgia,49.37,3197,USD
3/8/25,Michigan,33.05,1796,USD
3/8/25,New Mexico,5.71,387,USD
3/8/25,Virginia,42.11,2492,USD
3/8/25,Kansas,8.41,560,USD
3/8/25,Connecticut,16.32,1160,USD
3/8/25,Illinois,51.54,3534,USD
3/8/25,Nevada,16.34,1173,USD
3/8/25,Vermont,2.25,92,USD
3/8/25,South Carolina,14.91,1090,USD
3/8/25,Missouri,13.92,931,USD
3/8/25,Indiana,14.18,1043,USD
3/8/25,Texas,144.46,8783,USD
3/8/25,California,218.95,14432,USD
3/8/25,Delaware,7.57,281,USD
3/8/25,Arkansas,5.85,369,USD
3/8/25,Utah,16.99,1033,USD
3/8/25,Rhode Island,3.77,256,USD
3/8/25,District of Columbia,4.96,432,USD
3/8/25,Washington,44.03,2639,USD
3/8/25,Minnesota,22.17,1554,USD
3/8/25,Kentucky,10.02,646,USD
3/8/25,North Dakota,0.72,102,USD
3/8/25,Florida,138.55,8889,USD
3/8/25,Mississippi,6.6,368,USD
