sign_date,postal_code,city,households_signed_utc
2/28/2023,78256,San Antonio,1
2/28/2023,80232,Lakewood,1
2/28/2023,91344,Granada Hills,1
2/28/2023,91405,Van Nuys,1
2/28/2023,94945,Novato,1
2/28/2023,97267,Portland,1
2/28/2023,98117,Seattle,1
2/27/2023,06335,Gales Ferry,1
2/27/2023,07028,Glen Ridge,1
2/27/2023,07095,Woodbridge,1
2/27/2023,08092,West Creek,1
2/27/2023,10549,Mount Kisco,1
2/27/2023,11233,Brooklyn,1
2/27/2023,11413,Laurelton,1
2/27/2023,19125,Philadelphia,1
2/27/2023,20120,Centerville,1
2/27/2023,27278,Hillsborough,1
2/27/2023,27613,Raleigh,1
2/27/2023,31088,Warner Robins,1
2/27/2023,33713,Saint Petersburg,1
2/27/2023,34117,Naples,1
2/27/2023,34698,Dunedin,1
2/27/2023,43201,Columbus,1
2/27/2023,60134,Genevia,1
2/27/2023,63021,Ballwin,1
2/27/2023,65336,Knob Noster,1
2/27/2023,78660,Pflugerville,1
2/27/2023,91601,Los Angeles,1
2/27/2023,94541,Heyward,1
2/27/2023,95819,Sacramento,1
2/26/2023,27527,Clayton,1
2/26/2023,98408,Tacoma,1
2/25/2023,02127,Boston,1
2/25/2023,22025,Montclair,1
2/25/2023,60607,Chicago,1
2/25/2023,80205,Denver,1
2/25/2023,84653,Salem,1
2/25/2023,95035,Milpitas,1
2/25/2023,98367,Port Orchard,1
2/24/2023,02186,Milton,1
2/24/2023,02860,Pawtucket,1
2/24/2023,03031,Amherst,1
2/24/2023,10011,New York,1
2/24/2023,10019,New York,1
2/24/2023,10536,Katonah,1
2/24/2023,11104,Sunnyside,1
2/24/2023,11211,Brooklyn,1
2/24/2023,11238,Brooklyn,1
2/24/2023,20010,Washington,1
2/24/2023,22193,Woodbridge,1
2/24/2023,22310,Alexandria,1
2/24/2023,28401,Wilmington,1
2/24/2023,30039,Snellville,1
2/24/2023,30064,Marietta,1
2/24/2023,49777,Presque Isle,1
2/24/2023,50597,West Bend,1
2/24/2023,67235,Wichita,1
2/24/2023,75228,Dallas,1
2/24/2023,75639,Deberry,1
2/24/2023,78721,Austin,1
2/24/2023,90266,Manhattan Beach,1
2/24/2023,92806,Anaheim,1
2/24/2023,94109,San Francisco,1
2/24/2023,95122,San Jose,1
2/24/2023,95662,Orangevale,1
2/23/2023,02861,Pawtucket,1
2/23/2023,07106,Newark,1
2/23/2023,10469,The Bronx,1
2/23/2023,10514,Chappaqua,1
2/23/2023,11050,Port Washington,1
2/23/2023,12788,Woodbourne,1
2/23/2023,20832,Olney,1
2/23/2023,23060,Glen Allen,1
2/23/2023,29909,Bluffton,1
2/23/2023,30533,Dahlonega,1
2/23/2023,33060,Pompano Beach,1
2/23/2023,55045,Lindstrom,1
2/23/2023,56139,Holland,1
2/23/2023,60622,Chicago,1
2/23/2023,76522,Copperas Cove,1
2/23/2023,80232,Lakewood,1
2/23/2023,85641,Vail,1
2/23/2023,90066,Los Angeles,1
2/23/2023,91942,La Mesa,1
2/23/2023,95112,San Jose,1
2/23/2023,98052,Redmond,1
2/23/2023,98403,Tacoma,1
2/22/2023,01867,Reading,1
2/22/2023,06790,Torrington,1
2/22/2023,13073,Groton,1
2/22/2023,15237,Pittsburgh,1
2/22/2023,19018,Aldan,1
2/22/2023,20120,Centreville,1
2/22/2023,23347,Eastville,1
2/22/2023,55407,Minneapolis,1
2/22/2023,60030,Grayslake,1
2/22/2023,60660,Chicago,1
2/22/2023,66049,Lawrence,1
2/22/2023,77802,Bryan,1
2/22/2023,78753,Austin,1
2/22/2023,85747,Tucson,1
2/22/2023,89138,Las Vegas,1
2/22/2023,94087,Sunnyvale,1
2/22/2023,98117,Seattle,1
2/21/2023,02790,Westport,1
2/21/2023,06488,Southberry,1
2/21/2023,07087,Union City,1
2/21/2023,10024,New York,1
2/21/2023,11211,Brooklyn,1
2/21/2023,20882,Gaithersburg,1
2/21/2023,22314,Alexandria,1
2/21/2023,23405,Machipongo,1
2/21/2023,27511,Cary,1
2/21/2023,27703,Durham,1
2/21/2023,55447,Plymouth,1
2/21/2023,60564,Naperville,1
2/21/2023,76210,Corinth,1
2/21/2023,77025,Houston,1
2/21/2023,92101,San Diego,1
2/21/2023,92129,San Diego,1
2/21/2023,98075,Sammamish,1
2/20/2023,11220,Brooklyn,1
2/20/2023,20120,Centreville,1
2/20/2023,27529,Garner,1
2/20/2023,34669,Hudson,1
2/20/2023,72712,Bentonville,1
2/20/2023,84036,Francis,1
2/20/2023,91030,South Pasedena,1
2/19/2023,92503,Riverside,1
2/18/2023,11217,Brooklyn,1
2/18/2023,27804,Rocky Mount,1
2/18/2023,77019,Houston,1
2/18/2023,78216,San Antonio,1
2/18/2023,80003,Arvada,1
2/18/2023,94597,Walnut Creek,1
2/17/2023,01886,Westford,1
2/17/2023,11507,Albertson,1
2/17/2023,15005,Baden,1
2/17/2023,28806,Asheville,1
2/17/2023,30043,Lawrenceville,1
2/17/2023,30907,Martinez,1
2/17/2023,46818,Fort Wayne,1
2/17/2023,48198,Ypsilanti,1
2/17/2023,76247,Justin,1
2/17/2023,80013,Aurora,1
2/17/2023,80122,Centennial,1
2/17/2023,91737,Rancho Cucamonga,1
2/17/2023,95959,Nevada City,1
2/17/2023,96749,Keaau,1
2/17/2023,99577,Eagle River,1
2/16/2023,06074,South Windsor,1
2/16/2023,07036,Linden,1
2/16/2023,08012,Blackwood,1
2/16/2023,08807,Bridgewater Township,1
2/16/2023,10583,Scarsdale,1
2/16/2023,10970,Pomona,1
2/16/2023,11576,Roslyn,1
2/16/2023,13413,New Hartford,1
2/16/2023,22205,Arlington,1
2/16/2023,29687,Taylors,1
2/16/2023,30309,Atlanta,1
2/16/2023,32246,Jacksonville,1
2/16/2023,34653,New Port Richey,1
2/16/2023,37122,Mt Juliet,1
2/16/2023,41051,Independence,1
2/16/2023,44212,Brunswick,1
2/16/2023,53711,Fitchburg,1
2/16/2023,75211,Dallas,1
2/16/2023,80010,Aurora,1
2/16/2023,80031,Westminster,1
2/16/2023,80110,Englewood,1
2/16/2023,90035,Los Angeles,1
2/15/2023,02356,North Easton,1
2/15/2023,03055,Milford,1
2/15/2023,03301,Concord,1
2/15/2023,07660,Ridgefield Park,1
2/15/2023,11211,Brooklyn,2
2/15/2023,19904,Dover,1
2/15/2023,20902,Silver Spring,1
2/15/2023,22655,Stephens City,1
2/15/2023,53089,Sussex,1
2/15/2023,57350,Huron,1
2/15/2023,60102,Algonquin,1
2/15/2023,84720,Cedar City,1
2/15/2023,92833,Fullerton,1
2/15/2023,98844,Oroville,1
2/14/2023,06021,Ellington,1
2/14/2023,11435,Briarwood,1
2/14/2023,21210,Baltimore,1
2/14/2023,22193,Woodbridge,1
2/14/2023,27565,Oxford,1
2/14/2023,27612,Raleigh,1
2/14/2023,30318,Atlanta,1
2/14/2023,38827,Belmont,1
2/14/2023,43551,Perrysburg,1
2/14/2023,44120,Shaker Heights,1
2/14/2023,48328,Waterford,1
2/14/2023,60614,chicago,1
2/14/2023,76086,Weatherford,1
2/14/2023,78723,Austin,1
2/14/2023,78727,Austin,1
2/14/2023,87013,Cuba,1
2/14/2023,89084,North Las Vegas,1
2/14/2023,94513,Brentwood,1
2/14/2023,97006,Beaverton,1
2/14/2023,98275,Mukilteo,1
2/13/2023,02145,Somerville,1
2/13/2023,11040,New Hyde Park,1
2/13/2023,15206,Pittsburgh,1
2/13/2023,16063,Zelienople,1
2/13/2023,16101,New Castle,1
2/13/2023,30517,Braselton,1
2/13/2023,33991,Cape Coral,1
2/13/2023,53711,Fitchburg,1
2/13/2023,76244,Fort Worth,1
2/13/2023,85747,Tucson,1
2/13/2023,89149,Las Vegas,1
2/13/2023,90011,Los Angeles,1
2/13/2023,94085,Sunnyvale,1
2/13/2023,95051,Santa Clara,1
2/13/2023,95336,Manteca,1
2/12/2023,78254,San Antonio,1
2/12/2023,80211,Denver,1
2/12/2023,92154,San Diego,1
2/12/2023,98004,Bellevue,1
2/11/2023,23059,Glen Allen,1
2/11/2023,34232,Sarasota,1
2/11/2023,80026,Lafayette,1
2/11/2023,92105,San Diego,1
2/11/2023,94523,Pleasant Hill,1
2/10/2023,07450,Ridgewood,1
2/10/2023,19047,Langhorne,1
2/10/2023,19530,Kutztown,1
2/10/2023,20147,Ashburn,1
2/10/2023,22206,Arlington,1
2/10/2023,22303,Alexandria,1
2/10/2023,23666,Hampton,1
2/10/2023,30188,Woodstock,1
2/10/2023,31061,Milledgeville,1
2/10/2023,33486,Boca Raton,1
2/10/2023,37130,Murfreesboro,1
2/10/2023,40208,Louisville,1
2/10/2023,48073,Royal Oak,1
2/10/2023,53151,New Berlin,1
2/10/2023,60618,Chicago,1
2/10/2023,63105,Clayton,1
2/10/2023,75078,Prosper,1
2/10/2023,76262,Roanoke,1
2/10/2023,77389,Spring,1
2/10/2023,78108,Cibolo,1
2/10/2023,78109,Converse,1
2/10/2023,78641,Cedar Park,1
2/10/2023,78753,Austin,1
2/10/2023,85641,Vail,1
2/10/2023,94107,San Francisco,1
2/10/2023,94118,San Francisco,1
2/10/2023,94401,San Mateo,1
2/10/2023,96814,Honolulu,1
2/10/2023,97203,Portland,1
2/10/2023,98272,Monroe,1
2/9/2023,02343,Hobart,1
2/9/2023,07853,Long Valley,1
2/9/2023,11215,Brooklyn,1
2/9/2023,11372,Jackson Heights,1
2/9/2023,12901,Plattsburgh,1
2/9/2023,24450,Lexington,1
2/9/2023,27591,Wendell,1
2/9/2023,29505,Florence,1
2/9/2023,30044,Lawrenceville,1
2/9/2023,32539,Crestview,1
2/9/2023,33324,Plantation,1
2/9/2023,37043,Clarksville,1
2/9/2023,37049,Cross Plains,1
2/9/2023,44143,Mayfield Village,1
2/9/2023,48160,Milan,1
2/9/2023,70433,Covington,1
2/9/2023,78260,San Antonio,1
2/9/2023,83706,Boise,1
2/9/2023,92011,Carlsbad,1
2/9/2023,95014,Cupertino,1
2/9/2023,97062,Tualatin,1
2/9/2023,98126,Seattle,1
2/8/2023,12901,Plattsburgh,1
2/8/2023,19145,Philadelphia,1
2/8/2023,19540,Mohnton,1
2/8/2023,22026,Dumfries,1
2/8/2023,32459,Santa Rosa Beach,1
2/8/2023,44224,Stow,1
2/8/2023,53217,Whitefish Bay,1
2/8/2023,60614,Chicago,1
2/8/2023,67235,Wichita,1
2/8/2023,78641,Leander,1
2/8/2023,78701,Austin,1
2/8/2023,84401,West Haven,1
2/8/2023,85365,Yuma,1
2/8/2023,90807,Long Beach,1
2/8/2023,92008,Carlsbad,1
2/8/2023,98112,Seattle,1
2/8/2023,98607,Camas,1
2/8/2023,98685,Vancouver,1
2/8/2023,98813,Bridgeport,1
2/7/2023,,,1
2/7/2023,04989,Vassalboro,1
2/7/2023,08096,West Deptford,1
2/7/2023,11206,Brooklyn,1
2/7/2023,11226,Brooklyn,1
2/7/2023,11234,BK,1
2/7/2023,11364,Queens,1
2/7/2023,20912,Tacoma Park,1
2/7/2023,23517,Norfolk,1
2/7/2023,27604,Raleigh,1
2/7/2023,34202,Bradenton,1
2/7/2023,41093,Wallingford,1
2/7/2023,56214,Belview,1
2/7/2023,60060,Mundelein,1
2/7/2023,68516,Lincoln,1
2/7/2023,98272,Monroe,1
2/6/2023,02770,Rochester,1
2/6/2023,07204,Roselle Park,1
2/6/2023,11238,Brooklyn,1
2/6/2023,15017,Bridgeville,1
2/6/2023,31605,Valdosta,1
2/6/2023,32807,Orlando,1
2/6/2023,33547,Lithia,1
2/6/2023,46163,New Palestine,1
2/6/2023,60601,Chicago,1
2/6/2023,85226,Chandler,1
2/6/2023,95678,Roseville,1
2/5/2023,06605,Bridgeport,1
2/5/2023,07430,Mahwah,1
2/4/2023,07104,Newark,1
2/4/2023,78745,Sunset Valley,1
2/4/2023,87121,Albuquerque,1
2/4/2023,87544,Los Alamos,1
2/4/2023,92069,San Marcos,1
2/3/2023,01778,Wayland,1
2/3/2023,02155,Medford,1
2/3/2023,10455,Bronx,1
2/3/2023,11379,Middle Village,1
2/3/2023,11596,Williston Park,1
2/3/2023,20169,Haymarket,1
2/3/2023,21078,Habere De Grace,1
2/3/2023,21701,Frederick,1
2/3/2023,29469,Pinopolis,1
2/3/2023,33455,Hobesound,1
2/3/2023,33955,Punta Gorda,1
2/3/2023,46322,Highland,1
2/3/2023,60457,Hickory Hills,1
2/3/2023,66206,Leawood,1
2/3/2023,80220,Denver,1
2/3/2023,94588,Pleasanton,1
2/3/2023,94903,San Rafael,1
2/3/2023,97211,Portland,1
2/3/2023,97267,Milwaukie,1
2/2/2023,17340,Littlestown,1
2/2/2023,19341,Exton,1
2/2/2023,20171,Herndon,1
2/2/2023,27705,Durham,1
2/2/2023,28021,Cherryville,1
2/2/2023,30265,Newnan,1
2/2/2023,33023,Miramar,1
2/2/2023,45212,Cincinnati,1
2/2/2023,46220,Indianapolis,1
2/2/2023,55060,Owatonna,1
2/2/2023,60622,Chicago,1
2/2/2023,72713,Bentonville,1
2/2/2023,84020,Draper,1
2/2/2023,87048,Corrales,1
2/2/2023,92626,Costa Mesa,1
2/2/2023,92691,Mission Viejo,1
2/2/2023,95051,Santa Clara,1
2/2/2023,97224,Tigard,1
2/2/2023,97381,Silverton,1
2/1/2023,05602,Berlin,1
2/1/2023,06066,Vernon,1
2/1/2023,07067,Colonia,1
2/1/2023,07960,Morristown,1
2/1/2023,11208,Brooklyn,1
2/1/2023,11222,Bedford,1
2/1/2023,19118,Philadelphia,1
2/1/2023,20706,Lanham,1
2/1/2023,21161,White Hall,1
2/1/2023,33327,Weston,1
2/1/2023,48304,Bloomfield Hills,1
2/1/2023,54650,Onalsaska,1
2/1/2023,55407,Minneapolis,1
2/1/2023,60067,Palatine,1
2/1/2023,60647,Chicago,1
2/1/2023,63141,St Louis,1
2/1/2023,75126,Forney,1
2/1/2023,75287,Dallas,1
2/1/2023,77316,Montgomery,1
2/1/2023,77346,Atascocita,1
2/1/2023,78748,Austin,1
2/1/2023,89403,Dayton,1
2/1/2023,90045,Los Angeles,1
2/1/2023,91784,Upland,1
2/1/2023,92614,Irvine,1
2/1/2023,92648,Huntington Beach,1
2/1/2023,94402,San Mateo,1
2/1/2023,94568,Dublin,1
2/1/2023,95060,Santa Cruz,1
2/1/2023,98257,La Conner,1
1/31/2023,01749,Hudson,1
1/31/2023,01938,Ipswich,1
1/31/2023,06013,Burlington,1
1/31/2023,10950,Monroe,1
1/31/2023,11205,Brooklyn,1
1/31/2023,11211,Brooklyn,1
1/31/2023,11222,Brooklyn,1
1/31/2023,11411,Cambria Heights,1
1/31/2023,12903,Plattsburgh,1
1/31/2023,20708,Laurel,1
1/31/2023,20723,Laurel,1
1/31/2023,20886,Montgomery Village,1
1/31/2023,22304,Alexandria,1
1/31/2023,24503,Lynchburg,1
1/31/2023,27607,Raleigh ,1
1/31/2023,32708,Winter Springs,1
1/31/2023,33614,Tampa,1
1/31/2023,33928,Estero,1
1/31/2023,53703,Madison,1
1/31/2023,55013,Chisago City,1
1/31/2023,55124,Apple Valley,1
1/31/2023,60137,Glen Ellyn,1
1/31/2023,60402,Berwyn,1
1/31/2023,63110,St. Louis,1
1/31/2023,71351,Marksville,1
1/31/2023,73162,Oklahoma City,1
1/31/2023,74701,Durant,1
1/31/2023,75098,Wylie,1
1/31/2023,75472,Point,1
1/31/2023,76226,Northlake,1
1/31/2023,77055,Houston,1
1/31/2023,77494,Katy,1
1/31/2023,78621,Elgin,1
1/31/2023,80221,Denver,1
1/31/2023,80223,Denver,1
1/31/2023,85233,gilbert,1
1/31/2023,85286,Chandler,1
1/31/2023,90019,Los Angeles,1
1/31/2023,92108,San Diego,1
1/31/2023,92260,Palm Desert,1
1/31/2023,93021,Moorpark,1
1/31/2023,94030,Millbrae,1
1/31/2023,94105,San Francisco,1
1/31/2023,94107,San Francisco,1
1/31/2023,94110,San Francisco,1
1/31/2023,94301,Palo Alto,1
1/31/2023,94530,El Cerrito,1
1/31/2023,94560,newark,1
1/31/2023,94597,Walnut Creek,1
1/31/2023,94619,Oakland,1
1/31/2023,95747,Roseville,1
1/31/2023,96816,Honolulu,1
1/31/2023,98075,Sammamish,1
1/31/2023,98947,Tieton,1
1/31/2023,99208,Spokane,1
1/30/2023,04011,Brunswick,1
1/30/2023,06095,Windsor,1
1/30/2023,10530,Hartsdale,1
1/30/2023,11105,Astoria,1
1/30/2023,11217,Brooklyn,1
1/30/2023,17543,Lititz,1
1/30/2023,18947,pipersville,1
1/30/2023,19711,Newark,1
1/30/2023,20877,Gaithersburg,1
1/30/2023,22701,Culpeper,1
1/30/2023,23234,North Chesterfield,1
1/30/2023,24018,Roanoke,1
1/30/2023,27516,Chapel Hill,1
1/30/2023,30076,Roswell,1
1/30/2023,30316,Atlanta,1
1/30/2023,34476,Ocala,1
1/30/2023,34638,Land O' Lakes,1
1/30/2023,34746,Kissimmee,1
1/30/2023,37211,Nashville,1
1/30/2023,43215,Columbus,1
1/30/2023,48178,South Lyon,1
1/30/2023,60657,Chicago,1
1/30/2023,78255,San Antonio,1
1/30/2023,78664,Round Rock,1
1/30/2023,81635,Parachute,1
1/30/2023,90023,Los Angeles,1
1/30/2023,90302,Inglewood,1
1/30/2023,94025,Menlo Park,1
1/30/2023,95037,Morgan Hill,1
1/28/2023,10027,New York,1
1/28/2023,19122,Philadelphia,1
1/28/2023,30008,Marietta,1
1/28/2023,30309,Atlanta,1
1/28/2023,53226,Wauwatosa,1
1/28/2023,70518,Broussard,1
1/28/2023,80015,Aurora,1
1/28/2023,92705,Santa Ana,1
1/27/2023,07090,Westfield,1
1/27/2023,08724,Brick Township,1
1/27/2023,10028,New York City,1
1/27/2023,10992,Washingtonville,1
1/27/2023,11201,Brooklyn,1
1/27/2023,20190,Reston,1
1/27/2023,21224,Baltimore,1
1/27/2023,22203,Arlington,1
1/27/2023,24503,Lynchburg,1
1/27/2023,27701,Durham,1
1/27/2023,29801,Aiken,1
1/27/2023,37209,Nashville,1
1/27/2023,37216,Nashville,1
1/27/2023,48855,Howell,1
1/27/2023,53072,Pewaukee,1
1/27/2023,53202,Milwaukee,1
1/27/2023,53718,Madison,1
1/27/2023,60134,Geneva,1
1/27/2023,60440,Bolingbrook,1
1/27/2023,60657,Chicago,1
1/27/2023,76449,Graford,1
1/27/2023,77479,Sugar Land,1
1/27/2023,78620,dripping springs,1
1/27/2023,87120,Albuquerque,1
1/27/2023,89081,North Las Vegas,1
1/27/2023,92120,San Diego,1
1/27/2023,92129,San Diego,1
1/27/2023,92592,Temecula,1
1/27/2023,92618,Irvine,1
1/27/2023,94560,Newark,1
1/27/2023,95747,Roseville,1
1/27/2023,97007,Beaverton,1
1/27/2023,98109,Seattle,1
1/27/2023,98115,Seattle,1
1/27/2023,98117,Seattle,1
1/27/2023,98146,Seattle,1
1/27/2023,99507,Anchorage,1
1/26/2023,01035,Hadley,1
1/26/2023,11215,Brooklyn,1
1/26/2023,18064,Nazareth,1
1/26/2023,19147,Philadelphia,1
1/26/2023,20010,Washington,1
1/26/2023,20120,Centreville,1
1/26/2023,20871,Clarksburg,1
1/26/2023,30519,Buford,1
1/26/2023,33301,Fort Lauderdale,1
1/26/2023,34953,Port St. Lucie,1
1/26/2023,37779,Luttrell,1
1/26/2023,53024,Grafton,1
1/26/2023,55347,Eden Prairie,1
1/26/2023,60647,Chicago,1
1/26/2023,74955,Sallisaw,1
1/26/2023,78701,Austin,1
1/26/2023,78730,Austin,1
1/26/2023,78757,Austin,1
1/26/2023,85023,Phoenix,1
1/26/2023,89139,Las Vegas,1
1/26/2023,89410,Gardnerville,1
1/26/2023,90802,Long Beach,1
1/26/2023,94002,Belmont,1
1/26/2023,97137,Saint Paul,1
1/26/2023,97212,Portland,1
1/26/2023,98133,Shoreline,1
1/25/2023,10025,New York,1
1/25/2023,11104,Queens,1
1/25/2023,11106,Astoria,1
1/25/2023,20720,Bowie,1
1/25/2023,27502,Apex,1
1/25/2023,29212,Columbia,1
1/25/2023,30004,Milton,1
1/25/2023,35242,Birmingham,1
1/25/2023,55418,Minneapolis,1
1/25/2023,60546,Riverside,1
1/25/2023,75228,Dallas,1
1/25/2023,75230,Dallas,1
1/25/2023,94044,Pacifica,1
1/24/2023,06357,East Lyme,1
1/24/2023,08002,Cherry Hill,1
1/24/2023,08005,Barnegat,1
1/24/2023,10010,New York,1
1/24/2023,10075,New York,1
1/24/2023,15224,Pittsburgh,1
1/24/2023,27106,Winston Salem,1
1/24/2023,37343,Chattanooga,1
1/24/2023,37920,Knoxville,1
1/24/2023,53226,Wauwatosa,1
1/24/2023,55126,Shoreview,1
1/24/2023,55414,Minneapolis,1
1/24/2023,60563,Maperville,1
1/24/2023,77041,Houston,1
1/24/2023,83638,McCall,1
1/24/2023,90028,Los Angeles,1
1/24/2023,91403,Van Nuys,1
1/24/2023,92109,San Diego,1
1/24/2023,94131,San Francisco,1
1/24/2023,94582,San Ramon,1
1/23/2023,06489,Southington,1
1/23/2023,09705,APO,1
1/23/2023,11231,Brooklyn,1
1/23/2023,11238,Brooklyn,1
1/23/2023,17566,Quarryville,1
1/23/2023,20744,Fort Washington,1
1/23/2023,21108,Millersville,1
1/23/2023,44102,Cleveland,1
1/23/2023,48034,Southfield,1
1/23/2023,87110,Albuquerque,1
1/22/2023,01721,Ashland,1
1/22/2023,10069,New York,1
1/22/2023,20005,Washington,1
1/22/2023,95128,San Jose,1
1/21/2023,08540,Princeton,1
1/21/2023,38916,Calhoun City,1
1/21/2023,98011,Bothell,1
1/20/2023,11104,Sunnyside,1
1/20/2023,11109,Queens,1
1/20/2023,23693,Yorktown,1
1/20/2023,28209,Charlotte,1
1/20/2023,28451,Leland,1
1/20/2023,30518,Sugar Hill,1
1/20/2023,33032,Princeton,1
1/20/2023,33426,Boynton Beach,1
1/20/2023,35151,Sylacuga,1
1/20/2023,44139,Solon,1
1/20/2023,46240,Indianapolis,1
1/20/2023,48104,Ann Arbor,1
1/20/2023,55073,Scandia,1
1/20/2023,60532,Lisle,1
1/20/2023,76065,Midlothian,1
1/20/2023,76132,Fort Worth,1
1/20/2023,77494,Katy,1
1/20/2023,85202,Mesa,1
1/20/2023,92025,Escondido,1
1/20/2023,92122,San Diego,1
1/20/2023,93422,Atascadero,1
1/20/2023,95926,Chico,1
1/20/2023,97330,Corvallis,1
1/20/2023,98121,Seattle,1
1/19/2023,01085,Westfield,1
1/19/2023,11372,Jackson Heights,1
1/19/2023,11426,Bellerose,1
1/19/2023,12508,Beacon,1
1/19/2023,17325,Gettysburg,1
1/19/2023,19018,Aldan,1
1/19/2023,19382,West Chester,1
1/19/2023,20695,White Plains,1
1/19/2023,22025,Montclair,1
1/19/2023,30809,Evans,1
1/19/2023,39110,Madison,1
1/19/2023,53597,Waunakee,1
1/19/2023,53714,Madison,1
1/19/2023,68922,Arapahoe,1
1/19/2023,73064,Mustang,1
1/19/2023,74010,Bristow,1
1/19/2023,77006,Houston,1
1/19/2023,77478,Sugar Land,1
1/19/2023,80206,Denver,1
1/19/2023,81623,Carbondale,1
1/19/2023,94566,Pleasanton,1
1/19/2023,94603,Oakland,1
1/19/2023,94607,OAKLAND,1
1/19/2023,94705,Berkeley,1
1/19/2023,94806,San Pablo,1
1/19/2023,95817,Sacramento,1
1/19/2023,98012,Bothell,1
1/18/2023,01740,Bolton,1
1/18/2023,01867,Reading,1
1/18/2023,02465,Newton,1
1/18/2023,07052,West Orange,1
1/18/2023,07302,Jersey City,1
1/18/2023,14425,Farmington,1
1/18/2023,19136,Philadelphia,1
1/18/2023,22102,McLean,1
1/18/2023,22801,Harrisonburg,1
1/18/2023,28205,CHARLOTTE,1
1/18/2023,28209,Charlotte,1
1/18/2023,30052,Loganville,1
1/18/2023,32081,Ponta Vedrea Beach,1
1/18/2023,35811,Huntsville,1
1/18/2023,46217,Indianapolis,1
1/18/2023,53527,Cottage Grove,1
1/18/2023,60137,Glen Ellyn,1
1/18/2023,61103,Rockford,1
1/18/2023,66213,Overland Park,1
1/18/2023,85658,Marana,1
1/18/2023,87507,Santa Fe,1
1/18/2023,89011,Henderson,1
1/18/2023,90035,Los Angeles,1
1/18/2023,90044,Los Angeles,1
1/18/2023,91423,Sherman Oaks,1
1/18/2023,92704,Santa Ana,1
1/18/2023,94533,Fairfield,1
1/18/2023,94608,Emeryville,1
1/17/2023,02130,Boston,1
1/17/2023,02169,Quincy,1
1/17/2023,06002,Bloomfield,1
1/17/2023,10001,New York,1
1/17/2023,10035,New York,1
1/17/2023,11203,Brooklyn,1
1/17/2023,15061,Monaca,1
1/17/2023,25718,Cary,1
1/17/2023,30519,Buford,1
1/17/2023,44136,Strongsville,1
1/17/2023,76244,Fort Worth,1
1/17/2023,80817,Fountain,1
1/17/2023,89169,Las Vegas,1
1/17/2023,92570,Perris,1
1/17/2023,94806,Richmond,1
1/17/2023,95127,San Jose,1
1/17/2023,98312,Bremerton,1
1/16/2023,02554,Nantucket,1
1/16/2023,07860,Newton,1
1/16/2023,10035,New York,1
1/16/2023,11375,Forrest Hills,1
1/16/2023,28097,Locust,1
1/16/2023,40217,Louisville,1
1/16/2023,43123,Grove City,1
1/16/2023,48111,Vanburen Twp,1
1/16/2023,49240,Grasslake,1
1/16/2023,68106,Omaha,1
1/16/2023,85213,Mesa,1
1/16/2023,85296,Gilbert,1
1/16/2023,87025,Jemez Springs,1
1/16/2023,90027,Los Angeles,1
1/16/2023,91701,Racho Cucamunga,1
1/16/2023,94158,San Francisco,1
1/16/2023,95301,Atwater,1
1/16/2023,95757,Upgrove,1
1/15/2023,98444,Puyallup,1
1/14/2023,07302,Jersey City,1
1/14/2023,23662,Poquoson,1
1/14/2023,76227,Aubrey,1
1/14/2023,94124,San Francisco,1
1/14/2023,95758,Elk Grove,1
1/13/2023,03825,Barrington,1
1/13/2023,06614,Stratford,1
1/13/2023,12533,Hopewell Junction,1
1/13/2023,15219,Pittsburgh,1
1/13/2023,21045,Columbia,1
1/13/2023,22026,Dumfries,1
1/13/2023,22102,McLean,1
1/13/2023,23454,Virginia Beach,1
1/13/2023,28079,Indian Trail,1
1/13/2023,33313,Lauderhill,1
1/13/2023,33709,Saint Petersburg,1
1/13/2023,37902,Knoxville,1
1/13/2023,40356,Nicholasville,1
1/13/2023,67219,Park City,1
1/13/2023,77080,Houston,1
1/13/2023,78154,Schertz,1
1/13/2023,78872,La Pryor,1
1/13/2023,85286,Chandler,1
1/13/2023,90094,Los Angeles,1
1/13/2023,91352,Sun Valley,1
1/13/2023,91790,West Covina,1
1/13/2023,92040,Lakeside,1
1/13/2023,92627,Costa Mesa,1
1/13/2023,94085,Sunnyvale,1
1/13/2023,94534,Fairfield,1
1/13/2023,94960,San Anselmo,1
1/13/2023,95648,Lincoln,1
1/12/2023,01740,Bolton,1
1/12/2023,01867,Reading,1
1/12/2023,08641,JB MDL ,1
1/12/2023,11209,Brooklyn,1
1/12/2023,11422,Rosedale,1
1/12/2023,19344,Honey Brook,1
1/12/2023,20024,Washington DC,1
1/12/2023,28205,Charlotte,1
1/12/2023,30102,Acworth,1
1/12/2023,35811,Huntsville,1
1/12/2023,56058,LeSueur,1
1/12/2023,77479,Sugarland,1
1/12/2023,78023,Helotes,1
1/12/2023,78735,Austin,1
1/12/2023,85323,Avondale,1
1/12/2023,94102,San Francisco,1
1/12/2023,94133,San Francisco,1
1/12/2023,94928,Rohnert Park,1
1/12/2023,95829,Sacramento,1
1/12/2023,96819,Honolulu,1
1/12/2023,98028,Kenmore,1
1/11/2023,07506,Hawthorne,1
1/11/2023,10025,New York,1
1/11/2023,11706,Bay Shore,1
1/11/2023,15071,Oakdale,1
1/11/2023,20181,Nokesville,1
1/11/2023,22033,Fairfax,1
1/11/2023,27617,Raliegh,1
1/11/2023,34748,Leesburg,1
1/11/2023,48176,Saline,1
