sign_date,postal_code,city,households_signed_utc
2/18/2025,,,1
2/18/2025,03060,Nashua,1
2/18/2025,06370,Montville,1
2/18/2025,21209,Baltimore,1
2/18/2025,32792,Winter Park,1
2/18/2025,60030,Grayslake,1
2/18/2025,91942,La Mesa,1
2/18/2025,92078,San Marcos,1
2/17/2025,11385,Queens,1
2/17/2025,20902,Silver Spring,1
2/17/2025,30024,Suwanee,1
2/17/2025,33705,St. Petersburg,1
2/17/2025,48101,Allen Park,1
2/17/2025,78613,Cedar Park,1
2/17/2025,94507,Alamo,1
2/17/2025,98004,Bellevue,1
2/15/2025,83703,Boise,1
2/14/2025,,,1
2/14/2025,03062,Nashua,1
2/14/2025,18643,West Pittston,1
2/14/2025,22046,Falls Church,1
2/14/2025,55449,Blaine,1
2/14/2025,78642,Liberty,1
2/14/2025,79707,Midland,1
2/14/2025,85018,Phoenix,1
2/13/2025,,,1
2/13/2025,32779,Longwood,1
2/13/2025,33026,Pembroke Pines,1
2/13/2025,44070,North Olmsted,1
2/13/2025,55446,Plymouth,1
2/13/2025,60647,Chicago,2
2/13/2025,75224,Dallas,1
2/13/2025,76642,Groesbeck ,1
2/13/2025,78748,Austin,1
2/13/2025,80820,Guffey,1
2/13/2025,91607,Valley Village,1
2/12/2025,,,2
2/12/2025,10570,Pleasantville,1
2/12/2025,11040,New Hyde Park,1
2/12/2025,17404,YORK,1
2/12/2025,21108,Millersville,1
2/12/2025,33408,North Palm Beach,1
2/12/2025,43028,Howard,1
2/12/2025,45215,Cincinnati,1
2/12/2025,84041,Layton,1
2/12/2025,90036,Los Angeles,1
2/12/2025,95132,San Jose,1
2/11/2025,,,1
2/11/2025,01749,Hudson,1
2/11/2025,01907,Swampscott,1
2/11/2025,10469,Bronx,1
2/11/2025,11216,Brooklyn,1
2/11/2025,11222,Brooklyn,1
2/11/2025,20155,Gainesville,1
2/11/2025,33076,Parkland,1
2/11/2025,63123,St. Louis,1
2/11/2025,85706,Tucson,1
2/11/2025,92130,San Diego,1
2/11/2025,94610,Piedmont,1
2/11/2025,98102,Seattle,1
2/11/2025,98311,Bremerton,1
2/10/2025,10562,Ossining,1
2/10/2025,21060,Glen Burnie,1
2/10/2025,28277,Charlotte,1
2/10/2025,30315,Atlanta,1
2/10/2025,38804,Tupelo,1
2/10/2025,75071,McKinney,1
2/10/2025,80210,Denver,1
2/10/2025,85338,Goodyear,1
2/10/2025,85718,Tucson,1
2/10/2025,94501,Alameda,1
2/10/2025,94609,Oakland,1
2/10/2025,95742,Rancho Cordova,1
2/10/2025,97217,Portland,1
2/9/2025,,,1
2/9/2025,38017,Collierville,1
2/9/2025,95032,Los Gatos,1
2/8/2025,10024,New York,1
2/8/2025,75701,Tyler,1
2/8/2025,90630,Cypress,1
2/8/2025,98198,Des Moines,1
2/7/2025,,,2
2/7/2025,02129,Boston,1
2/7/2025,07081,Springfield,1
2/7/2025,08080,Sewell,1
2/7/2025,27591,Wendell,1
2/7/2025,27609,Raleigh,1
2/7/2025,29607,Greenville,1
2/7/2025,32579,Shalimar,1
2/7/2025,32765,Oviedo,1
2/7/2025,34201,Bradenton,1
2/7/2025,48236,Grosse Pointe Shores,1
2/7/2025,63123,St. Louis,1
2/7/2025,75209,Dallas,1
2/7/2025,75230,Dallas ,1
2/7/2025,90403,Santa Monica,1
2/7/2025,94062,Emerald Hills,1
2/7/2025,95301,ATWATER,1
2/7/2025,97210,Portland,1
2/7/2025,99508,Anchorage,1
2/6/2025,11237,Brooklyn,1
2/6/2025,19143,Philadelphia,1
2/6/2025,22003,Annandale,1
2/6/2025,28110,Monroe,1
2/6/2025,30132,Dallas,1
2/6/2025,46231,Indianapolis,1
2/6/2025,60140,Hampshire,1
2/6/2025,76116,Fort Worth,1
2/6/2025,90036,los angeles ,1
2/6/2025,91343,Los Angeles,1
2/6/2025,92104,San Diego,1
2/6/2025,94061,Redwood City,1
2/6/2025,94571,Rio Vista,1
2/5/2025,,,2
2/5/2025,07748,Middletown Township,1
2/5/2025,11050,Port Washington,1
2/5/2025,11230,Brooklyn,1
2/5/2025,30022,Johns Creek,1
2/5/2025,46902,Kokomo,1
2/5/2025,54021,Prescott,1
2/5/2025,62269,O'Fallon,1
2/5/2025,73162,Oklahoma City,1
2/5/2025,80232,Lakewood,1
2/5/2025,84095,South Jordan,1
2/5/2025,90046,West Hollywood,1
2/5/2025,92630,Lake Forest,1
2/5/2025,94568,Dublin,1
2/5/2025,98005,Bellevue,1
2/4/2025,,,1
2/4/2025,03110,Bedford,1
2/4/2025,11205,Brooklyn,1
2/4/2025,11233,Brooklyn,1
2/4/2025,12850,Middle Grove,1
2/4/2025,20001,Washington,1
2/4/2025,20176,Leesburg,1
2/4/2025,20189,Dulles,1
2/4/2025,20650,Leonardtown,1
2/4/2025,33143,Miami,1
2/4/2025,36532,Fairhope,1
2/4/2025,40245,Louisville,1
2/4/2025,55408,Minneapolis,1
2/4/2025,81601,Glenwood Springs,1
2/4/2025,96367,APO,1
2/3/2025,,,1
2/3/2025,02067,Sharon,1
2/3/2025,02135,Brighton,1
2/3/2025,10583,Scarsdale,1
2/3/2025,33907,Fort Myers,1
2/3/2025,33912,Fort Myers,1
2/3/2025,34737,Howey in the Hills,1
2/3/2025,49525,Grand Rapids,1
2/3/2025,63116,St. Louis,1
2/3/2025,79903,El Paso,1
2/3/2025,85743,Tucson,1
2/3/2025,89703,Carson City,1
2/3/2025,91320,Thousand Oaks,1
2/3/2025,91790,West Covina,1
2/2/2025,10036,New York,1
2/1/2025,27601,Raleigh,1
2/1/2025,86303,Prescott,1
2/1/2025,95661,Roseville,1
2/1/2025,98115,Seattle ,1
1/31/2025,,,1
1/31/2025,07442,Pompton Lakes,1
1/31/2025,08057,Moorestown,1
1/31/2025,10570,Pleasantville,1
1/31/2025,11216,Brooklyn,1
1/31/2025,11222,Brooklyn,1
1/31/2025,11375,Forest Hills,1
1/31/2025,21228,Catonsville,1
1/31/2025,21230,Baltimore,1
1/31/2025,30316,Atlanta,1
1/31/2025,30328,Atlanta,1
1/31/2025,36322,Daleville,1
1/31/2025,55008,Cambridge,1
1/31/2025,60532,Lisle,1
1/31/2025,61075,Scales Mound,1
1/31/2025,67451,Hope,1
1/31/2025,68102,OMAHA,1
1/31/2025,85085,Phoenix,1
1/31/2025,87505,Santa Fe,1
1/31/2025,91214,La Crescenta,1
1/31/2025,92115,San Diego,1
1/31/2025,92656,Aliso Viejo,1
1/31/2025,93555,Ridgecrest,1
1/31/2025,98204,Everett,1
1/31/2025,99693,Whittier,1
1/30/2025,,,1
1/30/2025,01741,Carlisle,1
1/30/2025,01886,Westford,1
1/30/2025,06770,Naugatuck,1
1/30/2025,08043,Voorhees Township,1
1/30/2025,10924,Goshen,1
1/30/2025,11207,Brooklyn,1
1/30/2025,11211,Brooklyn,1
1/30/2025,20105,Stone Ridge,1
1/30/2025,21401,Annapolis,1
1/30/2025,22204,Arlington,1
1/30/2025,28134,Pineville,1
1/30/2025,29687,Taylors,1
1/30/2025,33186,Miami,1
1/30/2025,37421,Chattanooga,1
1/30/2025,55423,Richfield,1
1/30/2025,75070,McKinney,1
1/30/2025,77006,Houston,1
1/30/2025,90034,Los Angeles,1
1/30/2025,90039,Los Angeles,1
1/30/2025,90740,Seal Beach,1
1/30/2025,91403,Los Angeles,1
1/29/2025,01863,North Chelmsford,1
1/29/2025,04093,Buxton,1
1/29/2025,07470,Wayne,1
1/29/2025,08802,Union Township,1
1/29/2025,11218,Brooklyn,1
1/29/2025,14534,Pittsford,1
1/29/2025,20001,Washington,1
1/29/2025,20774,Upper Marlboro,1
1/29/2025,28215,Charlotte,1
1/29/2025,28277,Charlotte,1
1/29/2025,28278,Charlotte,1
1/29/2025,30066,Marietta,1
1/29/2025,30909,Augusta,1
1/29/2025,32205,Jacksonville,1
1/29/2025,32903,Melbourne,1
1/29/2025,33166,Miami Springs,1
1/29/2025,40213,Louisville,1
1/29/2025,46239,Indianapolis,1
1/29/2025,55347,Eden Prairie,1
1/29/2025,60608,Chicago,1
1/29/2025,60626,Chicago ,1
1/29/2025,60639,Chicago,1
1/29/2025,62536,Glenarm,1
1/29/2025,63143,Saint Louis,1
1/29/2025,68022,Elkhorn,1
1/29/2025,75238,Dallas,1
1/29/2025,91786,Upland,1
1/29/2025,92647,Huntington Beach,1
1/29/2025,94619,Oakland,1
1/29/2025,97330,Corvallis,1
1/29/2025,98042,Covington,1
1/28/2025,02140,Cambridge,1
1/28/2025,07042,Montclair,1
1/28/2025,07307,Jersey City,1
1/28/2025,19460,Phoenixville,1
1/28/2025,20010,Washington,1
1/28/2025,22201,Arlington,1
1/28/2025,22315,Alexandria,1
1/28/2025,30024,Suwanee,1
1/28/2025,44685,Uniontown,1
1/28/2025,44903,Ontario,1
1/28/2025,77381,The Woodlands,1
1/28/2025,80104,Castle Rock,1
1/28/2025,95127,San Jose,1
1/27/2025,03462,Chesterfield,1
1/27/2025,10035,New York,1
1/27/2025,11372,Jackson Heights,1
1/27/2025,80238,Denver,1
1/27/2025,87113,Albuquerque,1
1/27/2025,95035,Milpitas,1
1/26/2025,85023,Phoenix,1
1/25/2025,01801,Woburn,1
1/25/2025,11201,Brooklyn,1
1/24/2025,01801,Woburn,1
1/24/2025,07302,jersey city,1
1/24/2025,11434,Queens,1
1/24/2025,20816,Bethesda,1
1/24/2025,30157,,1
1/24/2025,33912,Fort Myers,1
1/24/2025,77479,,1
1/24/2025,80021,Westminster,1
1/24/2025,80237,Denver,1
1/24/2025,98115,Seattle,1
1/24/2025,98625,Kalama,1
1/23/2025,02118,Boston,1
1/23/2025,02818,East Greenwich,1
1/23/2025,19460,Phoenixville,1
1/23/2025,19522,Fleetwood,1
1/23/2025,21117,Owings Mills,1
1/23/2025,21629,Denton,1
1/23/2025,22180,Vienna,1
1/23/2025,32804,Orlando,1
1/23/2025,60187,Wheaton,1
1/23/2025,72712,Bentonville,1
1/23/2025,75019,coppell,1
1/23/2025,75202,Dallas,1
1/23/2025,75287,Dallas,1
1/23/2025,89147,Las Vegas,1
1/23/2025,90048,West Hollywood,1
1/23/2025,92108,San Diego,1
1/23/2025,98258,Lake Stevens,1
1/22/2025,,,1
1/22/2025,02135,Boston,1
1/22/2025,07010,Cliffside Park,1
1/22/2025,19520,Elverson,1
1/22/2025,20016,Washington,1
1/22/2025,21009,Abingdon,1
1/22/2025,22193,Woodbridge,1
1/22/2025,29585,Pawleys Island,1
1/22/2025,30047,Lilburn,1
1/22/2025,32643,High Springs,1
1/22/2025,46517,Elkhart,1
1/22/2025,60453,Oak Lawn,1
1/22/2025,60611,Chicago,1
1/22/2025,75009,Celina,1
1/22/2025,80422,Black Hawk,1
1/22/2025,83631,Idaho City,1
1/21/2025,,,1
1/21/2025,07417,Franklin Lakes,1
1/21/2025,11766,Mount Sinai,1
1/21/2025,15057,McDonald,1
1/21/2025,20817,Bethesda,1
1/21/2025,30263,Newnan,1
1/21/2025,32224,Jacksonville,1
1/21/2025,32257,Jacksonville,1
1/21/2025,55811,Duluth,1
1/21/2025,60611,Chicago,1
1/21/2025,83709,Boise,1
1/21/2025,91604,Studio City,1
1/21/2025,92124,San Diego,1
1/21/2025,92127,San Diego,1
1/20/2025,06897,Wilton,1
1/20/2025,19947,Georgetown,1
1/20/2025,23455,Virginia Beach,1
1/20/2025,27502,Apex,1
1/20/2025,29464,Mount Pleasant,1
1/20/2025,33330,Southwest Ranches,1
1/20/2025,33458,Jupiter,1
1/20/2025,37209,NASHVILLE,1
1/20/2025,55076,Inver Grove Heights,1
1/20/2025,60653,Chicago,1
1/20/2025,78745,Austin,1
1/20/2025,92618,Irvine,1
1/20/2025,94131,San Francisco,1
1/20/2025,96817,Honolulu,1
1/20/2025,98103,Seattle,1
1/20/2025,98370,Poulsbo,1
1/19/2025,21658,Queenstown,1
1/19/2025,28036,Davidson,1
1/18/2025,11703,North Babylon,1
1/17/2025,01720,Acton,1
1/17/2025,01747,Hopedale,1
1/17/2025,02139,Cambridge,1
1/17/2025,02184,Braintree,1
1/17/2025,11791,Syosset,1
1/17/2025,20901,Silver Spring,1
1/17/2025,21163,Woodstock,1
1/17/2025,21210,Baltimore,1
1/17/2025,23059,Glen Allen,1
1/17/2025,28714,Burnsville,1
1/17/2025,77830,Anderson,1
1/17/2025,78759,Austin,1
1/17/2025,86442,Bullhead City,1
1/17/2025,90275,Rancho Palos Verdes,1
1/17/2025,98105,Seattle,1
1/16/2025,,,1
1/16/2025,15005,Baden,1
1/16/2025,19806,Wilmington,1
1/16/2025,20002,Washington,1
1/16/2025,22046,Falls Church,1
1/16/2025,30152,Kennesaw,1
1/16/2025,30317,Atlanta,1
1/16/2025,32317,Tallahassee,1
1/16/2025,34134,Bonita Springs,1
1/16/2025,60615,Chicago,1
1/16/2025,75040,Garland,1
1/16/2025,77006,Houston,1
1/16/2025,80911,Colorado Springs,1
1/16/2025,92128,San Diego,1
1/16/2025,94558,Napa,1
1/15/2025,07462,Vernon Township,1
1/15/2025,08619,Hamilton,1
1/15/2025,10035,New York,1
1/15/2025,21212,Baltimore,1
1/15/2025,21921,Elkton,1
1/15/2025,43035,Lewis Center,1
1/15/2025,54880,Superior,1
1/15/2025,78758,Austin,1
1/15/2025,84106,Salt Lake City,1
1/15/2025,91006,Arcadia,1
1/15/2025,92656,Aliso Viejo,1
1/15/2025,94306,Palo Alto,1
1/15/2025,94563,Orinda,1
1/15/2025,95134,San Jose,1
1/15/2025,96734,Kaneohe Base,1
1/14/2025,,,1
1/14/2025,02038,Franklin,1
1/14/2025,07043,Montclair,1
1/14/2025,11231,Brooklyn,1
1/14/2025,11249,Brooklyn,1
1/14/2025,17110,Harrisburg,1
1/14/2025,33418,Palm beach gardens,1
1/14/2025,48170,Plymouth,1
1/14/2025,53151,New Berlin,1
1/14/2025,60126,Elmhurst,1
1/14/2025,71259,Mangham ,1
1/14/2025,75088,Rowlett,1
1/14/2025,78666,San Marcos,1
1/14/2025,80223,Denver,1
1/14/2025,83501,Lewiston,1
1/14/2025,84015,Clinton,1
1/14/2025,92691,Mission Viejo,1
1/14/2025,93555,Ridgecrest,1
1/14/2025,94010,Burlingame,1
1/14/2025,94523,Pleasant Hill,1
1/14/2025,95113,San Jose,1
1/13/2025,10128,New York,1
1/13/2025,11201,Brooklyn,1
1/13/2025,19438,Harleysville,1
1/13/2025,20815,Chevy Chase Village,1
1/13/2025,21122,Pasadena,1
1/13/2025,27513,Cary,1
1/13/2025,33141,Miami,1
1/13/2025,37343,HIXSON,1
1/13/2025,48098,Troy,1
1/13/2025,48382,Commerce Township,1
1/13/2025,53716,Madison,1
1/13/2025,75080,Richardson,1
1/13/2025,84780,Washington,1
1/13/2025,91311,Chatsworth,1
1/13/2025,94502,Alameda,1
1/13/2025,97703,Bend,1
1/12/2025,,,1
1/12/2025,19422,Blue Bell,1
1/12/2025,60657,Chicago,1
1/11/2025,20001,Washington,1
1/11/2025,35806,Huntsville,1
1/11/2025,85249,Chandler,1
1/11/2025,92673,San Clemente,1
1/10/2025,03249,Gilford,1
1/10/2025,10457,Bronx,1
1/10/2025,20853,Rockville,1
1/10/2025,22201,Arlington,1
1/10/2025,28277,Charlotte,1
1/10/2025,28651,Millers Creek,1
1/10/2025,29856,Windsor,1
1/10/2025,30328,Sandy Springs,1
1/10/2025,32952,Merritt Island,1
1/10/2025,48104,Ann Arbor,1
1/10/2025,60190,Winfield,1
1/10/2025,72712,Bentonville,1
1/10/2025,75205,Dallas,1
1/10/2025,78260,San Antonio,1
1/10/2025,81005,Pueblo,1
1/10/2025,83687,Nampa,1
1/10/2025,92117,San Diego,1
1/10/2025,94403,San Mateo,1
1/10/2025,97030,Gresham,1
1/10/2025,98115,Seattle,1
1/10/2025,98126,Seattle,1
1/10/2025,98368,Port Townsend,1
1/9/2025,27612,Raleigh,1
1/9/2025,28277,Charlotte,1
1/9/2025,30032,Decatur,1
1/9/2025,44234,Hiram,1
1/9/2025,46220,Indianapolis ,1
1/9/2025,54235,Sturgeon Bay,1
1/9/2025,60608,Chicago,1
1/9/2025,62269,O'Fallon,1
1/9/2025,74011,Broken Arrow,1
1/9/2025,77070,Houston,1
1/9/2025,85281,Tempe,1
1/9/2025,93110,Santa Barbara,1
1/9/2025,94110,San Francisco,1
1/9/2025,94954,Petaluma,1
1/9/2025,98103,Seattle,1
1/8/2025,11201,Brooklyn,1
1/8/2025,11216,Brooklyn,1
1/8/2025,22301,Alexandria,1
1/8/2025,40165,Shepherdsville,1
1/8/2025,60642,Chicago,1
1/8/2025,60654,Chicago,1
1/8/2025,79707,Midland,1
1/8/2025,90211,Beverly Hills,1
1/8/2025,94018,El Granada,1
1/8/2025,94582,San Ramon,1
1/8/2025,95033,Los Gatos,1
1/8/2025,95695,Woodland,1
1/7/2025,02118,Boston,1
1/7/2025,27330,Sanford,1
1/7/2025,30066,Marietta,1
1/7/2025,32779,Longwood,1
1/7/2025,32955,Viera,1
1/7/2025,59808,Missoula,1
1/7/2025,84070,Sandy,1
1/7/2025,95747,Roseville,1
1/7/2025,97214,Portland,1
1/7/2025,98021,Bothell,1
1/6/2025,,,1
1/6/2025,10009,New York,1
1/6/2025,11414,Queens,1
1/6/2025,20832,Olney,1
1/6/2025,21217,Baltimore,1
1/6/2025,48307,Rochester Hills,1
1/6/2025,55025,Forest Lake,1
1/6/2025,72117,North Little Rock,1
1/6/2025,78255,San Antonio,1
1/6/2025,80205,Denver,1
1/6/2025,93245,Lemoore,1
1/6/2025,98107,Seattle,1
1/6/2025,98117,,1
1/5/2025,,,1
1/4/2025,,,3
1/3/2025,10016,New York,1
1/3/2025,10128,New York,1
1/3/2025,13132,Pennellville,1
1/3/2025,53703,Madison,1
1/3/2025,60448,Mokena,1
1/3/2025,65101,Jefferson City,1
1/3/2025,75063,Irving,1
1/3/2025,78754,Austin,1
1/3/2025,80210,Denver,1
1/3/2025,90277,Redondo Beach,1
1/3/2025,92122,San Diego,1
1/3/2025,93271,Three Rivers,1
1/3/2025,93428,Cambria,1
1/3/2025,96734,Kailua,1
1/3/2025,98008,Bellevue,1
1/3/2025,98115,Seattle,1
1/2/2025,,,3
1/2/2025,06492,Wallingford,1
1/2/2025,07086,Weehawken Township,1
1/2/2025,20170,Herndon,1
1/2/2025,28730,Fairview,1
1/2/2025,30022,Alpharetta,1
1/2/2025,30253,McDonough,1
1/2/2025,32909,Palm Bay,1
1/2/2025,78744,Austin,1
1/2/2025,94105,San Francisco,1
1/2/2025,94117,San Francisco,1
1/2/2025,94705,Berkeley,1
1/1/2025,,,1
1/1/2025,36532,Fairhope,1
1/1/2025,94089,Sunnyvale,1
1/1/2025,95129,San Jose,1
12/31/2024,07302,Jersey City,1
12/31/2024,10027,New York,1
12/31/2024,19401,Norristown,1
12/31/2024,20815,Chevy Chase,1
12/31/2024,20854,Potomac,1
12/31/2024,28104,Matthews,1
12/31/2024,33193,Miami,1
12/31/2024,46562,Pierceton,1
12/31/2024,48169,,1
12/31/2024,49065,Lawton,1
12/31/2024,60515,Downers Grove,1
12/31/2024,60625,Chicago,1
12/31/2024,75056,Lewisville,1
12/31/2024,76006,Arlington,1
12/31/2024,78261,San Antonio,1
12/31/2024,87104,Albuquerque,1
12/31/2024,90069,West Hollywood,1
12/31/2024,91362,Thousand Oaks ,1
12/31/2024,91801,Alhambra,1
12/31/2024,94114,San Francisco,1
12/31/2024,94710,Berkeley,1
12/31/2024,98012,Bothell,1
12/31/2024,98045,North Bend,1
12/31/2024,98065,Snoqualmie,1
12/31/2024,98685,Vancouver,1
12/30/2024,,,1
12/30/2024,06074,South Windsor,1
12/30/2024,07307,Jersey City,1
12/30/2024,07950,Morris Plains,1
12/30/2024,10023,New York,1
12/30/2024,22554,Stafford,1
12/30/2024,28540,Jacksonville,1
12/30/2024,44113,Cleveland,1
12/30/2024,48809,Belding,1
12/30/2024,75034,Frisco,1
12/30/2024,75771,Lindale,1
12/30/2024,80108,Castle Pines,1
12/30/2024,84106,Salt Lake City,1
12/30/2024,84790,saint george,1
12/30/2024,87529,El Prado,1
12/30/2024,90813,Long Beach,1
12/30/2024,94582,San Ramon,1
12/30/2024,94703,Berkeley,1
12/30/2024,96701,Aiea,1
12/30/2024,98115,Seattle,1
12/30/2024,98136,Seattle,1
12/30/2024,98177,Shoreline,1
12/29/2024,92131,San Diego,1
12/28/2024,08550,West Windsor Township,1
12/27/2024,,,1
12/27/2024,07960,Morristown,1
12/27/2024,12477,Saugerties,1
12/27/2024,20191,Reston,1
12/27/2024,27519,Cary,1
12/27/2024,30345,Atlanta,1
12/27/2024,32615,Alachua,1
12/27/2024,46236,Indianapolis,1
12/27/2024,78746,Austin,1
12/27/2024,79424,Lubbock,1
12/27/2024,87505,Santa Fe,1
12/27/2024,91354,Valencia,1
12/27/2024,91784,Upland,1
12/27/2024,95122,San Jose,1
12/27/2024,97405,Eugene,1
12/26/2024,07058,Pine Brook,1
12/26/2024,21654,Oxford,1
12/26/2024,33196,Miami,1
12/26/2024,49301,Ada,1
12/26/2024,75069,McKinney,1
12/26/2024,76226,Argyle,1
12/25/2024,15228,Pittsburg,1
12/25/2024,78736,Austin,1
12/24/2024,07920,Bernards,1
12/24/2024,19148,Philadelphia,1
12/24/2024,21234,Parkville,1
12/24/2024,33036,Islamorada,1
12/24/2024,33647,Tampa,1
12/24/2024,75041,Garland,1
12/24/2024,77354,Magnolia,1
12/24/2024,98045,North Bend,1
12/24/2024,98110,Bainbridge Island,1
12/24/2024,98125,Seattle,1
12/24/2024,98503,Lacey,1
12/23/2024,04928,Corinna,1
12/23/2024,08865,Phillipsburg,1
12/23/2024,10065,New York,1
12/23/2024,30028,Cumming,1
12/23/2024,33433,Boca Raton,1
12/23/2024,77043,Houston,1
12/23/2024,78619,Driftwood,1
12/23/2024,85331,Cave Creek,1
12/23/2024,93312,Bakersfield,1
12/23/2024,94109,San Francisco,1
12/23/2024,95120,San Jose,1
12/23/2024,95835,Sacramento,1
12/21/2024,,,1
12/21/2024,20613,Brandywine,1
12/20/2024,02466,Auburndule,1
12/20/2024,60657,Chicago,1
12/20/2024,78701,Austin,1
12/20/2024,80209,Denver,1
12/20/2024,89178,las Vegas,1
12/20/2024,90063,Los Angeles,1
12/20/2024,91763,Montclair,1
12/19/2024,,,1
12/19/2024,08873,Franklin Township,1
12/19/2024,10013,New York,1
12/19/2024,10024,New York,1
12/19/2024,11221,Brooklyn,1
12/19/2024,30004,Alpharetta,1
12/19/2024,30022,Johns Creek,1
12/19/2024,30345,Atlanta,1
12/19/2024,33024,Pembroke Pines,1
12/19/2024,33067,Coral Springs,1
12/19/2024,33603,Tampa,1
12/19/2024,40456,Mount Vernon,1
12/19/2024,60605,Chicago,1
12/19/2024,85003,Phoenix,1
12/19/2024,85143,San Tan Valley,1
12/19/2024,89149,Las Vegas,1
12/19/2024,90042,Los Angeles,1
12/19/2024,94556,Moraga,1
12/19/2024,94568,Dublin,1
12/19/2024,98037,Lynnwood,1
12/19/2024,98074,Sammamish,1
12/18/2024,02067,Sharon,1
12/18/2024,07849,Jefferson,1
12/18/2024,08022,Columbus,1
12/18/2024,10011,New York,1
12/18/2024,20723,Scaggsville,1
12/18/2024,30276,Senoia,1
12/18/2024,34210,Bradenton,1
12/18/2024,34429,Crystal River,1
12/18/2024,44053,Lorain,1
12/18/2024,55424,Minneapolis,1
12/18/2024,75189,Royse City,1
12/18/2024,76071,Newark,1
12/18/2024,78613,Cedar Park,1
12/18/2024,90038,Los Angeles,1
12/18/2024,94002,Belmont,1
12/18/2024,94582,San Ramon,1
12/17/2024,07869,Randolph,1
12/17/2024,14546,Scottsville,1
12/17/2024,14850,Ithaca,1
12/17/2024,19468,Limerick,1
12/17/2024,20602,Waldorf,1
12/17/2024,22314,Alexandria,1
12/17/2024,29212,Columbia,1
12/17/2024,33908,Fort Myers,1
12/17/2024,69341,Gering,1
12/17/2024,77018,Houston,1
12/17/2024,84098,Park City,1
12/17/2024,89113,Las Vegas,1
12/17/2024,91604,Studio City,1
12/17/2024,92067,Rancho Santa Fe,1
12/17/2024,92630,Lake Forest ,1
12/17/2024,94568,Dublin,1
12/16/2024,02090,Westwood,1
12/16/2024,20774,Upper Marlboro,1
12/16/2024,27958,Moyock,1
12/16/2024,28803,Ashville,1
12/16/2024,30263,Newnan,1
12/16/2024,35244,Burmingham,1
12/16/2024,37915,Knoxville,1
12/16/2024,60091,Wilmette,1
12/16/2024,60639,Chicago,1
12/16/2024,60643,Chicago,1
12/16/2024,78745,Austin,1
12/16/2024,91320,Newbury Park,1
12/16/2024,92120,San Diego,1
12/16/2024,95050,Santa Clara,1
12/16/2024,97814,BAKER CITY,1
12/15/2024,90068,Los Angeles,1
12/14/2024,32608,Gainesville,1
12/14/2024,83226,Challis,1
12/14/2024,92120,San Diego,1
12/14/2024,95112,San Jose,1
12/13/2024,01462,Lunenburg,1
12/13/2024,01610,Worcester,1
12/13/2024,10463,The Bronx,1
12/13/2024,11377,Woodside,1
12/13/2024,19126,Philadelphia,1
12/13/2024,32534,Pensacola,1
12/13/2024,38103,Memphis,1
12/13/2024,43023,Granville,1
12/13/2024,43082,Westerville,1
12/13/2024,60616,Chicago,1
12/13/2024,77303,Conroe,1
12/13/2024,78653,Manor,1
12/13/2024,88347,Sacramento,1
12/13/2024,92154,San Diego,1
12/13/2024,94306,Palo Alto,1
12/13/2024,98024,Fall City,1
12/13/2024,98052,Redmond,1
12/12/2024,02882,Narragansett,1
12/12/2024,20186,Warrenton,1
12/12/2024,20187,Warrenton,1
12/12/2024,21146,Severna Park,1
12/12/2024,45065,South Lebanon,1
12/12/2024,56550,Hendrum,1
12/12/2024,75063,Irving,1
12/12/2024,78133,Canyon Lake,1
12/12/2024,92101,San Diego,1
12/12/2024,94303,East Palo Alto,1
12/12/2024,94517,Clayton,1
12/12/2024,94590,Vallejo,1
12/12/2024,95051,Santa Clara,1
12/12/2024,98004,Bellevue,1
12/12/2024,98501,Olympia,1
12/11/2024,07040,Maplewood,1
12/11/2024,10456,The Bronx,1
12/11/2024,10467,The Bronx,1
12/11/2024,20852,Rockville,1
12/11/2024,33328,Cooper City,1
12/11/2024,68405,Milford,1
12/11/2024,77539,Dickinson,1
12/11/2024,78641,Leander,1
12/11/2024,80601,Brighton,1
12/11/2024,85383,Peoria,1
12/11/2024,89084,North Las Vegas,1
12/11/2024,93924,Carmel Valley,1
12/11/2024,95124,San Jose,1
12/11/2024,95132,San Jose,1
12/11/2024,98045,North Bend,1
12/10/2024,01450,Groton,1
12/10/2024,04103,Portland,1
12/10/2024,08053,Evesham,1
12/10/2024,08619,Hamilton Township,1
12/10/2024,10552,Mount Vernon,1
12/10/2024,12550,Newburgh,1
12/10/2024,21754,Ijamsville,1
12/10/2024,22405,Falmouth,1
12/10/2024,30024,Suwanee,1
12/10/2024,30114,Canton,1
12/10/2024,30605,Athens,1
12/10/2024,35758,Madison,1
12/10/2024,54115,De Pere,1
12/10/2024,55431,Bloomington,1
12/10/2024,60613,Chicago,1
12/10/2024,76018,Arlington,1
12/10/2024,78702,Austin,1
12/10/2024,85029,Phoenix,1
12/10/2024,92122,San Diego,1
12/10/2024,95448,Healdsburg,1
12/9/2024,08817,Edison,1
12/9/2024,10014,New York,1
12/9/2024,15010,Beaver Falls,1
12/9/2024,20879,Gaithersburg,1
12/9/2024,32579,Shalimar,1
12/9/2024,46106,Bargersville,1
12/9/2024,70730,Ethel,1
12/9/2024,94114,San Francisco,1
12/9/2024,94605,Oakland,1
12/9/2024,98117,Seattle,1
12/7/2024,07735,Keyport,1
12/7/2024,21146,Severna Park,1
12/7/2024,33176,Miami,1
12/7/2024,60628,Chicago,1
12/6/2024,02128,Boston,1
12/6/2024,06074,South Windsor,1
12/6/2024,07731,Howell Township,1
12/6/2024,10509,Brewster,1
