pair_index,num_pairs,experiment_response,experiment_spend,spend_response_ratio,budget,iroas,rmse,rmse_std,proportion_cost_in_experiment,rmse_cost_adjusted,rmse_cost_adjusted_std,cihw,std,bias,bias_std,trim_rate,trim_rate_std,trim_rate_cost,trim_rate_cost_std
20,67,187045233.83049798,2196075.78350994,0.01174088074064503,14291.875391981603,0,2.172314759957299,0.0943851249368862,0.6279086121095908,3.459603385051451,0.1503166593300569,2.435439391934034,2.1777173640052054,-0.01451769354979553,0.15398787155957738,0.05895522388059701,0.0015648499125257872,0.20004816601128853,0.00410828813900343
21,66,182193017.244708,2145049.2529819403,0.011773498707147875,14291.875391981603,0,2.1792448103113418,0.1015919688071687,0.6133189525881899,3.553199849955697,0.165642963385451,2.4476353088783673,2.1661641769675652,0.28337614207839473,0.1531709378697142,0.060984848484848496,0.0016654462771728618,0.20762250554301712,0.004368718482222114
22,65,179285430.896238,2108548.64906254,0.01176084770816023,14291.875391981603,0,1.86975255463472,0.08231415084329823,0.6028825898177023,3.101354370176936,0.13653429744618786,2.4451200141622977,1.867937979053534,-0.1556543717356294,0.1320831611824649,0.064,0.0016627062854659177,0.21516500312935619,0.004344227527996396
23,64,176552007.514318,2076494.2181301399,0.011761374154648117,14291.875391981603,0,2.092603406737788,0.09225311523622882,0.5937174902387811,3.524577667227195,0.15538217545035857,2.434247857507699,2.0941552713506377,-0.12421815031451965,0.14807913932295905,0.0625,0.0017087635300144773,0.21215197822424273,0.004490290453997204
24,63,174669863.70102796,2054275.6566170398,0.011760904904198137,14291.875391981603,0,1.7662245868817963,0.08030910987525092,0.5873646921124503,3.0070322758584447,0.13672784720242567,2.3149026864566697,1.7566038306805005,0.22208232355180896,0.12421064805324478,0.06865079365079364,0.0018383902444143614,0.23804426691174854,0.004670921484160859
25,62,170994429.78502798,2013686.2050302401,0.011776326325727808,14291.875391981603,0,2.0504312470181274,0.10078908588353902,0.5757592336835875,3.561265068907182,0.17505422403512572,2.2878619886145346,2.04778124477507,0.17840210881051505,0.14480000045670813,0.06483870967741936,0.0019198863604714283,0.2312097019914622,0.0049546335445290225
26,61,166513625.32555798,1960969.64020464,0.011776631710291958,14291.875391981603,0,1.7011233863763944,0.08306711657825791,0.5606863544581161,3.0340017602541285,0.14815255609089933,2.1580985803434034,1.700154509769233,-0.13322179016014382,0.12021907829227149,0.07663934426229507,0.0016432012457354434,0.26126142954470105,0.004103371663406076
27,60,163216477.082178,1923633.82733924,0.011785782059066916,14291.875391981603,0,1.8634267402197044,0.08382750466675155,0.5500111862265228,3.387979711838533,0.15241054503249157,2.1805754829332167,1.8679330161729213,-0.025126321288874216,0.13208281025381136,0.07200000000000001,0.0018408176757199182,0.2506068602178849,0.004625787946808915
28,59,156847316.81067798,1850512.5238252399,0.011798177753074953,14291.875391981603,0,1.6803564718863717,0.08363484955908215,0.5291041225678463,3.175852162578646,0.1580687921182428,2.0613786754583794,1.6839787027512994,0.04463768191858396,0.11907527600891692,0.04457627118644068,0.0019459374393862553,0.17088023916806322,0.005226205282216076
29,58,153197023.46291798,1803933.69725704,0.011775252916018242,14291.875391981603,0,1.6453476573445904,0.0786032831323406,0.5157861639783725,3.1899802132218142,0.15239509824392367,2.071304441231631,1.6479508419084068,0.07075059059426565,0.11652772153755145,0.04224137931034483,0.0017868929276163652,0.16688784016715438,0.004761789061351599
30,57,149909998.180398,1769093.9690120402,0.011801040560904792,14291.875391981603,0,1.7423277961875059,0.08767333767784224,0.505824683790458,3.444529007819791,0.1733275193706475,2.0665915219614264,1.7138640228363937,-0.336248286298279,0.121188487257927,0.04482456140350877,0.0019730498456476233,0.17461778261349192,0.005255590823471505
31,56,147905893.913668,1743928.0773104401,0.011790795019489642,14291.875391981603,0,1.6275210088939733,0.08095993262472516,0.49862917612651203,3.263990730620703,0.16236501292131375,1.9588676416818789,1.6313179465503873,0.030534945023219164,0.11535159822770927,0.051875,0.002031684450395502,0.19795480126249465,0.005622797895218926
32,55,146612233.25992796,1726674.28775124,0.01177715016924972,14291.875391981603,0,1.6129779739616026,0.07405646939499602,0.49369592057262907,3.2671486774505616,0.15000421577131778,1.962785179599518,1.6128544472739368,0.11577985029536476,0.11404603167342817,0.04990909090909091,0.0021060291097793516,0.19313148145952452,0.005757452733507782
33,54,144669398.59082797,1702441.80616064,0.011767808691703338,14291.875391981603,0,1.706046909417393,0.08028218414402918,0.48676729634309274,3.50485113160705,0.16492928910212395,1.9652605059756736,1.7053607611673889,-0.12993078169497924,0.1205872158590913,0.049537037037037025,0.002116480009401192,0.19214876581606127,0.005816576914133946
34,53,143192374.60373798,1685059.97819704,0.011767805254017013,14291.875391981603,0,1.6086539383324552,0.0822585321442944,0.4817974316624178,3.3388595135965664,0.17073260822596226,1.8721751464561907,1.6122329988289814,-0.038323974376266536,0.11400208863246958,0.06650943396226415,0.0020457262335979317,0.2452536959564336,0.005919826607669684
35,52,139839379.50531802,1646873.57295564,0.011776894168019462,14291.875391981603,0,1.5226363468185553,0.07130974817542655,0.47087905949301156,3.233603865200451,0.151439624969105,1.888062661546949,1.5262997782967163,-0.02187204815497012,0.10792569233571321,0.0623076923076923,0.0021085651050080536,0.23412422104187697,0.006022161970297615
36,51,137083022.400178,1615040.3751114397,0.011781476267693838,14291.875391981603,0,1.5446294430953607,0.0778116828116257,0.46177721554598034,3.3449667742248272,0.16850481182711752,1.883813692434162,1.5471748321154801,0.06402269247054557,0.10940178154700142,0.06411764705882353,0.0021475267989357256,0.24155967389550134,0.0061571238748948775
37,50,135231423.401208,1592405.51126224,0.011775410412843551,14291.875391981603,0,1.6972521447582594,0.0814034547597581,0.4553053870000069,3.7277225203536495,0.17878869234586253,1.8932608265722508,1.7003424460390169,-0.06289857910615844,0.120232367393351,0.061399999999999996,0.002292701989369814,0.23323430834927109,0.0066093331105452815
38,49,133740810.730838,1572698.11624884,0.011759298509218674,14291.875391981603,0,1.6000825622150396,0.07013986053882308,0.4496705891737763,3.5583438204287003,0.15598053825956887,1.9389014425959286,1.6040227396598843,0.015482290055876185,0.11342153563909282,0.04408163265306122,0.0016648954553054839,0.18495491822234847,0.004896752386874806
39,48,132098607.278838,1554400.26381304,0.011766969355944547,14291.875391981603,0,1.6583033873790958,0.07861410783560069,0.44443881201297813,3.7312299073706265,0.17688398427566912,1.9465259408550282,1.6624370170444396,0.009579829412212727,0.11755204880476593,0.04479166666666666,0.0017458548458955303,0.18625946858808895,0.005129538057255667
40,47,128998972.60096802,1518394.3554688399,0.01177059262452952,14291.875391981603,0,1.6981783635362604,0.07152395242531742,0.43414389409351667,3.9115564830919047,0.1647471112651669,1.9506324658566974,1.7021161612895808,0.03311079872382235,0.12035778800150777,0.04202127659574467,0.0016134658758415027,0.1790398429657263,0.004785025628752531
41,46,128392466.45927802,1510267.09671124,0.011762894960743264,14291.875391981603,0,1.644763579970679,0.08971779287300435,0.4318201237550524,3.8089090560857284,0.20776658598684547,1.9495024376420886,1.6488424107213366,-0.01262319617140593,0.11659076497290316,0.04510869565217391,0.0017633870717229463,0.18528605417114682,0.005139177726867428
42,45,127129778.376898,1492936.43939264,0.011743404719597436,14291.875391981603,0,1.481848846396893,0.061271712303363264,0.42686488993954336,3.47147043788672,0.1435388895817624,1.9533684993702172,1.4855078807886,0.01326680075190828,0.10504126960116765,0.042666666666666665,0.0016919540787953308,0.17968358667320503,0.004895942765076837
43,44,124002528.81430799,1455852.42841384,0.011740505958503138,14291.875391981603,0,1.5291058748892956,0.07267953898412333,0.41626171766288417,3.673424218480896,0.17460058395997863,1.840258964218904,1.5316513141139632,0.06275991821268691,0.108304103062327,0.05818181818181818,0.001917404509094822,0.22720234385307717,0.00560719440725606
44,43,119819339.32902801,1407796.03399644,0.011749322287035683,14291.875391981603,0,1.5378744983248525,0.07501117989829793,0.40252128841713536,3.820604133441865,0.18635332355530815,1.8709674552397495,1.5336902824176704,-0.15688568968339783,0.10844827989374459,0.05767441860465116,0.0019916908746596103,0.2282463691629805,0.006186580393529498
45,42,119220119.573952,1399493.55832984,0.01173873640901473,14291.875391981603,0,1.5479744704707818,0.06729052813442912,0.4001474195315378,3.8685104411844833,0.16816434356419882,1.8614866201239888,1.5498096886967396,0.07952635039346652,0.10958809404260768,0.058095238095238096,0.0019801427653260385,0.22856710687220905,0.005978013805229437
46,41,116264357.367872,1363457.5725970399,0.011727218929898905,14291.875391981603,0,1.586065609766986,0.07591316934456566,0.38984390179440453,4.068463306637649,0.19472709203644453,1.8861563396987384,1.580734558244289,0.1713942343717899,0.11177481253904584,0.05414634146341464,0.0021467202642925223,0.21862583890766912,0.0064959108401079135
47,40,114699043.627942,1342767.1565268398,0.01170687317047277,14291.875391981603,0,1.5818963169610036,0.06787908842378727,0.38392803562249816,4.1202938316190645,0.17680159333435655,1.8490080418371868,1.579650491317678,0.13991697991382723,0.11169815743153917,0.05550000000000001,0.0021278247556964776,0.21954503553115984,0.006470729459873256
48,39,112596086.896702,1317396.1612206397,0.0117001948960202,14291.875391981603,0,1.5703179023640792,0.07493490664296767,0.3766738841172648,4.168905699539321,0.1989384180922912,1.9059179452687807,1.5714710622643913,-0.09340568209921528,0.11111978445655783,0.04461538461538462,0.0014793434619083097,0.19060756711138985,0.0049485400998610235
49,38,105756641.040302,1238147.25114064,0.011707513012528488,14291.875391981603,0,1.505547795824341,0.067998179516918,0.3540147967063566,4.252782114847991,0.19207722431251995,1.9280087081260404,1.4981741370242556,-0.18267744630194593,0.1059369091688155,0.039999999999999994,0.0016576522788414965,0.1821105207994031,0.005862567821914056
50,37,104406020.828422,1220870.9810692398,0.011693492112639613,14291.875391981603,0,1.5433292906471712,0.0781213973022609,0.3490751134566168,4.421195413688455,0.223795378962098,1.90661217366883,1.5444398747327766,0.09218050411138196,0.10920839085584483,0.04081081081081081,0.001659103251791234,0.18452322273584706,0.005839459730730796
51,36,96458773.37752199,1133041.02524124,0.011746376048207918,14291.875391981603,0,1.6272520565430881,0.0684899604818131,0.323962507562178,5.022964134918515,0.21141323110875063,1.7829639046922179,1.6284030548064896,0.09752553083740796,0.1151454842558558,0.05083333333333333,0.0021400025743099536,0.20955206147841313,0.007323135175822093
52,35,93001950.340712,1094047.1258178398,0.01176370088809757,14291.875391981603,0,1.49574651501166,0.07408969952164667,0.31281325422058565,4.781595711916058,0.2368496172141128,1.6353688612278028,1.4990339913390187,0.037285982831152115,0.10599771005049564,0.05800000000000001,0.001920478352881589,0.2377456608622817,0.006663773712184866
53,34,90794102.427892,1067156.36810404,0.011753586847246688,14291.875391981603,0,1.356368983945489,0.07074227902811579,0.3051245676636671,4.445295881387659,0.2318472077479308,1.6570022813021286,1.3581445661053233,0.0663546643432704,0.09603532325247353,0.05779411764705882,0.0019377371245557773,0.23893412262354338,0.006484179685354172
54,33,86070630.093712,1015270.0002422399,0.011795777481085406,14291.875391981603,0,1.4802637386613557,0.06958382571507704,0.2902890608582331,5.099274958157188,0.2397052975725438,1.6706527884090803,1.4828362515985853,0.058063789800754134,0.10485235688946012,0.05757575757575758,0.0021265351211027872,0.2415672220784633,0.007693231308049487
55,32,78589673.867212,929797.34451424,0.011831037065826992,14291.875391981603,0,1.151018249681412,0.049478690810096794,0.2658504613187804,4.329570255291865,0.1861147449760001,1.4545089350602298,1.1532608594589528,0.03850265171983851,0.08154785742004515,0.048125,0.0016847583814957265,0.2056462321377502,0.004418006897704247
56,31,76739610.655912,906630.2603598399,0.011814371386701756,14291.875391981603,0,1.0871359957649518,0.053562034770294906,0.25922645873779215,4.193769420985653,0.20662256094958642,1.4347030438970063,1.0844815695639667,-0.10791153755529645,0.07668442719105113,0.05225806451612902,0.0018515320769728401,0.21870072663557102,0.004795520552841463
57,30,74598501.60167201,880787.76008944,0.011807043589059148,14291.875391981603,0,1.1601352289795908,0.052901457239449286,0.25183749311098047,4.6066819306700255,0.21006187992880201,1.445340221210171,1.1597940774903297,0.08670097374764939,0.08200982569734083,0.05166666666666666,0.0018717984019114085,0.21750042957524063,0.00512581784756523
58,29,72984292.367532,860069.6636832401,0.011784311881139141,14291.875391981603,0,1.1265742667205014,0.04913550406063516,0.24591371249391197,4.581177093767765,0.19980790644950958,1.4683610705225574,1.1258109889319405,0.08975771582945258,0.07960685846081084,0.042413793103448276,0.001028690536396386,0.19968925378722538,0.002801597320130745
59,28,71405258.391392,840630.79016124,0.011772673457093452,14291.875391981603,0,1.1889313921128515,0.054391398483387386,0.24035569114245178,4.946549784037386,0.22629544665597787,1.455837522096775,1.1769787474933788,-0.1876306956779074,0.08322496536650173,0.04303571428571428,0.0010220589021914365,0.19939867157455315,0.0023749387118021984
60,27,70862459.736049,832972.48534264,0.011754778036852312,14291.875391981603,0,1.1634554512420556,0.05548469920707184,0.238166005528746,4.885060941670073,0.23296649361814561,1.45128336205558,1.1615371744663068,-0.10585755710396655,0.08213308126653875,0.045,0.0011996344910968442,0.19903194891500958,0.003397046303298379
61,26,64059304.264049,754539.4198286401,0.01177876388913731,14291.875391981603,0,1.1547498698345948,0.050344857009110545,0.21574018685700463,5.352502408834836,0.2333587346083081,1.446008996687152,1.1570746936212002,-0.03632525977212493,0.08181753621988976,0.04538461538461538,0.0011490041427496686,0.21576551006869316,0.003434762900999409
62,25,61282524.490049,724451.1202326401,0.01182149603432665,14291.875391981603,0,0.9675243522108691,0.041162047628939644,0.20713724948028708,4.670933666631249,0.19871871298965457,1.3091881000496437,0.9677109389632829,0.06573608627541801,0.06842749671693385,0.051199999999999996,0.0012731474865910334,0.2519660281125828,0.0038558758718354414
63,24,60644404.73618899,715860.7208754399,0.01180423361379383,14291.875391981603,0,0.9968527943389266,0.04778590772647444,0.20468105658460042,4.87027383468142,0.2334652191260464,1.3108258656245706,0.9939378797136799,-0.10364626088407387,0.0702820214823722,0.049166666666666664,0.0011347636063123699,0.24199454213819174,0.0033821901450463245
64,23,56779339.442089,673152.04009104,0.011855580686661713,14291.875391981603,0,1.1112929411520114,0.04946891655102855,0.19246966175126598,5.773860311492451,0.25702189166289824,1.3250396636603134,1.1092332920934929,-0.10356397659013865,0.07843463827571871,0.05347826086956522,0.0013331607516873412,0.2608131530655442,0.004001319265701314
65,22,51797333.158139,616217.9456986401,0.011896711821384819,14291.875391981603,0,0.931241874696606,0.04090123702624915,0.17619089375059582,5.285414330293428,0.23214160593422176,1.1393174156819648,0.9323613974873934,0.047540956463109386,0.0659279066679902,0.05272727272727273,0.00118127337479353,0.25191429659765613,0.003693771434603151
66,21,51093874.11315899,607307.79967164,0.011886117665037867,14291.875391981603,0,0.9360057556526884,0.04100425882704017,0.1736432779226186,5.390394415785013,0.2361407784833057,1.132909955133025,0.938008999951235,-0.025400689860548442,0.06632725246795301,0.05619047619047619,0.0012968726929284225,0.26061593654665427,0.0036016444962220758
67,20,49730465.041369,591319.70048844,0.01189049207556258,14291.875391981603,0,0.888552342180676,0.03608627501869916,0.16907191237878097,5.255469874795075,0.2134374332849156,1.1163560068855505,0.8864698989721439,-0.08732426592878152,0.06268288768809566,0.060250000000000005,0.0014308824630680109,0.2653928983554342,0.0042427673716488685
68,19,44911459.036499,533870.50876524,0.011887178021345729,14291.875391981603,0,0.7937055055329801,0.0406492145149289,0.1526458661955851,5.199652799742415,0.2662975128513803,1.084880548547546,0.7939021496790262,-0.053284231858117675,0.05613735936366168,0.05263157894736842,0.0,0.2682904139844138,0.0027708655412528615
69,18,43266441.618429,515211.07563783997,0.011907868000367054,14291.875391981603,0,0.7113037017464203,0.03127327832945669,0.1473107047927981,4.82859479049343,0.21229467589232265,0.9678166478706438,0.711584613915797,0.0461741991839072,0.05031663058878713,0.05555555555555557,1.4756554416080256e-18,0.2990457663769574,0.002044839530192764
70,17,40307032.210809,479782.65508164,0.01190319973379182,14291.875391981603,0,0.7059496579126087,0.028806739950546813,0.13718090392357515,5.1461219289377205,0.2099908888674136,0.8715468581163854,0.7074657403931144,0.01896535119900922,0.05002538224891327,0.05882352941176471,4.918851472026753e-19,0.31440924728457215,0.002795027554114698
71,16,38157476.694219,453402.12106264004,0.011882392661759318,14291.875391981603,0,0.5867061764990904,0.023724256382739548,0.1296381020644766,4.525723280083869,0.18300373119424482,0.8434817080618349,0.585089645848234,-0.060049091015302085,0.04137208561813217,0.0625,0.0,0.33935567968910774,0.002545863835483409
72,15,35413962.692889,419326.10319924,0.01184069986280974,14291.875391981603,0,0.6794134327309048,0.028009853492167735,0.11989498425247132,5.666737745260603,0.23361989383296813,0.8605297540828005,0.6798467373617819,0.04149679752992223,0.04807242381560658,0.06666666666666667,0.0,0.36385996387164626,0.0028818836453726356
73,14,34657650.243119,410045.60848504,0.011831315903086975,14291.875391981603,0,0.6422506857073819,0.027445659494680804,0.11724147721075619,5.478015980239281,0.2340951355068975,0.880433560146804,0.6412055578336168,0.058284635469960794,0.045340079807865336,0.07142857142857141,9.837702944053505e-19,0.37174744721970965,0.003155953483387193
74,13,25677820.278719004,311550.96526704,0.012133076790993976,14291.875391981603,0,0.4483777534105406,0.016739761289613384,0.08907959172955608,5.033450925233321,0.1879191514531743,0.5386719600171835,0.44950220211825753,-0.0008007451945106015,0.031784605527610595,0.006153846153846154,0.0014793434619083097,0.021855942084798054,0.005302242756491541
75,12,25158000.556118004,304229.01162202004,0.012092734116266511,14291.875391981603,0,0.44775346756104745,0.01786131139896938,0.08698607665794633,5.147415365354846,0.20533529140767057,0.5036904768709264,0.4476416639595454,-0.03319674226537552,0.03165304561274243,0.01708333333333333,0.002384804105113352,0.05981741225028967,0.00839616455649142
76,11,24266766.947498005,292671.76588922,0.012060599853389023,14291.875391981603,0,0.45819662616118284,0.01744148004130741,0.08368159409756154,5.47547678916091,0.2084267183172082,0.5028433364070051,0.45896886943436466,0.018573831892778888,0.03245399999305624,0.013636363636363637,0.002301101995411928,0.044874537386367395,0.0076241360211266795
77,10,23831366.953039,285932.73913298,0.011998167780154027,14291.875391981603,0,0.43587815472425134,0.01698231015546153,0.0817547512402914,5.331533007092515,0.2077226081398936,0.4969086580323517,0.4313855220047549,0.06947492003219677,0.03050356279152608,0.015500000000000003,0.0025654742819715207,0.04782504540295585,0.007957746882412693
0,87,304723973.43934804,3497444.91659664,0.011477419636931743,17864.844239977003,0,3.741330140581419,0.14876056131538107,1.0,3.741330140581419,0.14876056131538107,4.67456300012027,3.7348405470572903,-0.34389312066323646,0.26409310774746847,0.08448275862068966,0.0006402840600468853,0.2682113805768125,0.003654358491237452
1,86,302055656.3391781,3465257.66224234,0.011472248870424081,17864.844239977003,0,3.528984294245952,0.16176829320311933,0.9907969231476499,3.5617634772570423,0.16327088773065598,4.284622486143903,3.5377489945014364,0.02530890513542656,0.2501566304147856,0.07761627906976747,0.00048019201501958405,0.25803691066026785,0.003174959530378024
2,85,296258396.583358,3399491.8340378404,0.01147475269306444,17864.844239977003,0,3.549888723212883,0.14504642616037175,0.9719929591760039,3.6521753472599854,0.14922579921086385,4.016836078783283,3.5582565723939803,0.061855164569842386,0.25160673515413845,0.08317647058823528,0.0010025441025411045,0.27615406295014894,0.005192016071496734
3,84,290750289.911068,3328118.90849584,0.011446657231240644,17864.844239977003,0,3.285054557901076,0.15484263883127228,0.9515857970207661,3.4521895641842875,0.1627206283616833,3.7127884830005287,3.293134364841363,0.032759322520487244,0.23285976407377817,0.08291666666666668,0.0010451412839088848,0.27969998849925126,0.005217962292346145
4,83,288426533.126038,3301673.40202964,0.011447190264520008,17864.844239977003,0,2.895342152528796,0.14311012977252335,0.9440244180435857,3.0670204045454232,0.15159579247866017,3.513062120629466,2.901148269733349,-0.09180524847829304,0.20514216147560702,0.08361445783132532,0.001062077699250251,0.2971266841446507,0.004733809377287904
5,82,284509920.46988803,3253993.61487324,0.011437188585547533,17864.844239977003,0,2.9003635970312973,0.13911005999653947,0.9303916694818736,3.1173576593247905,0.14951774028029352,3.5428316705010876,2.9046038106529393,0.1325492912430961,0.205386505117298,0.08030487804878048,0.0007550189199307884,0.29002661261788704,0.00399290964141217
6,81,256014049.346188,2964838.13049524,0.01158076339195791,17864.844239977003,0,2.546614090197166,0.1184537922042976,0.8477154612002642,3.0040906492273525,0.1397329618555985,3.1012874631615857,2.542745360557113,-0.22807263228890723,0.17979924872805675,0.08685185185185185,0.0007943149687121195,0.2748981864681812,0.0025036306879693444
7,80,250264273.756498,2899000.45008274,0.011583756668774096,17864.844239977003,0,2.481647408103843,0.11137106871014467,0.8288909530285767,2.993937138578331,0.13436154454722954,2.9326681901248297,2.4670901697440546,-0.32011345180890416,0.17444961888246915,0.08425,0.0008323696270166875,0.26493732709809076,0.002373355204048274
8,79,240315890.574798,2793183.28249274,0.01162296540529169,17864.844239977003,0,2.1300253103670026,0.13048693932541308,0.7986353892917873,2.6670810471545257,0.1633873743575602,2.807739654204406,2.115420176066598,-0.29048289812131073,0.14958279515555317,0.0749367088607595,0.0007473102047806294,0.23099674259173184,0.002057378025897277
