pair_index,num_pairs,experiment_response,experiment_spend,spend_response_ratio,budget,iroas,rmse,rmse_std,proportion_cost_in_experiment,rmse_cost_adjusted,rmse_cost_adjusted_std,cihw,std,bias,bias_std,trim_rate,trim_rate_std,trim_rate_cost,trim_rate_cost_std
0,105,19850.0,205431.41706673504,10.349189776661715,48060.0411466842,0,0.01877499259712959,0.0009082097796525362,1.0,0.01877499259712959,0.0009082097796525362,0.019712996357948733,0.018750701701641604,0.0016338533562854985,0.0013258748325236914,0.047190476190476185,0.0027748354384503305,0.46641511833037996,0.022392479133633875
1,104,15947.0,153343.81338077894,9.615840808978424,48060.0411466842,0,0.011498857987511685,0.000528835609368109,0.7464477224092979,0.01540477335826948,0.0007084697206405753,0.014523647863564415,0.011373801204839547,0.001872751435452077,0.0008042491959809768,0.053125,0.002713602264629458,0.41822489475987196,0.0193268511103072
2,103,13175.0,123162.87465860158,9.34822578053902,48060.0411466842,0,0.011903736035329989,0.0005576906043565606,0.5995328096217714,0.019855020182864933,0.0009302086481445313,0.012056974912679779,0.011912161776687427,0.000713324187036024,0.0008423170370886871,0.06378640776699028,0.0024298760506617366,0.48655687699340094,0.015600511971760026
3,102,12265.0,116913.40977534535,9.532279639245443,48060.0411466842,0,0.010237188160204866,0.0004598998841419594,0.5691116356237063,0.017988014159973427,0.0008081013554360763,0.011170121097031544,0.010221729331771928,-0.0009158000044180551,0.0007227854125949367,0.06593137254901961,0.0022912663459591373,0.5107849435859584,0.012996843053995946
4,101,10378.0,109750.43130745213,10.575296907636552,48060.0411466842,0,0.009980655872500781,0.0004792264665922862,0.5342436559827621,0.01868184256515124,0.0008970185443020945,0.010210123300282621,0.010005206417653229,9.928223775795704e-05,0.0007074749305093763,0.062326732673267334,0.002491164802230664,0.46546804737404995,0.015198462486186415
5,100,9922.0,103377.13921169641,10.418981980618465,48060.0411466842,0,0.009544484428012073,0.000470265492881475,0.5032197153082677,0.018966833249299882,0.0009345132525131587,0.010273413157543794,0.009511291756499445,0.0010415543546531416,0.0006725498898864466,0.06795,0.002457986163488212,0.5119368292284463,0.014951360277677963
6,99,8940.0,91676.71094041521,10.254665653290292,48060.0411466842,0,0.009045356106872314,0.00038006159531814835,0.446264316575462,0.02026905529056068,0.0008516513223254341,0.008953263533308092,0.009037438205980705,0.0007426669642895782,0.0006390433840003343,0.0592929292929293,0.002337094476851502,0.44345993620098284,0.014933703068218786
7,98,8738.0,88463.05829270622,10.12394807652852,48060.0411466842,0,0.00810894004272757,0.00041686400272535003,0.43062088338692966,0.018830810013088405,0.0009680533824709598,0.008722111063132887,0.008127748115227486,-0.00015786272229238653,0.0005747185808053536,0.06438775510204081,0.0020129234261826775,0.4819392433474756,0.011948458604371213
8,97,8112.0,80983.22602764142,9.983139303210233,48060.0411466842,0,0.007166618055704841,0.0003771479761954373,0.3942105213699313,0.018179672198499267,0.000956717174581745,0.007819598750974032,0.007183889365531842,0.00010094192505665737,0.000507977688566149,0.06396907216494846,0.0020699957175923044,0.45019395784488353,0.011418925611022241
9,96,7727.0,75427.24742797331,9.761517720716101,48060.0411466842,0,0.0071308415695011465,0.0003869573223498762,0.3671651031033415,0.019421348895170235,0.0010539055021276465,0.007724113322130621,0.007148614986382222,4.1457772669533376e-05,0.0005054834132962648,0.06369791666666667,0.002070439449335681,0.4582868329167124,0.01273860349253147
10,95,6071.0,60613.16889572245,9.98405022166405,48060.0411466842,0,0.004771086338411193,0.00026177087955240897,0.29505306326165326,0.016170265394534103,0.0008871993283468146,0.006094205455966192,0.0047755341854835934,0.0002675195799097588,0.00033768126063436245,0.06568421052631579,0.0016437211886562964,0.37773918773260035,0.007222625807210703
11,94,5714.0,55356.029721801584,9.687789590794816,48060.0411466842,0,0.004242200937082346,0.00023586064152967515,0.26946233693076754,0.015743205471317082,0.0008753009575147951,0.00551453991069647,0.004248365762440219,-0.00019467973023776293,0.0003004048239582236,0.06670212765957446,0.0014302826284072982,0.35696709757888784,0.006011542922961552
12,93,5326.0,50127.39818348593,9.411828423485906,48060.0411466842,0,0.004621289875172727,0.00025142895916389896,0.24401038020003477,0.018938906907912223,0.0010304027187604994,0.005515098017437917,0.004612929567879257,-0.0004284816310535587,0.00032618337785833524,0.07,0.0012754451113086184,0.3961542010300818,0.0057238490666254825
13,92,5131.0,48588.09969436758,9.469518552790406,48060.0411466842,0,0.004705983110086919,0.0002322498461398286,0.2365173759113173,0.019896986815258078,0.0009819568023066143,0.005521418883504613,0.004716160434898554,-0.00012376845704519803,0.0003334829024680465,0.06875,0.001517632141628814,0.39490206645158027,0.006341148927433762
14,91,4844.0,46533.269266302275,9.60637268090468,48060.0411466842,0,0.005166886518363628,0.00026202424780861377,0.2265148628711732,0.02281036419805359,0.0011567640396190513,0.005719632429172181,0.005172489014011451,-0.00027540317096759215,0.00036575020574204154,0.06752747252747253,0.0018391391006938413,0.40026661560970495,0.00856318297765493
15,90,4729.0,45378.72466968561,9.595839431102899,48060.0411466842,0,0.004157823054017864,0.00023070683850545407,0.22089476535589583,0.018822641846306155,0.0010444196725701012,0.005411398893830852,0.004117013743124321,-0.0006499533816000017,0.0002911168336001418,0.06488888888888888,0.001463919732749035,0.39447113851341825,0.00670928487764387
16,89,4582.0,42817.9338817078,9.34481315619987,48060.0411466842,0,0.0037237165678737087,0.0001730376591425296,0.2084293361409188,0.017865606813409936,0.0008301981973667041,0.004908149804641163,0.0037328799318584105,-3.666681216385279e-05,0.0002639544713172259,0.06050561797752809,0.0013296410299672532,0.36573747437192256,0.006023618221755428
