zip_code,zip_code_leading_zero,dma_code,dma_name,dma_name_facebook,dma_name_googleads
11005,11005,501,New York,New York,"New York, NY"
11010,11010,501,New York,New York,"New York, NY"
11020,11020,501,New York,New York,"New York, NY"
11021,11021,501,New York,New York,"New York, NY"
11023,11023,501,New York,New York,"New York, NY"
11024,11024,501,New York,New York,"New York, NY"
11030,11030,501,New York,New York,"New York, NY"
11040,11040,501,New York,New York,"New York, NY"
11042,11042,501,New York,New York,"New York, NY"
11050,11050,501,New York,New York,"New York, NY"
11096,11096,501,New York,New York,"New York, NY"
11101,11101,501,New York,New York,"New York, NY"
11102,11102,501,New York,New York,"New York, NY"
11103,11103,501,New York,New York,"New York, NY"
11104,11104,501,New York,New York,"New York, NY"
11105,11105,501,New York,New York,"New York, NY"
11106,11106,501,New York,New York,"New York, NY"
11109,11109,501,New York,New York,"New York, NY"
11201,11201,501,New York,New York,"New York, NY"
11202,11202,501,New York,New York,"New York, NY"
11203,11203,501,New York,New York,"New York, NY"
11204,11204,501,New York,New York,"New York, NY"
11205,11205,501,New York,New York,"New York, NY"
11206,11206,501,New York,New York,"New York, NY"
11207,11207,501,New York,New York,"New York, NY"
11208,11208,501,New York,New York,"New York, NY"
11209,11209,501,New York,New York,"New York, NY"
11210,11210,501,New York,New York,"New York, NY"
11211,11211,501,New York,New York,"New York, NY"
11212,11212,501,New York,New York,"New York, NY"
11213,11213,501,New York,New York,"New York, NY"
11214,11214,501,New York,New York,"New York, NY"
11215,11215,501,New York,New York,"New York, NY"
11216,11216,501,New York,New York,"New York, NY"
11217,11217,501,New York,New York,"New York, NY"
11218,11218,501,New York,New York,"New York, NY"
11219,11219,501,New York,New York,"New York, NY"
11220,11220,501,New York,New York,"New York, NY"
11221,11221,501,New York,New York,"New York, NY"
11222,11222,501,New York,New York,"New York, NY"
11223,11223,501,New York,New York,"New York, NY"
11224,11224,501,New York,New York,"New York, NY"
11225,11225,501,New York,New York,"New York, NY"
11226,11226,501,New York,New York,"New York, NY"
11228,11228,501,New York,New York,"New York, NY"
11229,11229,501,New York,New York,"New York, NY"
11230,11230,501,New York,New York,"New York, NY"
11231,11231,501,New York,New York,"New York, NY"
11232,11232,501,New York,New York,"New York, NY"
11233,11233,501,New York,New York,"New York, NY"
11234,11234,501,New York,New York,"New York, NY"
11235,11235,501,New York,New York,"New York, NY"
11236,11236,501,New York,New York,"New York, NY"
11237,11237,501,New York,New York,"New York, NY"
11238,11238,501,New York,New York,"New York, NY"
11239,11239,501,New York,New York,"New York, NY"
11241,11241,501,New York,New York,"New York, NY"
11242,11242,501,New York,New York,"New York, NY"
11243,11243,501,New York,New York,"New York, NY"
11249,11249,501,New York,New York,"New York, NY"
11252,11252,501,New York,New York,"New York, NY"
11354,11354,501,New York,New York,"New York, NY"
11355,11355,501,New York,New York,"New York, NY"
11356,11356,501,New York,New York,"New York, NY"
11357,11357,501,New York,New York,"New York, NY"
11358,11358,501,New York,New York,"New York, NY"
11360,11360,501,New York,New York,"New York, NY"
11361,11361,501,New York,New York,"New York, NY"
11362,11362,501,New York,New York,"New York, NY"
11363,11363,501,New York,New York,"New York, NY"
11364,11364,501,New York,New York,"New York, NY"
11365,11365,501,New York,New York,"New York, NY"
11366,11366,501,New York,New York,"New York, NY"
11367,11367,501,New York,New York,"New York, NY"
11368,11368,501,New York,New York,"New York, NY"
11369,11369,501,New York,New York,"New York, NY"
11370,11370,501,New York,New York,"New York, NY"
11371,11371,501,New York,New York,"New York, NY"
11372,11372,501,New York,New York,"New York, NY"
11373,11373,501,New York,New York,"New York, NY"
11374,11374,501,New York,New York,"New York, NY"
11375,11375,501,New York,New York,"New York, NY"
11377,11377,501,New York,New York,"New York, NY"
11378,11378,501,New York,New York,"New York, NY"
11379,11379,501,New York,New York,"New York, NY"
11381,11381,501,New York,New York,"New York, NY"
11385,11385,501,New York,New York,"New York, NY"
11411,11411,501,New York,New York,"New York, NY"
11412,11412,501,New York,New York,"New York, NY"
11413,11413,501,New York,New York,"New York, NY"
11414,11414,501,New York,New York,"New York, NY"
11415,11415,501,New York,New York,"New York, NY"
11416,11416,501,New York,New York,"New York, NY"
11417,11417,501,New York,New York,"New York, NY"
11418,11418,501,New York,New York,"New York, NY"
11419,11419,501,New York,New York,"New York, NY"
11420,11420,501,New York,New York,"New York, NY"
11421,11421,501,New York,New York,"New York, NY"
11422,11422,501,New York,New York,"New York, NY"
11423,11423,501,New York,New York,"New York, NY"
22310,22310,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22311,22311,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22312,22312,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22313,22313,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22314,22314,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22315,22315,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22320,22320,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22321,22321,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22331,22331,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22332,22332,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22333,22333,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22334,22334,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22336,22336,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22350,22350,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22401,22401,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22402,22402,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22403,22403,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22404,22404,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22405,22405,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22406,22406,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22407,22407,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22408,22408,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22412,22412,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22427,22427,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22428,22428,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22430,22430,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22432,22432,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22433,22433,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22435,22435,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22436,22436,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22437,22437,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22438,22438,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22442,22442,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22443,22443,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22446,22446,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22448,22448,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22451,22451,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22454,22454,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22456,22456,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22460,22460,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22463,22463,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22469,22469,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22471,22471,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22472,22472,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22473,22473,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22476,22476,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22480,22480,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22481,22481,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22482,22482,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22485,22485,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22488,22488,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22501,22501,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22503,22503,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22504,22504,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22507,22507,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22508,22508,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22509,22509,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22511,22511,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22513,22513,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22514,22514,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22517,22517,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22520,22520,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22523,22523,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22524,22524,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22526,22526,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22528,22528,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22529,22529,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22530,22530,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22534,22534,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22535,22535,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22538,22538,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22539,22539,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22542,22542,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22544,22544,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22545,22545,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22546,22546,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22547,22547,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22548,22548,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22551,22551,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22552,22552,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22553,22553,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22554,22554,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22555,22555,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22556,22556,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22558,22558,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22560,22560,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22565,22565,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22567,22567,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22570,22570,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22572,22572,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22576,22576,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22577,22577,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22578,22578,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22579,22579,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22580,22580,556,Richmond-Petersburg,Richmond-Petersburg,Richmond-Petersburg VA
22581,22581,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22601,22601,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22602,22602,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22603,22603,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22604,22604,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
32559,32559,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32560,32560,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32561,32561,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32562,32562,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32563,32563,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32564,32564,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32565,32565,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32566,32566,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32567,32567,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32568,32568,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32569,32569,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32570,32570,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32571,32571,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32572,32572,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32577,32577,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32578,32578,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32579,32579,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32580,32580,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32583,32583,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32588,32588,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32590,32590,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32591,32591,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32592,32592,686,Mobile-Pensacola (Ft Walt),Mobile-Pensacola (Ft Walt),Mobile AL-Pensacola (Ft. Walton Beach) FL
32601,32601,592,Gainesville,Gainesville,Gainesville FL
32602,32602,592,Gainesville,Gainesville,Gainesville FL
32603,32603,592,Gainesville,Gainesville,Gainesville FL
32604,32604,592,Gainesville,Gainesville,Gainesville FL
32605,32605,592,Gainesville,Gainesville,Gainesville FL
32606,32606,592,Gainesville,Gainesville,Gainesville FL
32607,32607,592,Gainesville,Gainesville,Gainesville FL
32608,32608,592,Gainesville,Gainesville,Gainesville FL
32609,32609,592,Gainesville,Gainesville,Gainesville FL
32610,32610,592,Gainesville,Gainesville,Gainesville FL
32611,32611,592,Gainesville,Gainesville,Gainesville FL
32612,32612,592,Gainesville,Gainesville,Gainesville FL
32613,32613,592,Gainesville,Gainesville,Gainesville FL
32614,32614,592,Gainesville,Gainesville,Gainesville FL
32615,32615,592,Gainesville,Gainesville,Gainesville FL
32616,32616,592,Gainesville,Gainesville,Gainesville FL
32617,32617,534,Orlando-Daytona Bch-Melbrn,Orlando-Daytona Bch-Melbrn,Orlando-Daytona Beach-Melbourne FL
32618,32618,592,Gainesville,Gainesville,Gainesville FL
32619,32619,592,Gainesville,Gainesville,Gainesville FL
32621,32621,592,Gainesville,Gainesville,Gainesville FL
32622,32622,561,Jacksonville,Jacksonville,Jacksonville FL
32625,32625,592,Gainesville,Gainesville,Gainesville FL
32626,32626,592,Gainesville,Gainesville,Gainesville FL
11424,11424,501,New York,New York,"New York, NY"
11426,11426,501,New York,New York,"New York, NY"
11427,11427,501,New York,New York,"New York, NY"
11428,11428,501,New York,New York,"New York, NY"
11429,11429,501,New York,New York,"New York, NY"
11430,11430,501,New York,New York,"New York, NY"
11432,11432,501,New York,New York,"New York, NY"
11433,11433,501,New York,New York,"New York, NY"
11434,11434,501,New York,New York,"New York, NY"
11435,11435,501,New York,New York,"New York, NY"
11436,11436,501,New York,New York,"New York, NY"
11439,11439,501,New York,New York,"New York, NY"
11451,11451,501,New York,New York,"New York, NY"
11501,11501,501,New York,New York,"New York, NY"
11507,11507,501,New York,New York,"New York, NY"
11509,11509,501,New York,New York,"New York, NY"
11510,11510,501,New York,New York,"New York, NY"
11514,11514,501,New York,New York,"New York, NY"
11516,11516,501,New York,New York,"New York, NY"
11518,11518,501,New York,New York,"New York, NY"
11520,11520,501,New York,New York,"New York, NY"
11530,11530,501,New York,New York,"New York, NY"
11531,11531,501,New York,New York,"New York, NY"
11542,11542,501,New York,New York,"New York, NY"
11545,11545,501,New York,New York,"New York, NY"
11547,11547,501,New York,New York,"New York, NY"
11548,11548,501,New York,New York,"New York, NY"
11550,11550,501,New York,New York,"New York, NY"
11552,11552,501,New York,New York,"New York, NY"
11553,11553,501,New York,New York,"New York, NY"
11554,11554,501,New York,New York,"New York, NY"
11555,11555,501,New York,New York,"New York, NY"
11556,11556,501,New York,New York,"New York, NY"
11557,11557,501,New York,New York,"New York, NY"
11558,11558,501,New York,New York,"New York, NY"
11559,11559,501,New York,New York,"New York, NY"
11560,11560,501,New York,New York,"New York, NY"
11561,11561,501,New York,New York,"New York, NY"
11563,11563,501,New York,New York,"New York, NY"
11565,11565,501,New York,New York,"New York, NY"
11566,11566,501,New York,New York,"New York, NY"
11568,11568,501,New York,New York,"New York, NY"
11570,11570,501,New York,New York,"New York, NY"
11571,11571,501,New York,New York,"New York, NY"
11572,11572,501,New York,New York,"New York, NY"
11575,11575,501,New York,New York,"New York, NY"
11576,11576,501,New York,New York,"New York, NY"
11577,11577,501,New York,New York,"New York, NY"
11579,11579,501,New York,New York,"New York, NY"
11580,11580,501,New York,New York,"New York, NY"
11581,11581,501,New York,New York,"New York, NY"
11582,11582,501,New York,New York,"New York, NY"
11590,11590,501,New York,New York,"New York, NY"
11596,11596,501,New York,New York,"New York, NY"
11598,11598,501,New York,New York,"New York, NY"
11691,11691,501,New York,New York,"New York, NY"
11692,11692,501,New York,New York,"New York, NY"
11693,11693,501,New York,New York,"New York, NY"
11694,11694,501,New York,New York,"New York, NY"
11697,11697,501,New York,New York,"New York, NY"
11701,11701,501,New York,New York,"New York, NY"
11702,11702,501,New York,New York,"New York, NY"
11703,11703,501,New York,New York,"New York, NY"
11704,11704,501,New York,New York,"New York, NY"
11705,11705,501,New York,New York,"New York, NY"
11706,11706,501,New York,New York,"New York, NY"
11709,11709,501,New York,New York,"New York, NY"
11710,11710,501,New York,New York,"New York, NY"
11713,11713,501,New York,New York,"New York, NY"
11714,11714,501,New York,New York,"New York, NY"
11715,11715,501,New York,New York,"New York, NY"
11716,11716,501,New York,New York,"New York, NY"
11717,11717,501,New York,New York,"New York, NY"
11718,11718,501,New York,New York,"New York, NY"
11719,11719,501,New York,New York,"New York, NY"
11720,11720,501,New York,New York,"New York, NY"
11721,11721,501,New York,New York,"New York, NY"
11722,11722,501,New York,New York,"New York, NY"
11724,11724,501,New York,New York,"New York, NY"
11725,11725,501,New York,New York,"New York, NY"
11726,11726,501,New York,New York,"New York, NY"
11727,11727,501,New York,New York,"New York, NY"
11729,11729,501,New York,New York,"New York, NY"
11730,11730,501,New York,New York,"New York, NY"
11731,11731,501,New York,New York,"New York, NY"
11732,11732,501,New York,New York,"New York, NY"
11733,11733,501,New York,New York,"New York, NY"
11735,11735,501,New York,New York,"New York, NY"
11738,11738,501,New York,New York,"New York, NY"
11739,11739,501,New York,New York,"New York, NY"
11740,11740,501,New York,New York,"New York, NY"
11741,11741,501,New York,New York,"New York, NY"
11742,11742,501,New York,New York,"New York, NY"
11743,11743,501,New York,New York,"New York, NY"
11746,11746,501,New York,New York,"New York, NY"
11747,11747,501,New York,New York,"New York, NY"
11749,11749,501,New York,New York,"New York, NY"
11751,11751,501,New York,New York,"New York, NY"
11752,11752,501,New York,New York,"New York, NY"
11753,11753,501,New York,New York,"New York, NY"
22610,22610,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22611,22611,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22620,22620,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22622,22622,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22623,22623,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22624,22624,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22625,22625,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22626,22626,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22627,22627,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22630,22630,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22637,22637,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22638,22638,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22639,22639,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22640,22640,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22641,22641,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22642,22642,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22643,22643,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22644,22644,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22645,22645,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22646,22646,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22649,22649,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22650,22650,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22652,22652,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22654,22654,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22655,22655,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22656,22656,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22657,22657,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22660,22660,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22663,22663,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22664,22664,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22701,22701,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22709,22709,584,Charlottesville,Charlottesville,Charlottesville VA
22711,22711,584,Charlottesville,Charlottesville,Charlottesville VA
22712,22712,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22713,22713,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22714,22714,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22715,22715,584,Charlottesville,Charlottesville,Charlottesville VA
22716,22716,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
22718,22718,511,"Washington, DC (Hagrstwn)","Washington, DC (Hagrstwn)",Washington DC (Hagerstown MD)
