Date,City,State,DMA,geo,sessions,fb_dma_cost,tiktok_state_cost,google_cost,city_dma_session_ratio,city_state_session_ratio,facebook_cost_city_normalized,tiktok_cost_city_normalized,total_cost,geo_id
2024-04-01,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,22,197.9302292,85.32,6.04,0.275,0.13924050632911392,54.43081303000001,11.879999999999999,72.35081303000001,83
2024-04-01,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,22,197.9302292,85.32,23.79,0.275,0.13924050632911392,54.43081303000001,11.879999999999999,90.10081303000001,83
2024-04-01,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,197.9302292,85.32,1.71,0.0125,0.006329113924050633,2.4741278650000003,0.5399999999999999,4.724127865000001,84
2024-04-02,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,6,193.7866438,82.43,0.0,0.07792207792207792,0.037037037037037035,15.100257958441558,3.052962962962963,18.15322092140452,219
2024-04-02,ISLIP,NY,NEW YORK,ISLIP,1,436.6424378,48.0,0.0,0.008130081300813009,0.009523809523809525,3.549938518699187,0.4571428571428572,4.007081375842044,252
2024-04-02,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,3,21.93962003,1.37,0.0,0.2727272727272727,0.3,5.983532735454546,0.41100000000000003,6.394532735454545,263
2024-04-02,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,3,31.20945948,1.15,13.69,1.0,0.375,31.20945948,0.43124999999999997,45.330709479999996,274
2024-04-02,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,19,193.7866438,82.43,1.01,0.24675324675324675,0.11728395061728394,47.81748353506494,9.667716049382717,58.495199584447654,83
2024-04-02,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,19,193.7866438,82.43,16.27,0.24675324675324675,0.11728395061728394,47.81748353506494,9.667716049382717,73.75519958444765,83
2024-04-03,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,4,166.64284,0.0,0.0,0.039603960396039604,0.019230769230769232,6.599716435643565,0.0,6.599716435643565,219
2024-04-03,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,4,16.20735847,0.0,15.94,0.36363636363636365,0.4444444444444444,5.893584898181818,0.0,21.83358489818182,263
2024-04-03,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,3,26.97560342,0.0,0.0,1.0,0.75,26.97560342,0.0,26.97560342,274
2024-04-03,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,30,166.64284,0.0,2.04,0.297029702970297,0.14423076923076922,49.49787326732673,0.0,51.53787326732673,83
2024-04-03,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,30,166.64284,0.0,8.86,0.297029702970297,0.14423076923076922,49.49787326732673,0.0,58.35787326732673,83
2024-04-04,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,3,20.32870432,1.54,0.0,0.23076923076923078,0.375,4.6912394584615384,0.5775,5.268739458461538,263
2024-04-04,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,9,41.18737486,0.86,41.92,1.0,0.9,41.18737486,0.774,83.88137486,274
2024-04-04,PALO ALTO,CA,SAN FRANCISCO-OAK-SAN JOSE,PALO ALTO,1,209.9666175,63.75,2.97,0.013513513513513514,0.005235602094240838,2.8373867229729735,0.33376963350785344,6.141156356480827,793
2024-04-04,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,24,209.9666175,63.75,7.78,0.32432432432432434,0.1256544502617801,68.09728135135136,8.010471204188482,83.88775255553983,83
2024-04-04,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,24,209.9666175,63.75,38.96,0.32432432432432434,0.1256544502617801,68.09728135135136,8.010471204188482,115.06775255553983,83
2024-04-05,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,3,235.3017585,133.13,0.0,0.026785714285714284,0.014285714285714285,6.302725674107142,1.9018571428571427,8.204582816964285,219
2024-04-05,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,10,31.27757524,1.17,31.06,1.0,0.9090909090909091,31.27757524,1.0636363636363635,63.40121160363636,274
2024-04-05,ROCHESTER,NY,"ROCHESTER, NY",ROCHESTER,1,9.11929304,84.41,2.11,0.3333333333333333,0.01282051282051282,3.039764346666667,1.0821794871794872,6.231943833846153,974
2024-04-05,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,33,235.3017585,133.13,6.73,0.29464285714285715,0.15714285714285714,69.32998241517858,20.92042857142857,96.98041098660715,83
2024-04-05,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,33,235.3017585,133.13,20.41,0.29464285714285715,0.15714285714285714,69.32998241517858,20.92042857142857,110.66041098660715,83
2024-04-05,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,235.3017585,133.13,8.71,0.008928571428571428,0.004761904761904762,2.100908558035714,0.6339523809523809,11.444860938988096,84
2024-04-05,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,235.3017585,133.13,4.86,0.008928571428571428,0.004761904761904762,2.100908558035714,0.6339523809523809,7.594860938988095,84
2024-04-06,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,1,26.0681039,2.33,0.0,0.2,0.5,5.21362078,1.165,6.37862078,263
2024-04-06,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,9,33.31757659,1.12,30.0,1.0,1.0,33.31757659,1.12,64.43757659,274
2024-04-06,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,16,223.5637387,109.34,6.67,0.27586206896551724,0.16666666666666666,61.67275550344827,18.223333333333333,86.5660888367816,83
2024-04-06,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,16,223.5637387,109.34,8.53,0.27586206896551724,0.16666666666666666,61.67275550344827,18.223333333333333,88.4260888367816,83
2024-04-06,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,223.5637387,109.34,1.83,0.017241379310344827,0.010416666666666666,3.854547218965517,1.1389583333333333,6.82350555229885,84
2024-04-06,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,223.5637387,109.34,1.55,0.017241379310344827,0.010416666666666666,3.854547218965517,1.1389583333333333,6.54350555229885,84
2024-04-07,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,4,222.5765361,107.94,6.38,0.0975609756097561,0.045454545454545456,21.714784009756098,4.906363636363636,33.00114764611973,219
2024-04-07,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,4,222.5765361,107.94,7.42,0.0975609756097561,0.045454545454545456,21.714784009756098,4.906363636363636,34.04114764611973,219
2024-04-07,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,1,35.08630121,1.39,23.72,1.0,1.0,35.08630121,1.39,60.19630121,274
2024-04-07,LONG BEACH,NY,NEW YORK,LONG BEACH,1,472.1302282,65.48,0.0,0.017241379310344827,0.017241379310344827,8.140176348275862,1.1289655172413793,9.269141865517241,1160
2024-04-07,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,9,222.5765361,107.94,5.69,0.21951219512195122,0.10227272727272728,48.85826402195122,11.039318181818182,65.5875822037694,83
2024-04-07,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,9,222.5765361,107.94,5.55,0.21951219512195122,0.10227272727272728,48.85826402195122,11.039318181818182,65.4475822037694,83
2024-04-08,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,6,251.6591897,40.27,1.44,0.06060606060606061,0.03260869565217391,15.252072103030304,1.3131521739130436,18.00522427694335,219
2024-04-08,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,4,24.77302952,0.83,3.29,0.26666666666666666,0.4444444444444444,6.6061412053333335,0.3688888888888889,10.265030094222222,263
2024-04-08,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,1,39.13898732,0.43,31.92,1.0,0.5,39.13898732,0.215,71.27398732,274
2024-04-08,PALO ALTO,CA,SAN FRANCISCO-OAK-SAN JOSE,PALO ALTO,1,251.6591897,40.27,5.35,0.010101010101010102,0.005434782608695652,2.5420120171717175,0.21885869565217392,8.11087071282389,793
2024-04-08,PALO ALTO,CA,SAN FRANCISCO-OAK-SAN JOSE,PALO ALTO,1,251.6591897,40.27,21.07,0.010101010101010102,0.005434782608695652,2.5420120171717175,0.21885869565217392,23.83087071282389,793
2024-04-08,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,20,251.6591897,40.27,9.89,0.20202020202020202,0.10869565217391304,50.840240343434346,4.377173913043478,65.10741425647782,83
2024-04-08,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,20,251.6591897,40.27,13.68,0.20202020202020202,0.10869565217391304,50.840240343434346,4.377173913043478,68.89741425647783,83
2024-04-09,FRANKLIN,TN,NASHVILLE,FRANKLIN,1,35.95816073,0.0,3.37,0.5,0.14285714285714285,17.979080365,0.0,21.349080365000003,1335
2024-04-09,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,1,220.9087004,0.0,2.9,0.010416666666666666,0.005917159763313609,2.301132295833333,0.0,5.201132295833332,219
2024-04-09,ISLIP,NY,NEW YORK,ISLIP,1,474.9857043,0.0,1.72,0.012048192771084338,0.011363636363636364,5.722719328915663,0.0,7.442719328915663,252
2024-04-09,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,6,35.66817556,0.0,2.84,0.35294117647058826,0.75,12.588767844705885,0.0,15.428767844705884,263
2024-04-09,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,6,36.85811469,0.0,62.22,1.0,1.0,36.85811469,0.0,99.07811469,274
2024-04-09,PALO ALTO,CA,SAN FRANCISCO-OAK-SAN JOSE,PALO ALTO,1,220.9087004,0.0,16.37,0.010416666666666666,0.005917159763313609,2.301132295833333,0.0,18.671132295833335,793
2024-04-09,ROCHESTER,NY,"ROCHESTER, NY",ROCHESTER,1,8.52956371,0.0,1.61,0.5,0.011363636363636364,4.264781855,0.0,5.874781855,974
2024-04-09,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,24,220.9087004,0.0,7.43,0.25,0.14201183431952663,55.2271751,0.0,62.657175099999996,83
2024-04-09,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,24,220.9087004,0.0,32.05,0.25,0.14201183431952663,55.2271751,0.0,87.2771751,83
2024-04-09,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,220.9087004,0.0,2.55,0.010416666666666666,0.005917159763313609,2.301132295833333,0.0,4.851132295833333,84
2024-04-10,ISLIP,NY,NEW YORK,ISLIP,1,449.8020332,0.0,0.0,0.0125,0.012195121951219513,5.622525415,0.0,5.622525415,252
2024-04-10,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,1,25.59897748,0.0,2.48,0.08333333333333333,0.09090909090909091,2.133248123333333,0.0,4.613248123333333,263
2024-04-10,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,1,25.59897748,0.0,9.42,0.08333333333333333,0.09090909090909091,2.133248123333333,0.0,11.553248123333333,263
2024-04-10,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,1,29.91880493,0.0,25.06,1.0,1.0,29.91880493,0.0,54.978804929999995,274
2024-04-10,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,22,217.031331,0.0,1.85,0.3548387096774194,0.17054263565891473,77.0111174516129,0.0,78.8611174516129,83
2024-04-10,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,22,217.031331,0.0,7.9,0.3548387096774194,0.17054263565891473,77.0111174516129,0.0,84.91111745161291,83
2024-04-11,COLUMBIA,MO,COLUMBIA-JEFFERSON CITY,COLUMBIA,1,2.19914587,0.0,4.14,0.5,0.125,1.099572935,0.0,5.239572935,1572
2024-04-11,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,3,196.2137924,0.0,1.54,0.03409090909090909,0.017341040462427744,6.6891065590909085,0.0,8.229106559090908,219
2024-04-11,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,4,22.40129954,0.0,3.19,0.4,0.5,8.960519816,0.0,12.150519816,263
2024-04-11,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,4,32.18749868,0.0,18.04,1.0,0.5714285714285714,32.18749868,0.0,50.22749868,274
2024-04-11,LONG BEACH,NY,NEW YORK,LONG BEACH,1,448.1659365,0.0,0.0,0.010309278350515464,0.010526315789473684,4.620267386597938,0.0,4.620267386597938,1160
2024-04-11,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,26,196.2137924,0.0,7.86,0.29545454545454547,0.15028901734104047,57.972256845454545,0.0,65.83225684545455,83
2024-04-11,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,26,196.2137924,0.0,20.77,0.29545454545454547,0.15028901734104047,57.972256845454545,0.0,78.74225684545455,83
2024-04-11,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,3,196.2137924,0.0,0.0,0.03409090909090909,0.017341040462427744,6.6891065590909085,0.0,6.6891065590909085,84
2024-04-12,FRANKLIN,TN,NASHVILLE,FRANKLIN,1,31.55719085,0.0,2.09,0.3333333333333333,0.125,10.519063616666667,0.0,12.609063616666667,1335
2024-04-12,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,1,216.7707036,0.0,2.86,0.0136986301369863,0.006211180124223602,2.9694616931506848,0.0,5.829461693150685,219
2024-04-12,ISLIP,NY,NEW YORK,ISLIP,1,492.5561537,0.0,1.39,0.011363636363636364,0.012987012987012988,5.597229019318182,0.0,6.987229019318182,252
2024-04-12,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,4,21.2081121,0.0,6.03,0.5,0.4,10.60405605,0.0,16.63405605,263
2024-04-12,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,1,28.30748013,0.0,33.38,1.0,1.0,28.30748013,0.0,61.68748013,274
2024-04-12,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,24,216.7707036,0.0,6.68,0.3287671232876712,0.14906832298136646,71.26708063561644,0.0,77.94708063561643,83
2024-04-12,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,24,216.7707036,0.0,16.34,0.3287671232876712,0.14906832298136646,71.26708063561644,0.0,87.60708063561644,83
2024-04-13,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,1,23.97519832,0.0,4.66,0.25,0.16666666666666666,5.99379958,0.0,10.653799580000001,263
2024-04-13,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,1,28.84422317,0.0,15.19,1.0,0.3333333333333333,28.84422317,0.0,44.03422317,274
2024-04-13,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,22,237.9323477,0.0,8.65,0.3728813559322034,0.21153846153846154,88.72053643050847,0.0,97.37053643050848,83
2024-04-13,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,22,237.9323477,0.0,48.23,0.3728813559322034,0.21153846153846154,88.72053643050847,0.0,136.95053643050846,83
2024-04-14,FRANKLIN,TN,NASHVILLE,FRANKLIN,1,37.72664823,0.0,3.22,1.0,0.2,37.72664823,0.0,40.94664823,1335
2024-04-14,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,1,267.0662729,0.0,2.01,0.014492753623188406,0.007936507936507936,3.8705256942028985,0.0,5.880525694202898,219
2024-04-14,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,3,24.91778622,0.0,5.64,0.5,0.375,12.45889311,0.0,18.09889311,263
2024-04-14,LONG BEACH,NY,NEW YORK,LONG BEACH,1,531.3327946,0.0,1.02,0.020833333333333332,0.02,11.069433220833334,0.0,12.089433220833333,1160
2024-04-14,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,22,267.0662729,0.0,4.97,0.3188405797101449,0.1746031746031746,85.15156527246376,0.0,90.12156527246376,83
2024-04-14,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,22,267.0662729,0.0,12.31,0.3188405797101449,0.1746031746031746,85.15156527246376,0.0,97.46156527246376,83
2024-04-15,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,6,31.54836964,0.0,2.61,0.42857142857142855,0.6666666666666666,13.520729845714285,0.0,16.130729845714285,263
2024-04-15,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,3,28.07854895,0.0,15.83,1.0,0.75,28.07854895,0.0,43.90854895,274
2024-04-15,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,32,254.7468352,0.0,11.43,0.3333333333333333,0.1839080459770115,84.91561173333332,0.0,96.34561173333333,83
2024-04-15,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,32,254.7468352,0.0,13.56,0.3333333333333333,0.1839080459770115,84.91561173333332,0.0,98.47561173333332,83
2024-04-16,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,3,225.7141983,0.0,1.77,0.05,0.022727272727272728,11.285709915,0.0,13.055709915,219
2024-04-16,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,1,36.98480801,0.0,13.29,1.0,1.0,36.98480801,0.0,50.27480801,274
2024-04-16,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,16,225.7141983,0.0,3.11,0.26666666666666666,0.12121212121212122,60.190452879999995,0.0,63.300452879999995,83
2024-04-16,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,16,225.7141983,0.0,15.54,0.26666666666666666,0.12121212121212122,60.190452879999995,0.0,75.73045288,83
2024-04-17,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,1,196.2712004,0.0,0.0,0.015873015873015872,0.008333333333333333,3.115415879365079,0.0,3.115415879365079,219
2024-04-17,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,1,21.00584749,0.0,9.4,0.16666666666666666,0.16666666666666666,3.5009745816666666,0.0,12.900974581666667,263
2024-04-17,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,3,36.49278597,0.0,6.33,1.0,1.0,36.49278597,0.0,42.82278597,274
2024-04-17,PALO ALTO,CA,SAN FRANCISCO-OAK-SAN JOSE,PALO ALTO,1,196.2712004,0.0,2.52,0.015873015873015872,0.008333333333333333,3.115415879365079,0.0,5.635415879365079,793
2024-04-17,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,17,196.2712004,0.0,5.98,0.2698412698412698,0.14166666666666666,52.962069949206345,0.0,58.94206994920634,83
2024-04-17,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,17,196.2712004,0.0,20.5,0.2698412698412698,0.14166666666666666,52.962069949206345,0.0,73.46206994920635,83
2024-04-17,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,196.2712004,0.0,1.23,0.015873015873015872,0.008333333333333333,3.115415879365079,0.0,4.3454158793650794,84
2024-04-17,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,196.2712004,0.0,1.7,0.015873015873015872,0.008333333333333333,3.115415879365079,0.0,4.815415879365079,84
2024-04-18,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,3,29.13807428,0.0,7.54,1.0,0.75,29.13807428,0.0,36.678074280000004,274
2024-04-18,ROCHESTER,NY,"ROCHESTER, NY",ROCHESTER,1,9.169394,0.0,0.0,1.0,0.014084507042253521,9.169394,0.0,9.169394,974
2024-04-18,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,23,191.907317,0.0,3.44,0.3382352941176471,0.1796875,64.90982780882354,0.0,68.34982780882353,83
2024-04-18,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,23,191.907317,0.0,8.48,0.3382352941176471,0.1796875,64.90982780882354,0.0,73.38982780882354,83
2024-04-18,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,191.907317,0.0,0.0,0.014705882352941176,0.0078125,2.8221664264705884,0.0,2.8221664264705884,84
2024-04-19,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,1,190.8237749,0.0,2.53,0.0136986301369863,0.007194244604316547,2.61402431369863,0.0,5.14402431369863,219
2024-04-19,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,1,190.8237749,0.0,4.08,0.0136986301369863,0.007194244604316547,2.61402431369863,0.0,6.69402431369863,219
2024-04-19,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,3,20.71715282,0.0,3.82,0.15789473684210525,0.3333333333333333,3.2711293926315785,0.0,7.091129392631578,263
2024-04-19,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,3,20.71715282,0.0,23.72,0.15789473684210525,0.3333333333333333,3.2711293926315785,0.0,26.991129392631578,263
2024-04-19,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,6,24.45663889,0.0,12.76,1.0,0.75,24.45663889,0.0,37.21663889,274
2024-04-19,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,22,190.8237749,0.0,4.11,0.3013698630136986,0.15827338129496402,57.508534901369856,0.0,61.618534901369856,83
2024-04-19,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,22,190.8237749,0.0,18.24,0.3013698630136986,0.15827338129496402,57.508534901369856,0.0,75.74853490136985,83
2024-04-19,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,190.8237749,0.0,1.33,0.0136986301369863,0.007194244604316547,2.61402431369863,0.0,3.94402431369863,84
2024-04-19,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,190.8237749,0.0,5.92,0.0136986301369863,0.007194244604316547,2.61402431369863,0.0,8.53402431369863,84
2024-04-20,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,4,21.8381766,0.0,1.29,0.5,0.8,10.9190883,0.0,12.209088300000001,263
2024-04-20,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,12,196.1636212,0.0,19.17,0.5454545454545454,0.2033898305084746,106.99833883636363,0.0,126.16833883636363,83
2024-04-21,ISLIP,NY,NEW YORK,ISLIP,1,478.4154881,0.0,0.0,0.023809523809523808,0.023809523809523808,11.390844954761905,0.0,11.390844954761905,252
2024-04-21,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,3,22.95786399,0.0,1.65,0.375,0.6,8.60919899625,0.0,10.259198996250001,263
2024-04-21,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,1,29.13728906,0.0,12.75,1.0,1.0,29.13728906,0.0,41.88728906,274
2024-04-21,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,6,220.6194735,0.0,8.56,0.3,0.1111111111111111,66.18584204999999,0.0,74.74584205,83
2024-04-21,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,6,220.6194735,0.0,31.35,0.3,0.1111111111111111,66.18584204999999,0.0,97.53584204999999,83
2024-04-22,FRANKLIN,TN,NASHVILLE,FRANKLIN,1,30.39658815,6.37,7.38,0.5,0.09090909090909091,15.198294075,0.5790909090909091,23.157384984090907,1335
2024-04-22,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,3,32.2963749,5.25,30.52,1.0,0.75,32.2963749,3.9375,66.7538749,274
2024-04-22,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,9,218.3654896,55.66,9.06,0.23076923076923078,0.09278350515463918,50.39203606153846,5.164329896907216,64.61636595844568,83
2024-04-22,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,9,218.3654896,55.66,9.57,0.23076923076923078,0.09278350515463918,50.39203606153846,5.164329896907216,65.12636595844567,83
2024-04-22,SAN MATEO,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN MATEO,1,218.3654896,55.66,0.0,0.02564102564102564,0.010309278350515464,5.599115117948718,0.5738144329896907,6.172929550938409,84
2024-04-23,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,1,208.8825247,91.73,3.87,0.016129032258064516,0.006993006993006993,3.369072979032258,0.6414685314685314,7.880541510500789,219
2024-04-23,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,1,208.8825247,91.73,4.98,0.016129032258064516,0.006993006993006993,3.369072979032258,0.6414685314685314,8.990541510500789,219
2024-04-23,ISLIP,NY,NEW YORK,ISLIP,1,391.214897,51.03,2.77,0.010638297872340425,0.011494252873563218,4.161860606382978,0.586551724137931,7.518412330520909,252
2024-04-23,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,1,20.12253648,8.42,2.49,0.1,0.16666666666666666,2.012253648,1.4033333333333333,5.905586981333333,263
2024-04-23,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,3,23.3613352,8.03,24.0,1.0,0.42857142857142855,23.3613352,3.441428571428571,50.80276377142857,274
2024-04-23,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,20,208.8825247,91.73,5.8,0.3225806451612903,0.13986013986013987,67.38145958064516,12.829370629370631,86.01083021001578,83
2024-04-23,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,20,208.8825247,91.73,17.24,0.3225806451612903,0.13986013986013987,67.38145958064516,12.829370629370631,97.45083021001578,83
2024-04-23,SARATOGA,CA,SAN FRANCISCO-OAK-SAN JOSE,SARATOGA,1,208.8825247,91.73,3.85,0.016129032258064516,0.006993006993006993,3.369072979032258,0.6414685314685314,7.86054151050079,2386
2024-04-24,FREMONT,CA,SAN FRANCISCO-OAK-SAN JOSE,FREMONT,4,221.4555875,111.14,1.57,0.0975609756097561,0.03225806451612903,21.605423170731708,3.5851612903225805,26.76058446105429,219
2024-04-24,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,7,221.4555875,111.14,13.29,0.17073170731707318,0.056451612903225805,37.809490548780495,6.274032258064516,57.37352280684501,83
2024-04-24,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,7,221.4555875,111.14,8.8,0.17073170731707318,0.056451612903225805,37.809490548780495,6.274032258064516,52.883522806845015,83
2024-04-25,KANSAS CITY,MO,KANSAS CITY,KANSAS CITY,4,20.69763653,8.61,2.53,1.0,0.5,20.69763653,4.305,27.53263653,263
2024-04-25,LAS VEGAS,NV,LAS VEGAS,LAS VEGAS,6,24.0572529,7.64,22.94,1.0,0.75,24.0572529,5.7299999999999995,52.7272529,274
2024-04-25,SAN JOSE,CA,SAN FRANCISCO-OAK-SAN JOSE,SAN JOSE,23,226.7041126,115.84,2.76,0.3026315789473684,0.152317880794702,68.60782355,17.64450331125828,89.01232686125829,83
