zip_code,dma_code,dma_name,city,state,state_name,geo_key_zip,geo_key_city,geo_key_dma,geo_key_state
11005,501,NEW YORK,FLORAL PARK,NY,New York,11005,"FLORAL PARK, NY",NEW YORK,NY
11010,501,NEW YORK,FRANKLIN SQUARE,NY,New York,11010,"FRANKLIN SQUARE, NY",NEW YORK,NY
11020,501,NEW YORK,GREAT NECK,NY,New York,11020,"GREAT NECK, NY",NEW YORK,NY
11021,501,NEW YORK,GREAT NECK,NY,New York,11021,"GREAT NECK, NY",NEW YORK,NY
11023,501,NEW YORK,GREAT NECK,NY,New York,11023,"GREAT NECK, NY",NEW YORK,NY
11024,501,NEW YORK,GREAT NECK,NY,New York,11024,"GREAT NECK, NY",NEW YORK,NY
11030,501,NEW YORK,MANHASSET,NY,New York,11030,"MANHASSET, NY",NEW YORK,NY
11040,501,NEW YORK,NEW HYDE PARK,NY,New York,11040,"NEW HYDE PARK, NY",NEW YORK,NY
11042,501,NEW YORK,NEW HYDE PARK,NY,New York,11042,"NEW HYDE PARK, NY",NEW YORK,NY
11050,501,NEW YORK,PORT WASHINGTON,NY,New York,11050,"PORT WASHINGTON, NY",NEW YORK,NY
11096,501,NEW YORK,FAR ROCKAWAY,NY,New York,11096,"FAR ROCKAWAY, NY",NEW YORK,NY
11101,501,NEW YORK,LONG ISLAND CITY,NY,New York,11101,"LONG ISLAND CITY, NY",NEW YORK,NY
11102,501,NEW YORK,ASTORIA,NY,New York,11102,"ASTORIA, NY",NEW YORK,NY
11103,501,NEW YORK,ASTORIA,NY,New York,11103,"ASTORIA, NY",NEW YORK,NY
11104,501,NEW YORK,SUNNYSIDE,NY,New York,11104,"SUNNYSIDE, NY",NEW YORK,NY
11105,501,NEW YORK,LONG ISLAND CITY,NY,New York,11105,"LONG ISLAND CITY, NY",NEW YORK,NY
11106,501,NEW YORK,ASTORIA,NY,New York,11106,"ASTORIA, NY",NEW YORK,NY
11109,501,NEW YORK,LONG ISLAND CITY,NY,New York,11109,"LONG ISLAND CITY, NY",NEW YORK,NY
11201,501,NEW YORK,BROOKLYN,NY,New York,11201,"BROOKLYN, NY",NEW YORK,NY
11202,501,NEW YORK,BROOKLYN,NY,New York,11202,"BROOKLYN, NY",NEW YORK,NY
11203,501,NEW YORK,BROOKLYN,NY,New York,11203,"BROOKLYN, NY",NEW YORK,NY
11204,501,NEW YORK,BROOKLYN,NY,New York,11204,"BROOKLYN, NY",NEW YORK,NY
11205,501,NEW YORK,BROOKLYN,NY,New York,11205,"BROOKLYN, NY",NEW YORK,NY
11206,501,NEW YORK,BROOKLYN,NY,New York,11206,"BROOKLYN, NY",NEW YORK,NY
11207,501,NEW YORK,BROOKLYN,NY,New York,11207,"BROOKLYN, NY",NEW YORK,NY
11208,501,NEW YORK,BROOKLYN,NY,New York,11208,"BROOKLYN, NY",NEW YORK,NY
11209,501,NEW YORK,BROOKLYN,NY,New York,11209,"BROOKLYN, NY",NEW YORK,NY
11210,501,NEW YORK,BROOKLYN,NY,New York,11210,"BROOKLYN, NY",NEW YORK,NY
11211,501,NEW YORK,BROOKLYN,NY,New York,11211,"BROOKLYN, NY",NEW YORK,NY
11212,501,NEW YORK,BROOKLYN,NY,New York,11212,"BROOKLYN, NY",NEW YORK,NY
11213,501,NEW YORK,BROOKLYN,NY,New York,11213,"BROOKLYN, NY",NEW YORK,NY
11214,501,NEW YORK,BROOKLYN,NY,New York,11214,"BROOKLYN, NY",NEW YORK,NY
11215,501,NEW YORK,BROOKLYN,NY,New York,11215,"BROOKLYN, NY",NEW YORK,NY
11216,501,NEW YORK,BROOKLYN,NY,New York,11216,"BROOKLYN, NY",NEW YORK,NY
11217,501,NEW YORK,BROOKLYN,NY,New York,11217,"BROOKLYN, NY",NEW YORK,NY
11218,501,NEW YORK,BROOKLYN,NY,New York,11218,"BROOKLYN, NY",NEW YORK,NY
11219,501,NEW YORK,BROOKLYN,NY,New York,11219,"BROOKLYN, NY",NEW YORK,NY
11220,501,NEW YORK,BROOKLYN,NY,New York,11220,"BROOKLYN, NY",NEW YORK,NY
11221,501,NEW YORK,BROOKLYN,NY,New York,11221,"BROOKLYN, NY",NEW YORK,NY
11222,501,NEW YORK,BROOKLYN,NY,New York,11222,"BROOKLYN, NY",NEW YORK,NY
11223,501,NEW YORK,BROOKLYN,NY,New York,11223,"BROOKLYN, NY",NEW YORK,NY
11224,501,NEW YORK,BROOKLYN,NY,New York,11224,"BROOKLYN, NY",NEW YORK,NY
11225,501,NEW YORK,BROOKLYN,NY,New York,11225,"BROOKLYN, NY",NEW YORK,NY
11226,501,NEW YORK,BROOKLYN,NY,New York,11226,"BROOKLYN, NY",NEW YORK,NY
11228,501,NEW YORK,BROOKLYN,NY,New York,11228,"BROOKLYN, NY",NEW YORK,NY
11229,501,NEW YORK,BROOKLYN,NY,New York,11229,"BROOKLYN, NY",NEW YORK,NY
11230,501,NEW YORK,BROOKLYN,NY,New York,11230,"BROOKLYN, NY",NEW YORK,NY
11231,501,NEW YORK,BROOKLYN,NY,New York,11231,"BROOKLYN, NY",NEW YORK,NY
11232,501,NEW YORK,BROOKLYN,NY,New York,11232,"BROOKLYN, NY",NEW YORK,NY
11233,501,NEW YORK,BROOKLYN,NY,New York,11233,"BROOKLYN, NY",NEW YORK,NY
11234,501,NEW YORK,BROOKLYN,NY,New York,11234,"BROOKLYN, NY",NEW YORK,NY
11235,501,NEW YORK,BROOKLYN,NY,New York,11235,"BROOKLYN, NY",NEW YORK,NY
11236,501,NEW YORK,BROOKLYN,NY,New York,11236,"BROOKLYN, NY",NEW YORK,NY
11237,501,NEW YORK,BROOKLYN,NY,New York,11237,"BROOKLYN, NY",NEW YORK,NY
11238,501,NEW YORK,BROOKLYN,NY,New York,11238,"BROOKLYN, NY",NEW YORK,NY
11239,501,NEW YORK,BROOKLYN,NY,New York,11239,"BROOKLYN, NY",NEW YORK,NY
11241,501,NEW YORK,,,,11241,,NEW YORK,
11242,501,NEW YORK,,,,11242,,NEW YORK,
11243,501,NEW YORK,,,,11243,,NEW YORK,
11249,501,NEW YORK,BROOKLYN,NY,New York,11249,"BROOKLYN, NY",NEW YORK,NY
11252,501,NEW YORK,,,,11252,,NEW YORK,
11354,501,NEW YORK,FLUSHING,NY,New York,11354,"FLUSHING, NY",NEW YORK,NY
11355,501,NEW YORK,FLUSHING,NY,New York,11355,"FLUSHING, NY",NEW YORK,NY
11356,501,NEW YORK,COLLEGE POINT,NY,New York,11356,"COLLEGE POINT, NY",NEW YORK,NY
11357,501,NEW YORK,WHITESTONE,NY,New York,11357,"WHITESTONE, NY",NEW YORK,NY
11358,501,NEW YORK,FLUSHING,NY,New York,11358,"FLUSHING, NY",NEW YORK,NY
11360,501,NEW YORK,BAYSIDE,NY,New York,11360,"BAYSIDE, NY",NEW YORK,NY
11361,501,NEW YORK,BAYSIDE,NY,New York,11361,"BAYSIDE, NY",NEW YORK,NY
11362,501,NEW YORK,LITTLE NECK,NY,New York,11362,"LITTLE NECK, NY",NEW YORK,NY
11363,501,NEW YORK,LITTLE NECK,NY,New York,11363,"LITTLE NECK, NY",NEW YORK,NY
11364,501,NEW YORK,OAKLAND GARDENS,NY,New York,11364,"OAKLAND GARDENS, NY",NEW YORK,NY
11365,501,NEW YORK,FRESH MEADOWS,NY,New York,11365,"FRESH MEADOWS, NY",NEW YORK,NY
11366,501,NEW YORK,FRESH MEADOWS,NY,New York,11366,"FRESH MEADOWS, NY",NEW YORK,NY
11367,501,NEW YORK,FLUSHING,NY,New York,11367,"FLUSHING, NY",NEW YORK,NY
11368,501,NEW YORK,CORONA,NY,New York,11368,"CORONA, NY",NEW YORK,NY
11369,501,NEW YORK,EAST ELMHURST,NY,New York,11369,"EAST ELMHURST, NY",NEW YORK,NY
11370,501,NEW YORK,EAST ELMHURST,NY,New York,11370,"EAST ELMHURST, NY",NEW YORK,NY
11371,501,NEW YORK,EAST ELMHURST,NY,New York,11371,"EAST ELMHURST, NY",NEW YORK,NY
11372,501,NEW YORK,JACKSON HEIGHTS,NY,New York,11372,"JACKSON HEIGHTS, NY",NEW YORK,NY
11373,501,NEW YORK,ELMHURST,NY,New York,11373,"ELMHURST, NY",NEW YORK,NY
11374,501,NEW YORK,REGO PARK,NY,New York,11374,"REGO PARK, NY",NEW YORK,NY
11375,501,NEW YORK,FOREST HILLS,NY,New York,11375,"FOREST HILLS, NY",NEW YORK,NY
11377,501,NEW YORK,WOODSIDE,NY,New York,11377,"WOODSIDE, NY",NEW YORK,NY
11378,501,NEW YORK,MASPETH,NY,New York,11378,"MASPETH, NY",NEW YORK,NY
11379,501,NEW YORK,MIDDLE VILLAGE,NY,New York,11379,"MIDDLE VILLAGE, NY",NEW YORK,NY
11381,501,NEW YORK,,,,11381,,NEW YORK,
11385,501,NEW YORK,RIDGEWOOD,NY,New York,11385,"RIDGEWOOD, NY",NEW YORK,NY
11411,501,NEW YORK,CAMBRIA HEIGHTS,NY,New York,11411,"CAMBRIA HEIGHTS, NY",NEW YORK,NY
11412,501,NEW YORK,SAINT ALBANS,NY,New York,11412,"SAINT ALBANS, NY",NEW YORK,NY
11413,501,NEW YORK,SPRINGFIELD GARDENS,NY,New York,11413,"SPRINGFIELD GARDENS, NY",NEW YORK,NY
11414,501,NEW YORK,HOWARD BEACH,NY,New York,11414,"HOWARD BEACH, NY",NEW YORK,NY
11415,501,NEW YORK,KEW GARDENS,NY,New York,11415,"KEW GARDENS, NY",NEW YORK,NY
11416,501,NEW YORK,BROOKLYN,NY,New York,11416,"BROOKLYN, NY",NEW YORK,NY
11417,501,NEW YORK,OZONE PARK,NY,New York,11417,"OZONE PARK, NY",NEW YORK,NY
11418,501,NEW YORK,RICHMOND HILL,NY,New York,11418,"RICHMOND HILL, NY",NEW YORK,NY
11419,501,NEW YORK,SOUTH RICHMOND HILL,NY,New York,11419,"SOUTH RICHMOND HILL, NY",NEW YORK,NY
11420,501,NEW YORK,SOUTH OZONE PARK,NY,New York,11420,"SOUTH OZONE PARK, NY",NEW YORK,NY
11421,501,NEW YORK,WOODHAVEN,NY,New York,11421,"WOODHAVEN, NY",NEW YORK,NY
11422,501,NEW YORK,ROSEDALE,NY,New York,11422,"ROSEDALE, NY",NEW YORK,NY
11423,501,NEW YORK,HOLLIS,NY,New York,11423,"HOLLIS, NY",NEW YORK,NY
22310,511,"WASHINGTON, DC (HAGRSTWN)",ALEXANDRIA,VA,Virginia,22310,"ALEXANDRIA, VA","WASHINGTON, DC (HAGRSTWN)",VA
22311,511,"WASHINGTON, DC (HAGRSTWN)",ALEXANDRIA,VA,Virginia,22311,"ALEXANDRIA, VA","WASHINGTON, DC (HAGRSTWN)",VA
22312,511,"WASHINGTON, DC (HAGRSTWN)",ALEXANDRIA,VA,Virginia,22312,"ALEXANDRIA, VA","WASHINGTON, DC (HAGRSTWN)",VA
22313,511,"WASHINGTON, DC (HAGRSTWN)",ALEXANDRIA,VA,Virginia,22313,"ALEXANDRIA, VA","WASHINGTON, DC (HAGRSTWN)",VA
22314,511,"WASHINGTON, DC (HAGRSTWN)",ALEXANDRIA,VA,Virginia,22314,"ALEXANDRIA, VA","WASHINGTON, DC (HAGRSTWN)",VA
22315,511,"WASHINGTON, DC (HAGRSTWN)",ALEXANDRIA,VA,Virginia,22315,"ALEXANDRIA, VA","WASHINGTON, DC (HAGRSTWN)",VA
22320,511,"WASHINGTON, DC (HAGRSTWN)",ALEXANDRIA,VA,Virginia,22320,"ALEXANDRIA, VA","WASHINGTON, DC (HAGRSTWN)",VA
22321,511,"WASHINGTON, DC (HAGRSTWN)",,,,22321,,"WASHINGTON, DC (HAGRSTWN)",
22331,511,"WASHINGTON, DC (HAGRSTWN)",,,,22331,,"WASHINGTON, DC (HAGRSTWN)",
22332,511,"WASHINGTON, DC (HAGRSTWN)",,,,22332,,"WASHINGTON, DC (HAGRSTWN)",
22333,511,"WASHINGTON, DC (HAGRSTWN)",,,,22333,,"WASHINGTON, DC (HAGRSTWN)",
22334,511,"WASHINGTON, DC (HAGRSTWN)",,,,22334,,"WASHINGTON, DC (HAGRSTWN)",
22336,511,"WASHINGTON, DC (HAGRSTWN)",,,,22336,,"WASHINGTON, DC (HAGRSTWN)",
22350,511,"WASHINGTON, DC (HAGRSTWN)",,,,22350,,"WASHINGTON, DC (HAGRSTWN)",
22401,511,"WASHINGTON, DC (HAGRSTWN)",FREDERICKSBURG,VA,Virginia,22401,"FREDERICKSBURG, VA","WASHINGTON, DC (HAGRSTWN)",VA
22402,511,"WASHINGTON, DC (HAGRSTWN)",FREDERICKSBURG,VA,Virginia,22402,"FREDERICKSBURG, VA","WASHINGTON, DC (HAGRSTWN)",VA
22403,511,"WASHINGTON, DC (HAGRSTWN)",FREDERICKSBURG,VA,Virginia,22403,"FREDERICKSBURG, VA","WASHINGTON, DC (HAGRSTWN)",VA
22404,511,"WASHINGTON, DC (HAGRSTWN)",FREDERICKSBURG,VA,Virginia,22404,"FREDERICKSBURG, VA","WASHINGTON, DC (HAGRSTWN)",VA
22405,511,"WASHINGTON, DC (HAGRSTWN)",FREDERICKSBURG,VA,Virginia,22405,"FREDERICKSBURG, VA","WASHINGTON, DC (HAGRSTWN)",VA
22406,511,"WASHINGTON, DC (HAGRSTWN)",FREDERICKSBURG,VA,Virginia,22406,"FREDERICKSBURG, VA","WASHINGTON, DC (HAGRSTWN)",VA
22407,511,"WASHINGTON, DC (HAGRSTWN)",FREDERICKSBURG,VA,Virginia,22407,"FREDERICKSBURG, VA","WASHINGTON, DC (HAGRSTWN)",VA
22408,511,"WASHINGTON, DC (HAGRSTWN)",FREDERICKSBURG,VA,Virginia,22408,"FREDERICKSBURG, VA","WASHINGTON, DC (HAGRSTWN)",VA
22412,511,"WASHINGTON, DC (HAGRSTWN)",,,,22412,,"WASHINGTON, DC (HAGRSTWN)",
22427,556,RICHMOND-PETERSBURG,RUTHER GLEN,VA,Virginia,22427,"RUTHER GLEN, VA",RICHMOND-PETERSBURG,VA
22428,556,RICHMOND-PETERSBURG,,,,22428,,RICHMOND-PETERSBURG,
22430,511,"WASHINGTON, DC (HAGRSTWN)",STAFFORD,VA,Virginia,22430,"STAFFORD, VA","WASHINGTON, DC (HAGRSTWN)",VA
22432,556,RICHMOND-PETERSBURG,BURGESS,VA,Virginia,22432,"BURGESS, VA",RICHMOND-PETERSBURG,VA
22433,556,RICHMOND-PETERSBURG,LOCUST GROVE,VA,Virginia,22433,"LOCUST GROVE, VA",RICHMOND-PETERSBURG,VA
22435,556,RICHMOND-PETERSBURG,CALLAO,VA,Virginia,22435,"CALLAO, VA",RICHMOND-PETERSBURG,VA
22436,556,RICHMOND-PETERSBURG,CARET,VA,Virginia,22436,"CARET, VA",RICHMOND-PETERSBURG,VA
22437,556,RICHMOND-PETERSBURG,CENTER CROSS,VA,Virginia,22437,"CENTER CROSS, VA",RICHMOND-PETERSBURG,VA
22438,556,RICHMOND-PETERSBURG,CHAMPLAIN,VA,Virginia,22438,"CHAMPLAIN, VA",RICHMOND-PETERSBURG,VA
22442,511,"WASHINGTON, DC (HAGRSTWN)",HAGUE,VA,Virginia,22442,"HAGUE, VA","WASHINGTON, DC (HAGRSTWN)",VA
22443,511,"WASHINGTON, DC (HAGRSTWN)",COLONIAL BEACH,VA,Virginia,22443,"COLONIAL BEACH, VA","WASHINGTON, DC (HAGRSTWN)",VA
22446,556,RICHMOND-PETERSBURG,CORBIN,VA,Virginia,22446,"CORBIN, VA",RICHMOND-PETERSBURG,VA
22448,511,"WASHINGTON, DC (HAGRSTWN)",DAHLGREN,VA,Virginia,22448,"DAHLGREN, VA","WASHINGTON, DC (HAGRSTWN)",VA
22451,511,"WASHINGTON, DC (HAGRSTWN)",DOGUE,VA,Virginia,22451,"DOGUE, VA","WASHINGTON, DC (HAGRSTWN)",VA
22454,556,RICHMOND-PETERSBURG,DUNNSVILLE,VA,Virginia,22454,"DUNNSVILLE, VA",RICHMOND-PETERSBURG,VA
22456,556,RICHMOND-PETERSBURG,BURGESS,VA,Virginia,22456,"BURGESS, VA",RICHMOND-PETERSBURG,VA
22460,556,RICHMOND-PETERSBURG,FARNHAM,VA,Virginia,22460,"FARNHAM, VA",RICHMOND-PETERSBURG,VA
22463,511,"WASHINGTON, DC (HAGRSTWN)",GARRISONVILLE,VA,Virginia,22463,"GARRISONVILLE, VA","WASHINGTON, DC (HAGRSTWN)",VA
22469,511,"WASHINGTON, DC (HAGRSTWN)",HAGUE,VA,Virginia,22469,"HAGUE, VA","WASHINGTON, DC (HAGRSTWN)",VA
22471,511,"WASHINGTON, DC (HAGRSTWN)",HARTWOOD,VA,Virginia,22471,"HARTWOOD, VA","WASHINGTON, DC (HAGRSTWN)",VA
22472,556,RICHMOND-PETERSBURG,HAYNESVILLE,VA,Virginia,22472,"HAYNESVILLE, VA",RICHMOND-PETERSBURG,VA
22473,556,RICHMOND-PETERSBURG,HEATHSVILLE,VA,Virginia,22473,"HEATHSVILLE, VA",RICHMOND-PETERSBURG,VA
22476,556,RICHMOND-PETERSBURG,CHAMPLAIN,VA,Virginia,22476,"CHAMPLAIN, VA",RICHMOND-PETERSBURG,VA
22480,556,RICHMOND-PETERSBURG,IRVINGTON,VA,Virginia,22480,"IRVINGTON, VA",RICHMOND-PETERSBURG,VA
22481,511,"WASHINGTON, DC (HAGRSTWN)",JERSEY,VA,Virginia,22481,"JERSEY, VA","WASHINGTON, DC (HAGRSTWN)",VA
22482,556,RICHMOND-PETERSBURG,KILMARNOCK,VA,Virginia,22482,"KILMARNOCK, VA",RICHMOND-PETERSBURG,VA
22485,511,"WASHINGTON, DC (HAGRSTWN)",KING GEORGE,VA,Virginia,22485,"KING GEORGE, VA","WASHINGTON, DC (HAGRSTWN)",VA
22488,511,"WASHINGTON, DC (HAGRSTWN)",KINSALE,VA,Virginia,22488,"KINSALE, VA","WASHINGTON, DC (HAGRSTWN)",VA
22501,556,RICHMOND-PETERSBURG,LADYSMITH,VA,Virginia,22501,"LADYSMITH, VA",RICHMOND-PETERSBURG,VA
22503,556,RICHMOND-PETERSBURG,LANCASTER,VA,Virginia,22503,"LANCASTER, VA",RICHMOND-PETERSBURG,VA
22504,556,RICHMOND-PETERSBURG,TAPPAHANNOCK,VA,Virginia,22504,"TAPPAHANNOCK, VA",RICHMOND-PETERSBURG,VA
22507,556,RICHMOND-PETERSBURG,LIVELY,VA,Virginia,22507,"LIVELY, VA",RICHMOND-PETERSBURG,VA
22508,556,RICHMOND-PETERSBURG,LOCUST GROVE,VA,Virginia,22508,"LOCUST GROVE, VA",RICHMOND-PETERSBURG,VA
22509,556,RICHMOND-PETERSBURG,TAPPAHANNOCK,VA,Virginia,22509,"TAPPAHANNOCK, VA",RICHMOND-PETERSBURG,VA
22511,556,RICHMOND-PETERSBURG,CALLAO,VA,Virginia,22511,"CALLAO, VA",RICHMOND-PETERSBURG,VA
22513,556,RICHMOND-PETERSBURG,MERRY POINT,VA,Virginia,22513,"MERRY POINT, VA",RICHMOND-PETERSBURG,VA
22514,556,RICHMOND-PETERSBURG,RUTHER GLEN,VA,Virginia,22514,"RUTHER GLEN, VA",RICHMOND-PETERSBURG,VA
22517,556,RICHMOND-PETERSBURG,MOLLUSK,VA,Virginia,22517,"MOLLUSK, VA",RICHMOND-PETERSBURG,VA
22520,511,"WASHINGTON, DC (HAGRSTWN)",MONTROSS,VA,Virginia,22520,"MONTROSS, VA","WASHINGTON, DC (HAGRSTWN)",VA
22523,556,RICHMOND-PETERSBURG,MORATTICO,VA,Virginia,22523,"MORATTICO, VA",RICHMOND-PETERSBURG,VA
22524,511,"WASHINGTON, DC (HAGRSTWN)",MOUNT HOLLY,VA,Virginia,22524,"MOUNT HOLLY, VA","WASHINGTON, DC (HAGRSTWN)",VA
22526,511,"WASHINGTON, DC (HAGRSTWN)",NINDE,VA,Virginia,22526,"NINDE, VA","WASHINGTON, DC (HAGRSTWN)",VA
22528,556,RICHMOND-PETERSBURG,LIVELY,VA,Virginia,22528,"LIVELY, VA",RICHMOND-PETERSBURG,VA
22529,511,"WASHINGTON, DC (HAGRSTWN)",OLDHAMS,VA,Virginia,22529,"OLDHAMS, VA","WASHINGTON, DC (HAGRSTWN)",VA
22530,556,RICHMOND-PETERSBURG,OPHELIA,VA,Virginia,22530,"OPHELIA, VA",RICHMOND-PETERSBURG,VA
22534,511,"WASHINGTON, DC (HAGRSTWN)",PARTLOW,VA,Virginia,22534,"PARTLOW, VA","WASHINGTON, DC (HAGRSTWN)",VA
22535,556,RICHMOND-PETERSBURG,PORT ROYAL,VA,Virginia,22535,"PORT ROYAL, VA",RICHMOND-PETERSBURG,VA
22538,556,RICHMOND-PETERSBURG,FREDERICKSBURG,VA,Virginia,22538,"FREDERICKSBURG, VA",RICHMOND-PETERSBURG,VA
22539,556,RICHMOND-PETERSBURG,REEDVILLE,VA,Virginia,22539,"REEDVILLE, VA",RICHMOND-PETERSBURG,VA
22542,556,RICHMOND-PETERSBURG,RHOADESVILLE,VA,Virginia,22542,"RHOADESVILLE, VA",RICHMOND-PETERSBURG,VA
22544,511,"WASHINGTON, DC (HAGRSTWN)",,,,22544,,"WASHINGTON, DC (HAGRSTWN)",
22545,511,"WASHINGTON, DC (HAGRSTWN)",RUBY,VA,Virginia,22545,"RUBY, VA","WASHINGTON, DC (HAGRSTWN)",VA
22546,556,RICHMOND-PETERSBURG,RUTHER GLEN,VA,Virginia,22546,"RUTHER GLEN, VA",RICHMOND-PETERSBURG,VA
22547,511,"WASHINGTON, DC (HAGRSTWN)",SEALSTON,VA,Virginia,22547,"SEALSTON, VA","WASHINGTON, DC (HAGRSTWN)",VA
22548,556,RICHMOND-PETERSBURG,SHARPS,VA,Virginia,22548,"SHARPS, VA",RICHMOND-PETERSBURG,VA
22551,511,"WASHINGTON, DC (HAGRSTWN)",SPOTSYLVANIA,VA,Virginia,22551,"SPOTSYLVANIA, VA","WASHINGTON, DC (HAGRSTWN)",VA
22552,556,RICHMOND-PETERSBURG,,,,22552,,RICHMOND-PETERSBURG,
22553,511,"WASHINGTON, DC (HAGRSTWN)",SPOTSYLVANIA,VA,Virginia,22553,"SPOTSYLVANIA, VA","WASHINGTON, DC (HAGRSTWN)",VA
22554,511,"WASHINGTON, DC (HAGRSTWN)",STAFFORD,VA,Virginia,22554,"STAFFORD, VA","WASHINGTON, DC (HAGRSTWN)",VA
22555,511,"WASHINGTON, DC (HAGRSTWN)",STAFFORD,VA,Virginia,22555,"STAFFORD, VA","WASHINGTON, DC (HAGRSTWN)",VA
22556,511,"WASHINGTON, DC (HAGRSTWN)",STAFFORD,VA,Virginia,22556,"STAFFORD, VA","WASHINGTON, DC (HAGRSTWN)",VA
22558,511,"WASHINGTON, DC (HAGRSTWN)",,,,22558,,"WASHINGTON, DC (HAGRSTWN)",
22560,556,RICHMOND-PETERSBURG,TAPPAHANNOCK,VA,Virginia,22560,"TAPPAHANNOCK, VA",RICHMOND-PETERSBURG,VA
22565,511,"WASHINGTON, DC (HAGRSTWN)",THORNBURG,VA,Virginia,22565,"THORNBURG, VA","WASHINGTON, DC (HAGRSTWN)",VA
22567,556,RICHMOND-PETERSBURG,UNIONVILLE,VA,Virginia,22567,"UNIONVILLE, VA",RICHMOND-PETERSBURG,VA
22570,556,RICHMOND-PETERSBURG,HAYNESVILLE,VA,Virginia,22570,"HAYNESVILLE, VA",RICHMOND-PETERSBURG,VA
22572,556,RICHMOND-PETERSBURG,WARSAW,VA,Virginia,22572,"WARSAW, VA",RICHMOND-PETERSBURG,VA
22576,556,RICHMOND-PETERSBURG,IRVINGTON,VA,Virginia,22576,"IRVINGTON, VA",RICHMOND-PETERSBURG,VA
22577,511,"WASHINGTON, DC (HAGRSTWN)",SANDY POINT,VA,Virginia,22577,"SANDY POINT, VA","WASHINGTON, DC (HAGRSTWN)",VA
22578,556,RICHMOND-PETERSBURG,WHITE STONE,VA,Virginia,22578,"WHITE STONE, VA",RICHMOND-PETERSBURG,VA
22579,556,RICHMOND-PETERSBURG,WICOMICO CHURCH,VA,Virginia,22579,"WICOMICO CHURCH, VA",RICHMOND-PETERSBURG,VA
22580,556,RICHMOND-PETERSBURG,WOODFORD,VA,Virginia,22580,"WOODFORD, VA",RICHMOND-PETERSBURG,VA
22581,511,"WASHINGTON, DC (HAGRSTWN)",,,,22581,,"WASHINGTON, DC (HAGRSTWN)",
22601,511,"WASHINGTON, DC (HAGRSTWN)",WINCHESTER,VA,Virginia,22601,"WINCHESTER, VA","WASHINGTON, DC (HAGRSTWN)",VA
22602,511,"WASHINGTON, DC (HAGRSTWN)",WINCHESTER,VA,Virginia,22602,"WINCHESTER, VA","WASHINGTON, DC (HAGRSTWN)",VA
22603,511,"WASHINGTON, DC (HAGRSTWN)",WINCHESTER,VA,Virginia,22603,"WINCHESTER, VA","WASHINGTON, DC (HAGRSTWN)",VA
22604,511,"WASHINGTON, DC (HAGRSTWN)",WINCHESTER,VA,Virginia,22604,"WINCHESTER, VA","WASHINGTON, DC (HAGRSTWN)",VA
32559,686,MOBILE-PENSACOLA (FT WALT),,,,32559,,MOBILE-PENSACOLA (FT WALT),
32560,686,MOBILE-PENSACOLA (FT WALT),GONZALEZ,FL,Florida,32560,"GONZALEZ, FL",MOBILE-PENSACOLA (FT WALT),FL
32561,686,MOBILE-PENSACOLA (FT WALT),GULF BREEZE,FL,Florida,32561,"GULF BREEZE, FL",MOBILE-PENSACOLA (FT WALT),FL
32562,686,MOBILE-PENSACOLA (FT WALT),GULF BREEZE,FL,Florida,32562,"GULF BREEZE, FL",MOBILE-PENSACOLA (FT WALT),FL
32563,686,MOBILE-PENSACOLA (FT WALT),GULF BREEZE,FL,Florida,32563,"GULF BREEZE, FL",MOBILE-PENSACOLA (FT WALT),FL
32564,686,MOBILE-PENSACOLA (FT WALT),BAKER,FL,Florida,32564,"BAKER, FL",MOBILE-PENSACOLA (FT WALT),FL
32565,686,MOBILE-PENSACOLA (FT WALT),JAY,FL,Florida,32565,"JAY, FL",MOBILE-PENSACOLA (FT WALT),FL
32566,686,MOBILE-PENSACOLA (FT WALT),NAVARRE,FL,Florida,32566,"NAVARRE, FL",MOBILE-PENSACOLA (FT WALT),FL
32567,686,MOBILE-PENSACOLA (FT WALT),LAUREL HILL,FL,Florida,32567,"LAUREL HILL, FL",MOBILE-PENSACOLA (FT WALT),FL
32568,686,MOBILE-PENSACOLA (FT WALT),MC DAVID,FL,Florida,32568,"MC DAVID, FL",MOBILE-PENSACOLA (FT WALT),FL
32569,686,MOBILE-PENSACOLA (FT WALT),MARY ESTHER,FL,Florida,32569,"MARY ESTHER, FL",MOBILE-PENSACOLA (FT WALT),FL
32570,686,MOBILE-PENSACOLA (FT WALT),MILTON,FL,Florida,32570,"MILTON, FL",MOBILE-PENSACOLA (FT WALT),FL
32571,686,MOBILE-PENSACOLA (FT WALT),MILTON,FL,Florida,32571,"MILTON, FL",MOBILE-PENSACOLA (FT WALT),FL
32572,686,MOBILE-PENSACOLA (FT WALT),MILTON,FL,Florida,32572,"MILTON, FL",MOBILE-PENSACOLA (FT WALT),FL
32577,686,MOBILE-PENSACOLA (FT WALT),MOLINO,FL,Florida,32577,"MOLINO, FL",MOBILE-PENSACOLA (FT WALT),FL
32578,686,MOBILE-PENSACOLA (FT WALT),NICEVILLE,FL,Florida,32578,"NICEVILLE, FL",MOBILE-PENSACOLA (FT WALT),FL
32579,686,MOBILE-PENSACOLA (FT WALT),FORT WALTON BEACH,FL,Florida,32579,"FORT WALTON BEACH, FL",MOBILE-PENSACOLA (FT WALT),FL
32580,686,MOBILE-PENSACOLA (FT WALT),NICEVILLE,FL,Florida,32580,"NICEVILLE, FL",MOBILE-PENSACOLA (FT WALT),FL
